20 3 [30, 30, 30]
capacities = [100000, 41, 47, 36, 38, 47, 37, 24, 47, 28, 41, 29, 28, 23, 22, 30, 36, 49, 22, 42, 26]
initial     = [50000, 15, 13, 9, 8, 43, 26, 21, 3, 7, 9, 5, 26, 19, 20, 1, 23, 5, 10, 7, 2]
target      = [0, 12, 12, 29, 38, 15, 12, 21, 33, 14, 12, 9, 19, 7, 15, 8, 16, 40, 8, 1, 19]
weights    = [0.000000, 0.089583, 0.063194, 0.159195, 0.175000, 0.345556, 0.234722, 0.050000, 0.193939, 0.129167, 0.089583, 0.120370, 0.108333, 0.321429, 0.102778, 0.188542, 0.119271, 0.188542, 0.089583, 1.000000, 0.191667]
min_ratio  = [0.0000, 0.7000, 0.7000, 0.2172, 0.1474, 0.7000, 0.7000, 0.7000, 0.0636, 0.3500, 0.5250, 0.3889, 0.7000, 0.7000, 0.7000, 0.0875, 0.7000, 0.0875, 0.7000, 0.7000, 0.0737]
points = [(584400.000, 4511800.000), (584037.825, 4511480.960), (584717.557, 4511793.601), (584251.775, 4512175.825), (584086.975, 4511401.180), (584612.088, 4511798.540), (584358.109, 4512273.700), (584139.306, 4511535.493), (584705.269, 4511669.146), (584285.207, 4512234.693), (584085.411, 4511493.791), (584810.180, 4511648.048), (584335.575, 4512198.229), (584109.640, 4511559.789), (584592.181, 4511779.234), (584361.330, 4512324.228), (584011.623, 4511574.939), (584637.289, 4511747.806), (584397.691, 4512197.105), (584231.870, 4511477.562), (584771.733, 4511868.312)]
distances = [
{0.0000, 482.6564, 317.6217, 403.9991, 506.9932, 212.0926, 475.5486, 371.3828, 332.1321, 449.5943, 439.0099, 437.4208, 403.4063, 376.8419, 193.3001, 525.6520, 448.8753, 242.9621, 397.1122, 363.6402, 377.9580}
{482.6564, 0.0000, 748.1847, 727.0570, 93.7043, 656.2277, 854.9960, 115.2053, 693.4661, 793.2910, 49.2859, 790.2218, 776.6139, 106.6374, 629.5066, 903.1918, 97.5627, 656.1739, 801.4786, 194.0747, 829.8574}
{317.6217, 748.1847, 0.0000, 602.5351, 742.7171, 105.5852, 599.7482, 633.2411, 125.0602, 617.6473, 699.6387, 172.5246, 556.4475, 651.3300, 126.1962, 639.1108, 739.0236, 92.4129, 514.9078, 579.4594, 92.2865}
{403.9991, 727.0570, 602.5351, 0.0000, 791.9809, 521.6984, 144.5214, 650.1337, 679.9856, 67.6986, 702.0304, 768.3523, 86.7433, 632.2200, 522.6483, 184.4603, 647.0991, 576.0404, 147.4600, 698.5471, 604.0871}
{506.9932, 93.7043, 742.7171, 791.9809, 0.0000, 658.5126, 913.6763, 144.1479, 673.8646, 856.7607, 92.6245, 764.1790, 834.9181, 160.2205, 630.9983, 962.9576, 189.3931, 650.3812, 854.4248, 163.7949, 828.9192}
{212.0926, 656.2277, 105.5852, 521.6984, 658.5126, 0.0000, 538.7780, 541.0326, 159.4540, 545.0500, 608.4898, 248.7741, 486.0143, 556.2870, 27.7306, 582.4317, 640.7457, 56.6495, 452.5704, 497.5871, 174.2265}
{475.5486, 854.9960, 599.7482, 144.5214, 913.6763, 538.7780, 0.0000, 769.9503, 697.1407, 82.6815, 826.2089, 771.8865, 78.7635, 755.9132, 547.0707, 50.6303, 779.9485, 595.4047, 86.2175, 806.0846, 579.1583}
{371.3828, 115.2053, 633.2411, 650.1337, 144.1479, 541.0326, 769.9503, 0.0000, 581.5299, 714.2594, 68.1446, 680.2503, 691.1870, 38.3449, 514.3013, 819.3877, 133.6366, 541.3540, 710.2770, 109.1980, 714.6558}
{332.1321, 693.4661, 125.0602, 679.9856, 673.8646, 159.4540, 697.1407, 581.5299, 0.0000, 704.4816, 644.1837, 107.0116, 645.4469, 605.5840, 157.8230, 739.8824, 700.0136, 103.9638, 611.0196, 510.6967, 209.9635}
{449.5943, 793.2910, 617.6473, 67.6986, 856.7607, 545.0500, 82.6815, 714.2594, 704.4816, 0.0000, 767.3674, 787.2410, 62.1815, 697.3650, 549.2500, 117.5209, 714.2292, 600.8502, 118.5977, 759.0073, 609.0503}
{439.0099, 49.2859, 699.6387, 702.0304, 92.6245, 608.4898, 826.2089, 68.1446, 644.1837, 767.3674, 0.0000, 741.0024, 747.5383, 70.3049, 581.6301, 875.0744, 109.6791, 607.5300, 769.5253, 147.3551, 781.8592}
