20 4 [30, 30, 30, 30]
capacities = [100000, 26, 44, 49, 28, 43, 23, 37, 25, 23, 42, 34, 29, 34, 24, 50, 36, 35, 50, 21, 25]
initial     = [50000, 24, 0, 41, 24, 8, 3, 31, 1, 5, 39, 7, 3, 0, 6, 0, 6, 5, 46, 2, 19]
target      = [0, 3, 35, 5, 5, 39, 22, 6, 22, 21, 14, 24, 25, 23, 24, 33, 25, 34, 4, 19, 8]
weights    = [0.000000, 0.683333, 0.140476, 0.701429, 0.393810, 0.121917, 0.128139, 0.426984, 0.136364, 0.118934, 0.211565, 0.114087, 0.129619, 0.140476, 0.117857, 0.140476, 0.118762, 0.127171, 1.000000, 0.130952, 0.174405]
min_ratio  = [0.0000, 0.7000, 0.0000, 0.7000, 0.7000, 0.1436, 0.0955, 0.7000, 0.0318, 0.1667, 0.7000, 0.2042, 0.0840, 0.0000, 0.1750, 0.0000, 0.1680, 0.1029, 0.7000, 0.0737, 0.7000]
points = [(584400.000, 4511800.000), (584179.217, 4511441.534), (584648.524, 4511816.256), (584323.909, 4512270.671), (584131.994, 4511418.339), (584754.242, 4511836.285), (584376.935, 4512251.838), (584203.235, 4511445.367), (584648.056, 4511733.352), (584400.575, 4512177.984), (584137.609, 4511425.505), (584642.406, 4511737.380), (584327.251, 4512298.728), (584136.504, 4511463.678), (584759.710, 4511785.512), (584393.904, 4512276.323), (584186.359, 4511539.557), (584742.695, 4511693.800), (584334.490, 4512287.142), (584128.944, 4511432.490), (584740.512, 4511816.765)]
distances = [
{0.0000, 421.0026, 249.0556, 476.7823, 466.3603, 356.0954, 452.4262, 405.5623, 256.8531, 377.9848, 457.2701, 250.3637, 504.0057, 427.2501, 360.0016, 476.3624, 336.8574, 358.7735, 491.5273, 456.6564, 340.9241}
{421.0026, 0.0000, 600.5554, 841.6677, 52.6113, 697.4828, 834.0772, 24.3228, 552.2391, 768.9983, 44.5886, 549.6082, 869.8823, 48.1120, 674.7543, 861.9537, 98.2828, 617.3706, 859.7457, 51.0797, 675.1670}
{249.0556, 600.5554, 0.0000, 558.4516, 652.0288, 107.5979, 513.3147, 579.5181, 82.9055, 438.5500, 643.2121, 79.1136, 579.6508, 621.6726, 115.3579, 525.8261, 538.6643, 154.4787, 565.9958, 645.9418, 91.9886}
{476.7823, 841.6677, 558.4516, 0.0000, 873.6710, 611.4558, 56.2714, 834.0799, 627.5212, 120.2852, 865.4563, 621.1604, 28.2547, 828.4676, 652.1520, 70.2232, 743.9410, 712.8551, 19.5764, 860.5577, 616.1078}
{466.3603, 52.6113, 652.0288, 873.6710, 0.0000, 749.5803, 868.7437, 76.1960, 604.6095, 805.7270, 9.1030, 601.9195, 901.7809, 45.5626, 727.2158, 897.0694, 132.8506, 669.9512, 892.0889, 14.4755, 727.3490}
{356.0954, 697.4828, 107.5979, 611.4558, 749.5803, 0.0000, 561.2886, 675.5921, 147.8872, 491.7713, 740.9296, 149.2965, 629.4241, 721.4127, 51.0665, 568.7506, 640.7325, 142.9517, 616.0068, 744.3439, 23.8650}
{452.4262, 834.0772, 513.3147, 56.2714, 868.7437, 561.2886, 0.0000, 824.9646, 585.0928, 77.5447, 860.2927, 578.9144, 68.3166, 824.0162, 603.3047, 29.7909, 737.3351, 667.2230, 55.2087, 856.0553, 566.9888}
{405.5623, 24.3228, 579.5181, 834.0799, 76.1960, 675.5921, 824.9646, 0.0000, 529.9061, 758.7297, 68.5666, 527.3919, 862.3249, 69.1986, 652.1981, 852.5509, 95.6898, 593.9157, 851.9465, 75.3993, 653.1479}
{256.8531, 552.2391, 82.9055, 627.5212, 604.6095, 147.8872, 585.0928, 529.9061, 0.0000, 508.8658, 596.0924, 6.9382, 650.0499, 578.2816, 123.2368, 599.5086, 500.7196, 102.5721, 636.4014, 599.9960, 124.5223}
{377.9848, 768.9983, 438.5500, 120.2852, 805.7270, 491.7713, 77.5447, 758.7297, 508.8658, 0.0000, 797.1052, 502.6079, 141.2633, 761.5554, 531.9894, 98.5651, 673.4075, 592.8581, 127.6036, 793.4389, 496.0207}
{457.2701, 44.5886, 643.2121, 865.4563, 9.1030, 740.9296, 860.2927, 68.5666, 596.0924, 797.1052, 0.0000, 593.3686, 893.5786, 38.1897, 718.7594, 888.5831, 124.0345, 661.9004, 883.8446, 11.1299, 718.7326}
{250.3637, 549.6082, 79.1136, 621.1604, 601.9195, 149.2965, 578.9144, 527.3919, 6.9382, 502.6079, 593.3686, 0.0000, 643.7656, 575.1955, 126.7947, 593.4757, 497.1041, 109.3486, 630.1199, 597.1610, 126.2012}
