20 4 [30, 30, 30, 30]
capacities = [100000, 35, 20, 32, 43, 37, 40, 28, 26, 28, 36, 40, 24, 41, 36, 48, 30, 38, 41, 45, 29]
initial     = [50000, 8, 14, 31, 3, 30, 21, 12, 21, 0, 15, 11, 3, 24, 19, 32, 7, 37, 33, 42, 13]
target      = [0, 25, 19, 32, 31, 16, 32, 9, 15, 28, 24, 39, 8, 34, 29, 35, 23, 24, 4, 41, 27]
weights    = [0.000000, 0.139103, 0.084483, 0.054095, 0.168354, 0.164655, 0.095043, 0.093678, 0.102414, 0.181034, 0.099138, 0.144076, 0.131897, 0.088540, 0.095184, 0.061232, 0.141154, 0.120977, 1.000000, 0.053196, 0.117944]
min_ratio  = [0.0000, 0.2240, 0.5158, 0.6781, 0.0677, 0.7000, 0.4594, 0.7000, 0.7000, 0.0000, 0.4375, 0.1974, 0.2625, 0.4941, 0.4586, 0.6400, 0.2130, 0.7000, 0.7000, 0.7000, 0.3370]
points = [(584400.000, 4511800.000), (584119.701, 4511512.301), (584593.911, 4511727.447), (584389.578, 4512122.012), (584104.592, 4511421.170), (584773.372, 4511662.620), (584361.620, 4512301.154), (584081.777, 4511502.512), (584784.178, 4511837.943), (584293.655, 4512257.659), (584158.347, 4511487.767), (584782.619, 4511753.454), (584345.250, 4512149.601), (584108.464, 4511604.810), (584591.683, 4511723.055), (584220.466, 4512131.400), (584112.138, 4511508.233), (584671.053, 4511691.065), (584352.040, 4512246.253), (584091.945, 4511442.662), (584700.936, 4511817.699)]
distances = [
{0.0000, 401.6694, 207.0398, 322.1806, 480.3939, 397.8443, 502.6216, 435.6206, 386.0472, 469.8525, 394.8232, 385.4397, 353.8625, 350.8453, 206.5501, 376.9066, 409.8692, 292.1241, 448.8229, 471.7927, 301.4556}
{401.6694, 0.0000, 520.7332, 666.7690, 92.3756, 670.7327, 825.1144, 39.1669, 739.9815, 765.3880, 45.7762, 705.4189, 676.0354, 93.1882, 516.8988, 627.2455, 8.5876, 579.6084, 769.8484, 74.9669, 656.5836}
{207.0398, 520.7332, 0.0000, 444.3353, 577.2683, 190.8110, 618.9503, 559.3543, 220.0248, 609.3268, 497.1540, 190.4918, 489.9458, 500.6980, 4.9248, 550.1270, 529.3014, 85.2907, 572.4176, 577.1238, 139.9993}
{322.1806, 666.7690, 444.3353, 0.0000, 756.5692, 598.6144, 181.3107, 691.7529, 486.2148, 166.1366, 675.0807, 538.8098, 52.2124, 588.6622, 447.2286, 169.3725, 673.5711, 514.7266, 129.7881, 741.6886, 435.3734}
{480.3939, 92.3756, 577.2683, 756.5692, 0.0000, 711.0311, 916.7530, 84.4811, 797.2057, 857.5895, 85.5854, 755.0721, 767.1564, 183.6808, 573.0551, 719.6207, 87.3893, 627.4724, 861.3901, 24.9366, 716.1434}
{397.8443, 670.7327, 190.8110, 598.6144, 711.0311, 0.0000, 759.7801, 709.8866, 175.6553, 764.3300, 639.3977, 91.3040, 648.4131, 667.4165, 191.4767, 724.8865, 679.0185, 106.1996, 719.8255, 716.0476, 171.1626}
{502.6216, 825.1144, 618.9503, 181.3107, 916.7530, 759.7801, 0.0000, 846.2517, 626.9931, 80.6909, 838.4020, 690.8076, 152.4343, 740.9343, 622.1962, 220.7735, 831.2436, 684.0742, 55.7308, 899.8521, 590.6470}
{435.6206, 39.1669, 559.3543, 691.7529, 84.4811, 709.8866, 846.2517, 0.0000, 778.3839, 784.3088, 77.9769, 744.4140, 698.6724, 105.7217, 555.5569, 643.9994, 30.8955, 618.7073, 791.3236, 60.7078, 694.7667}
{386.0472, 739.9815, 220.0248, 486.2148, 797.2057, 175.6553, 626.9931, 778.3839, 0.0000, 645.5812, 717.1382, 84.5025, 538.3206, 714.8009, 224.1732, 635.5226, 748.5630, 185.3923, 594.5260, 797.1406, 85.6686}
{469.8525, 765.3880, 609.3268, 166.1366, 857.5895, 764.3300, 80.6909, 784.3088, 645.5812, 0.0000, 781.6917, 702.3591, 119.7437, 678.6077, 612.0644, 145.9386, 771.0959, 680.7777, 59.4882, 839.5881, 599.5352}
{394.8232, 45.7762, 497.1540, 675.0807, 85.5854, 639.3977, 838.4020, 77.9769, 717.1382, 781.6917, 0.0000, 678.4580, 687.7186, 127.2289, 493.0924, 646.6234, 50.5380, 551.5408, 782.8264, 80.2727, 635.0255}
{385.4397, 705.4189, 190.4918, 538.8098, 755.0721, 91.3040, 690.8076, 744.4140, 84.5025, 702.3591, 678.4580, 0.0000, 590.1051, 690.3478, 193.3410, 677.3915, 713.9178, 127.8258, 654.4075, 757.3785, 103.9209}
{353.8625, 676.0354, 489.9458, 52.2124, 767.1564, 648.4131, 152.4343, 698.6724, 538.3206, 119.7437, 687.7186, 590.1051, 0.0000, 594.0249, 492.6168, 126.1047, 682.4185, 562.4972, 96.8899, 750.9507, 486.4888}
{350.8453, 93.1882, 500.6980, 588.6622, 183.6808, 667.4165, 740.9343, 105.7217, 714.8009, 678.6077, 127.2289, 690.3478, 594.0249, 0.0000, 497.4759, 538.3696, 96.6469, 569.1627, 686.1331, 162.9873, 629.5589}
{206.5501, 516.8988, 4.9248, 447.2286, 573.0551, 191.4767, 622.1962, 555.5569, 224.1732, 612.0644, 493.0924, 193.3410, 492.6168, 497.4759, 0.0000, 551.8589, 525.4634, 85.5741, 575.4699, 573.0251, 144.5467}
