12 2 [30, 30]
capacities = [100000, 22, 29, 44, 38, 30, 20, 27, 34, 36, 43, 34, 27]
initial     = [50000, 5, 1, 39, 5, 23, 4, 5, 6, 36, 10, 32, 24]
target      = [0, 18, 24, 8, 34, 6, 19, 18, 29, 7, 37, 6, 5]
weights    = [0.000000, 0.208333, 0.260096, 0.899519, 0.236991, 0.671154, 0.223077, 0.208333, 0.223873, 0.958242, 0.209979, 1.000000, 0.883077]
min_ratio  = [0.0000, 0.1944, 0.0292, 0.7000, 0.1029, 0.7000, 0.1474, 0.1944, 0.1448, 0.7000, 0.1892, 0.7000, 0.7000]
points = [(584400.000, 4511800.000), (584133.978, 4511495.199), (584699.792, 4511838.381), (584284.143, 4512220.217), (584067.451, 4511417.161), (584768.158, 4511701.165), (584277.059, 4512137.576), (584191.695, 4511524.572), (584764.251, 4511758.047), (584368.430, 4512264.217), (584186.564, 4511510.401), (584706.847, 4511756.569), (584340.513, 4512289.075)]
distances = [
{0.0000, 404.5632, 302.2387, 435.8963, 507.1046, 381.1937, 359.2655, 345.3280, 366.6588, 465.2895, 359.7537, 309.9051, 492.6798}
{404.5632, 0.0000, 661.7545, 740.4062, 102.5469, 666.7881, 658.1186, 64.7616, 682.8856, 803.9634, 54.7392, 629.6766, 820.3028}
{302.2387, 661.7545, 0.0000, 564.4142, 759.7907, 153.3036, 517.9001, 597.1917, 102.9973, 539.5714, 609.0761, 82.1156, 576.3739}
{435.8963, 740.4062, 564.4142, 0.0000, 831.7787, 709.7082, 82.9449, 701.7616, 666.4121, 95.0807, 716.4925, 627.4143, 88.9889}
{507.1046, 102.5469, 759.7907, 831.7787, 0.0000, 756.0751, 750.2889, 164.2376, 775.7152, 898.9403, 151.2670, 723.8959, 913.6731}
{381.1937, 666.7881, 153.3036, 709.7082, 756.0751, 0.0000, 656.9871, 602.9049, 57.0157, 690.5142, 612.0807, 82.6354, 726.9927}
{359.2655, 658.1186, 517.9001, 82.9449, 750.2889, 656.9871, 0.0000, 618.9188, 617.5740, 156.1627, 633.6701, 574.3550, 164.2517}
{345.3280, 64.7616, 597.1917, 701.7616, 164.2376, 602.9049, 618.9188, 0.0000, 618.3285, 760.4673, 15.0717, 564.9808, 778.8532}
{366.6588, 682.8856, 102.9973, 666.4121, 775.7152, 57.0157, 617.5740, 618.3285, 0.0000, 642.5591, 628.5306, 57.4230, 679.3708}
{465.2895, 803.9634, 539.5714, 95.0807, 898.9403, 690.5142, 156.1627, 760.4673, 642.5591, 0.0000, 775.4449, 610.1089, 37.3803}
{359.7537, 54.7392, 609.0761, 716.4925, 151.2670, 612.0807, 633.6701, 15.0717, 628.5306, 775.4449, 0.0000, 575.5804, 793.7472}
{309.9051, 629.6766, 82.1156, 627.4143, 723.8959, 82.6354, 574.3550, 564.9808, 57.4230, 610.1089, 575.5804, 0.0000, 646.3464}
{492.6798, 820.3028, 576.3739, 88.9889, 913.6731, 726.9927, 164.2517, 778.8532, 679.3708, 37.3803, 793.7472, 646.3464, 0.0000}
]
