leaf,gamma_L,gamma_U,variant,budget_seconds,json_path,progress_path,lp_path,status,solver_status,certified,lower_bound,upper_bound,gap,gap_to_cutoff,runtime_seconds,compact_bc_best_bound_available,compact_bc_bound_valid,best_valid_lb_seen,best_valid_gap_seen,finalization_source,final_json_uses_best_checkpoint,checkpoint_valid_rows,checkpoint_improvements,checkpoint_best_bound,checkpoint_best_time,checkpoint_best_node_count,nodes,tailored_bc_callback_cut_profile,tailored_bc_local_centering_rows_added,tailored_bc_low_gini_l1_centering_rows_added,tailored_bc_variable_s_centering_rows_added,tailored_bc_gini_subset_envelope_rows_added,tailored_bc_transfer_cutset_rows_added,compact_bc_sp_product_estimator_rows_added,compact_bc_sp_product_paper_safe,s_range_refinement_enabled,s_range_certificate_valid,s_range_global_L,s_range_global_U,thread_fairness_class,compact_bc_solver_threads,diagnostic_only,command_hash,model_lp_exists,lp_hash,lp_rows_estimated,lp_binary_markers,lp_general_markers,lp_h_vars,lp_q_l1_vars,lp_local_centering_rows,parent_S_L,parent_S_U,S_domain_source,S_domain_proof_status,S_domain_audit_passed,tailored_bc_s_bucket_ledger,tailored_bc_s_bucket_policy,tailored_bc_subset_cross_h_separation_profile,tailored_bc_subset_cross_h_centering_rows_added,tailored_bc_local_q_centering_rows_added,tailored_bc_compatible_source_transfer_cuts_added,tailored_bc_required_external_source_cuts_added,compact_bc_sp_product_mccormick_rows_added,row_class,proof_status
low_gini_1,0.0122881381662,0.0245762763324,callback_local_q_centering,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_local_q_centering_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_callback_local_q_centering_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_callback_local_q_centering_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0469856609679,0.0491525526647,0.0440850287384,0.002166891696799997,90.6317795,True,True,0.0469856609679,0.0440850287384,cplex_time_limit_with_valid_best_bound,True,3,2,0.0469856609679,60.0156221,5950,5950,local-q-only,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,6fa0d485f5ceb62d,True,17e9afb901e19fda,15978,1,1,2090,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,20,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_local_q_centering,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_local_q_centering_300s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_callback_local_q_centering_300s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_callback_local_q_centering_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.048388162834,0.0491525526647,0.0155513760579,0.0007643898306999991,330.7732436,True,True,0.048388162834,0.0155513760579,cplex_time_limit_with_valid_best_bound,True,11,6,0.048388162834,180.0491243,19651,26081,local-q-only,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,c49e63ec3d2fb0c3,True,17e9afb901e19fda,15978,1,1,2090,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,20,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_subset_cross_h_centering,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_subset_cross_h_centering_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_callback_subset_cross_h_centering_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_callback_subset_cross_h_centering_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0450459172864,0.0491525526647,0.0835487712361,0.0041066353783,90.9675224,True,True,0.0450459172864,0.0835487712361,cplex_time_limit_with_valid_best_bound,True,3,2,0.0450459172864,60.0179521,1607,1607,subset-cross-h-only,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,f505cb34e47c27b4,True,05473d3f18d846ab,18658,1,1,132430,80,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,0,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_subset_cross_h_centering,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_subset_cross_h_centering_300s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_callback_subset_cross_h_centering_300s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_callback_subset_cross_h_centering_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0478000296809,0.0491525526647,0.0275168411492,0.0013525229838000016,331.0861954,True,True,0.0478000296809,0.0275168411492,cplex_time_limit_with_valid_best_bound,True,11,10,0.0478000296809,300.070305,10967,10967,subset-cross-h-only,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,79667b22984d76d8,True,05473d3f18d846ab,18658,1,1,132430,80,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,0,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_required_external_source,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_required_external_source_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_callback_required_external_source_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_callback_required_external_source_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0466051220928,0.0491525526647,0.0518270249222,0.002547430571899996,90.5586131,True,True,0.0466051220928,0.0518270249222,cplex_time_limit_with_valid_best_bound,True,3,2,0.0466051220928,60.0147126,5257,5257,transfer-only,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,fe321f510f440dc9,True,1990a9e62e499ec3,15959,1,1,1710,80,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,0,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_required_external_source,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_required_external_source_300s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_callback_required_external_source_300s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_callback_required_external_source_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.048388162834,0.0491525526647,0.0155513760572,0.0007643898306999991,300.6216526,True,True,0.048388162834,0.0155513760572,cplex_time_limit_with_valid_best_bound,True,10,8,0.048388162834,240.0619862,17620,19377,transfer-only,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,87d3f0992bd23e61,True,1990a9e62e499ec3,15959,1,1,1710,80,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,0,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_compatible_source_transfer,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_compatible_source_transfer_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_callback_compatible_source_transfer_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_callback_compatible_source_transfer_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0467962998939,0.0491525526647,0.0479375463347,0.0023562527707999964,60.5811491,True,True,0.0467962998939,0.0479375463347,cplex_time_limit_with_valid_best_bound,True,3,2,0.0467962998939,60.0191866,6876,6876,transfer-only,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,c188a9676b6f8306,True,b2fd9d679b1f3a49,15958,1,1,1710,80,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,0,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_compatible_source_transfer,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_compatible_source_transfer_300s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_callback_compatible_source_transfer_300s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_callback_compatible_source_transfer_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.048388162834,0.0491525526647,0.0155513760572,0.0007643898306999991,300.735103,True,True,0.048388162834,0.0155513760572,cplex_time_limit_with_valid_best_bound,True,10,6,0.048388162834,180.0698456,20750,27499,transfer-only,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,8b2d613c209f8b17,True,b2fd9d679b1f3a49,15958,1,1,1710,80,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,0,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_local_plus_q,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_local_plus_q_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_callback_local_plus_q_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_callback_local_plus_q_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0465780432516,0.0491525526647,0.0523779391617,0.0025745094131000013,90.5569115,True,True,0.0465780432516,0.0523779391617,cplex_time_limit_with_valid_best_bound,True,3,2,0.0465780432516,60.0080421,3407,3410,low-gini,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,d20c8b1d066053f6,True,e3dfb3765a169afb,16018,1,1,2850,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,20,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_local_plus_q,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_local_plus_q_300s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_callback_local_plus_q_300s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_callback_local_plus_q_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.048388162834,0.0491525526647,0.0155513760578,0.0007643898306999991,330.6687417,True,True,0.048388162834,0.0155513760578,cplex_time_limit_with_valid_best_bound,True,11,7,0.048388162834,210.0407173,13209,17197,low-gini,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,d9a82259b2927ce1,True,e3dfb3765a169afb,16018,1,1,2850,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,20,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_local_plus_subset,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_local_plus_subset_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_callback_local_plus_subset_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_callback_local_plus_subset_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0449525444903,0.0491525526647,0.0854484242775,0.0042000081743999995,90.9699665,True,True,0.0449525444903,0.0854484242775,cplex_time_limit_with_valid_best_bound,True,3,2,0.0449525444903,60.0139245,1609,1613,low-gini,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,eb20c092f916f558,True,5b122724f90b6c3a,18698,1,1,133190,80,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,0,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_local_plus_subset,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_local_plus_subset_300s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_callback_local_plus_subset_300s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_callback_local_plus_subset_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0474391084579,0.0491525526647,0.0348597196662,0.0017134442067999953,301.0171306,True,True,0.0474391084579,0.0348597196662,cplex_time_limit_with_valid_best_bound,True,10,10,0.0474391084579,300.0769073,11066,11066,low-gini,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,ce5c6cc371699292,True,5b122724f90b6c3a,18698,1,1,133190,80,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,0,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,callback_q_plus_subset,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_q_plus_subset_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_callback_q_plus_subset_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_callback_q_plus_subset_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0450352006286,0.0491525526647,0.0837667997464,0.004117352036099996,90.9272626,True,True,0.0450352006286,0.0837667997464,cplex_time_limit_with_valid_best_bound,True,3,2,0.0450352006286,60.0155463,1890,1893,low-gini,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,3a3f3f7aed56e391,True,029e83a92ebaf2bd,18678,1,1,132810,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,target-weighted,2700,20,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
