50 4 [30, 30, 30, 30]
capacities = [100000, 26, 25, 40, 42, 40, 33, 39, 21, 43, 32, 35, 37, 30, 33, 50, 50, 49, 28, 48, 20, 28, 21, 36, 38, 44, 28, 47, 25, 38, 23, 21, 37, 48, 23, 46, 22, 39, 26, 35, 21, 46, 20, 46, 35, 46, 43, 20, 30, 45, 37]
initial     = [50000, 9, 13, 20, 9, 29, 4, 15, 3, 19, 22, 5, 20, 15, 28, 19, 28, 21, 11, 29, 5, 21, 16, 21, 28, 11, 3, 33, 14, 30, 15, 9, 19, 30, 21, 20, 0, 17, 19, 21, 21, 20, 0, 15, 23, 24, 32, 20, 12, 22, 26]
target      = [0, 12, 16, 28, 11, 15, 26, 20, 11, 33, 8, 20, 27, 27, 17, 27, 37, 14, 5, 32, 4, 4, 12, 19, 9, 20, 11, 26, 19, 24, 20, 8, 17, 13, 20, 13, 19, 8, 7, 25, 20, 31, 5, 32, 15, 14, 23, 16, 15, 32, 24]
weights    = [0.000000, 0.105882, 0.091912, 0.113866, 0.090642, 0.258627, 0.239140, 0.105882, 0.212567, 0.144831, 0.441176, 0.217647, 0.107952, 0.149346, 0.194637, 0.116231, 0.104372, 0.161765, 0.318235, 0.070956, 0.105882, 1.000000, 0.124510, 0.073529, 0.521895, 0.150588, 0.212567, 0.110181, 0.108824, 0.105882, 0.105882, 0.077941, 0.076298, 0.342308, 0.061176, 0.170362, 0.273529, 0.301471, 0.433193, 0.085765, 0.061176, 0.129317, 0.273529, 0.168750, 0.169216, 0.209664, 0.137468, 0.105882, 0.094706, 0.119853, 0.068627]
min_ratio  = [0.0000, 0.5250, 0.5687, 0.5000, 0.5727, 0.7000, 0.1077, 0.5250, 0.1909, 0.4030, 0.7000, 0.1750, 0.5185, 0.3889, 0.7000, 0.4926, 0.5297, 0.7000, 0.7000, 0.6344, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.3850, 0.1909, 0.7000, 0.5158, 0.7000, 0.5250, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.0000, 0.7000, 0.7000, 0.5880, 0.7000, 0.4516, 0.0000, 0.3281, 0.7000, 0.7000, 0.7000, 0.7000, 0.5600, 0.4812, 0.7000]
points = [(584400.000, 4511800.000), (584164.461, 4511528.471), (584635.680, 4511844.156), (584280.385, 4512230.248), (584129.334, 4511548.257), (584718.358, 4511750.880), (584328.306, 4512283.611), (584144.755, 4511504.835), (584775.842, 4511821.062), (584304.336, 4512141.494), (584107.228, 4511555.048), (584672.205, 4511687.548), (584394.760, 4512221.635), (584127.933, 4511515.968), (584720.126, 4511684.654), (584244.235, 4512211.903), (584143.999, 4511546.167), (584668.555, 4511733.197), (584263.050, 4512178.040), (584148.957, 4511521.977), (584666.989, 4511701.936), (584267.205, 4512240.514), (584126.649, 4511505.579), (584653.642, 4511809.138), (584360.536, 4512304.725), (584203.177, 4511500.341), (584672.879, 4511707.757), (584337.710, 4512237.101), (584109.983, 4511582.779), (584751.888, 4511803.027), (584375.257, 4512225.581), (584171.975, 4511424.706), (584737.026, 4511768.689), (584359.681, 4512163.550), (584189.454, 4511539.574), (584646.817, 4511709.718), (584377.959, 4512224.985), (584067.569, 4511553.988), (584703.349, 4511768.369), (584241.544, 4512254.071), (584195.029, 4511564.719), (584704.445, 4511683.867), (584253.847, 4512243.009), (584064.087, 4511480.952), (584730.738, 4511726.829), (584252.349, 4512147.971), (584197.189, 4511551.046), (584719.315, 4511706.370), (584380.373, 4512301.199), (584143.683, 4511541.862), (584673.512, 4511728.430)]
distances = [
{0.0000, 359.4533, 239.7810, 446.5658, 369.6416, 322.1249, 488.8959, 390.2211, 376.4321, 354.6404, 381.7286, 294.5182, 421.6674, 393.3124, 340.2729, 440.3709, 360.5101, 276.7385, 402.0819, 374.5919, 284.4293, 460.0947, 401.7519, 253.8068, 506.2656, 358.5181, 288.0482, 441.5169, 362.3469, 351.9007, 426.2998, 439.1370, 338.4775, 365.7789, 334.8903, 262.8104, 425.5565, 413.5609, 304.9939, 480.9247, 312.0422, 325.8433, 466.4951, 463.2807, 338.7351, 378.0012, 321.1080, 332.7590, 501.5826, 363.7765, 282.7210}
{359.4533, 0.0000, 567.1902, 711.2874, 40.3167, 596.8813, 772.7106, 30.7732, 677.7880, 628.7785, 63.1030, 532.0805, 730.4206, 38.6084, 577.1976, 688.0723, 27.0526, 544.0800, 657.0089, 16.8088, 531.6245, 719.4180, 44.2017, 563.9789, 800.6348, 47.8559, 539.1033, 729.5013, 76.9239, 648.4218, 728.2840, 104.0364, 620.9152, 664.4070, 27.3481, 515.2841, 728.5012, 100.1961, 589.8743, 729.6829, 47.4165, 561.8992, 720.1078, 111.0541, 600.0125, 625.7039, 39.7587, 582.6755, 802.3256, 24.7198, 546.9154}
{239.7810, 567.1902, 0.0000, 524.6914, 586.4669, 124.6439, 536.2822, 596.7804, 142.0521, 445.1952, 602.3662, 160.8109, 447.8083, 604.5781, 180.4777, 537.0907, 574.9327, 115.7268, 500.3315, 583.6938, 145.6265, 541.1775, 611.3488, 39.3565, 536.4960, 552.5112, 141.3809, 493.1443, 587.0914, 123.2715, 461.8497, 625.2693, 126.3579, 422.1227, 540.2669, 134.8985, 459.8377, 637.9251, 101.6011, 568.6590, 521.7841, 174.4173, 552.1591, 677.2267, 151.0024, 489.1282, 527.4355, 161.1827, 523.5161, 577.4449, 121.7534}
