50 4 [30, 30, 30, 30]
capacities = [100000, 21, 25, 35, 30, 50, 33, 29, 34, 35, 35, 30, 45, 29, 31, 26, 27, 48, 33, 36, 22, 49, 43, 48, 28, 30, 22, 47, 22, 29, 49, 25, 26, 41, 41, 26, 26, 41, 34, 21, 47, 26, 26, 50, 39, 41, 40, 27, 34, 47, 38]
initial     = [50000, 5, 0, 28, 0, 48, 4, 25, 31, 4, 35, 26, 39, 24, 31, 1, 5, 4, 2, 9, 21, 8, 8, 40, 5, 4, 1, 44, 14, 26, 43, 24, 21, 37, 1, 1, 5, 39, 6, 17, 6, 1, 4, 0, 33, 34, 9, 27, 7, 45, 38]
target      = [0, 19, 19, 3, 25, 8, 28, 5, 2, 34, 5, 2, 13, 2, 5, 18, 18, 42, 29, 29, 6, 48, 40, 13, 21, 25, 20, 1, 7, 4, 6, 7, 3, 7, 40, 20, 21, 7, 28, 1, 41, 23, 25, 35, 9, 1, 29, 7, 22, 8, 12]
weights    = [0.000000, 0.066279, 0.072093, 0.234109, 0.072093, 0.160465, 0.068937, 0.138372, 0.370349, 0.069494, 0.182558, 0.315116, 0.094186, 0.293023, 0.164884, 0.070866, 0.065956, 0.069989, 0.070569, 0.065237, 0.105233, 0.068411, 0.067674, 0.095886, 0.066833, 0.068558, 0.070988, 1.000000, 0.072093, 0.171512, 0.186240, 0.103654, 0.182558, 0.144684, 0.071541, 0.070988, 0.066833, 0.150997, 0.067359, 0.403488, 0.068860, 0.071132, 0.068558, 0.072093, 0.108915, 0.779070, 0.065237, 0.113123, 0.065063, 0.152180, 0.097868]
min_ratio  = [0.0000, 0.1842, 0.0000, 0.7000, 0.0000, 0.7000, 0.1000, 0.7000, 0.7000, 0.0824, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.0389, 0.1944, 0.0667, 0.0483, 0.2172, 0.7000, 0.1167, 0.1400, 0.7000, 0.1667, 0.1120, 0.0350, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.0175, 0.0350, 0.1667, 0.7000, 0.1500, 0.7000, 0.1024, 0.0304, 0.1120, 0.0000, 0.7000, 0.7000, 0.2172, 0.7000, 0.2227, 0.7000, 0.7000]
points = [(584400.000, 4511800.000), (584093.669, 4511524.620), (584704.800, 4511729.896), (584373.611, 4512176.404), (584041.305, 4511418.020), (584647.656, 4511743.311), (584236.043, 4512252.058), (584194.576, 4511574.862), (584627.590, 4511806.019), (584396.535, 4512140.227), (584072.590, 4511495.808), (584750.051, 4511679.794), (584388.272, 4512259.451), (584113.406, 4511436.236), (584644.339, 4511784.170), (584388.771, 4512147.684), (584060.833, 4511433.332), (584661.731, 4511730.406), (584368.513, 4512148.202), (584168.030, 4511538.766), (584693.226, 4511733.988), (584241.834, 4512213.207), (584171.047, 4511575.921), (584688.813, 4511705.715), (584277.165, 4512149.102), (584125.503, 4511416.217), (584742.261, 4511692.794), (584321.634, 4512239.223), (584153.949, 4511518.418), (584634.407, 4511695.779), (584266.109, 4512189.615), (584106.828, 4511432.225), (584750.521, 4511825.051), (584324.716, 4512173.193), (584074.728, 4511582.713), (584749.847, 4511828.582), (584245.380, 4512244.055), (584101.059, 4511529.200), (584715.919, 4511704.955), (584393.743, 4512267.924), (584113.467, 4511524.986), (584642.762, 4511793.600), (584268.045, 4512222.431), (584035.744, 4511525.946), (584777.300, 4511686.887), (584259.525, 4512188.864), (584192.419, 4511502.861), (584770.228, 4511791.453), (584247.684, 4512215.513), (584160.062, 4511473.589), (584648.650, 4511734.502)]
distances = [
{0.0000, 411.9135, 312.7580, 377.3280, 523.9947, 254.0617, 480.8728, 304.7720, 227.6693, 340.2450, 446.9114, 370.1152, 459.6011, 463.0993, 244.8513, 347.8656, 499.4792, 270.8253, 349.6231, 349.3616, 300.5643, 442.4434, 320.3610, 303.8133, 370.0823, 471.8453, 358.6585, 446.1589, 373.9374, 256.5319, 411.9792, 470.3284, 351.4154, 380.7110, 391.1720, 351.0129, 470.2046, 403.3587, 329.9063, 467.9659, 397.1571, 242.8459, 442.5604, 455.8375, 393.8907, 413.4594, 362.4660, 370.3266, 442.5510, 405.1099, 257.1323}
{411.9135, 0.0000, 644.6853, 709.3589, 118.7664, 595.5901, 741.2399, 112.7230, 603.5369, 686.0761, 35.6993, 674.4747, 791.6871, 90.5611, 608.7721, 689.4158, 97.0138, 604.1871, 681.4645, 75.6942, 635.0612, 704.3467, 92.8388, 622.0863, 650.8830, 112.9806, 670.0406, 750.0831, 60.5980, 567.1794, 686.9892, 93.3275, 722.2972, 688.4985, 61.1024, 723.1615, 735.2571, 8.6940, 647.8541, 801.5892, 19.8009, 611.4348, 719.2683, 57.9401, 702.6246, 684.6378, 101.1187, 727.2768, 707.8519, 83.7384, 593.3418}
{312.7580, 644.6853, 0.0000, 555.9274, 733.1386, 58.6970, 701.7025, 533.2579, 108.4258, 513.2237, 674.1562, 67.5124, 616.9427, 660.2909, 81.2476, 523.8523, 708.9737, 43.0721, 536.7207, 569.7833, 12.2762, 669.2729, 555.5187, 28.9884, 598.8368, 658.7714, 52.7250, 637.3615, 590.0505, 78.2253, 635.4458, 667.9667, 105.5687, 583.9312, 647.0343, 108.4811, 689.5116, 636.2250, 27.3076, 621.4743, 625.8299, 88.9208, 658.2892, 699.4506, 84.2976, 639.4695, 560.4279, 89.8334, 666.9172, 602.0238, 56.3381}
