selection_id,generated_local_station_index,source_station_row_index,legacy_internal_index,station_id,station_name,original_capacity,original_utm_easting_m,original_utm_northing_m,selected_utm_easting_m,selected_utm_northing_m,is_depot,geographic_selection_seed,geographic_regime,replicate,anchor_source_station_row_index,distance_from_anchor_m,selection_order
cb443_V20_compact_r1,0,,,,ARTIFICIAL_CENTROID_DEPOT,,,,589104.831,4507871.771,True,860656683,compact,1,404,,0
cb443_V20_compact_r1,1,404,405,66dd056e-0aca-11e7-82f6-3863bb44ef7c,Graham Ave & Withers St,18,589118.213,4507875.373,589118.213,4507875.373,False,860656683,compact,1,404,0.000000,1
cb443_V20_compact_r1,2,394,395,66dcf897-0aca-11e7-82f6-3863bb44ef7c,Graham Ave & Conselyea St,30,589150.411,4507671.689,589150.411,4507671.689,False,860656683,compact,1,404,206.213198,2
cb443_V20_compact_r1,3,420,421,66dd0808-0aca-11e7-82f6-3863bb44ef7c,Graham Ave & Herbert St,26,589102.916,4508131.864,589102.916,4508131.864,False,860656683,compact,1,404,256.946748,3
cb443_V20_compact_r1,4,401,402,66dea674-0aca-11e7-82f6-3863bb44ef7c,Jackson St & Leonard St,22,588835.752,4507805.284,588835.752,4507805.284,False,860656683,compact,1,404,291.026948,4
cb443_V20_compact_r1,5,416,417,66de73fd-0aca-11e7-82f6-3863bb44ef7c,Richardson St & N Henry St,25,589336.892,4508110.909,589336.892,4508110.909,False,860656683,compact,1,404,321.399615,5
cb443_V20_compact_r1,6,407,408,3863f086-ae35-4d0e-8c91-2b6e3e5827a1,Frost St & Meeker Ave,38,588784.435,4507946.962,588784.435,4507946.962,False,860656683,compact,1,404,341.368918,6
cb443_V20_compact_r1,7,408,409,3c5a8531-4eec-4695-b4f8-8a1158890e78,Withers St & Kingsland Ave,18,589484.552,4507962.928,589484.552,4507962.928,False,860656683,compact,1,404,376.656529,7
cb443_V20_compact_r1,8,387,388,1786697932047949952,Manhattan Ave & Devoe St,24,589027.575,4507491.356,589027.575,4507491.356,False,860656683,compact,1,404,394.568503,8
cb443_V20_compact_r1,9,417,418,66dea4bf-0aca-11e7-82f6-3863bb44ef7c,Bayard St & Leonard St,43,588777.919,4508112.724,588777.919,4508112.724,False,860656683,compact,1,404,414.892159,9
cb443_V20_compact_r1,10,414,415,a958a8af-a0cc-4bca-9114-93c74ce3c693,Frost St & Debevoise Ave,22,589570.086,4508084.976,589570.086,4508084.976,False,860656683,compact,1,404,498.119088,10
cb443_V20_compact_r1,11,428,429,74feba30-26a5-4949-b3a0-d6e13ba1a20c,Engert Ave & McGuinness Blvd,19,589061.336,4508385.273,589061.336,4508385.273,False,860656683,compact,1,404,513.062377,11
cb443_V20_compact_r1,12,425,426,bd30f2a1-38ec-474d-9e36-07f688e87427,Manhattan Ave & Leonard St,18,588810.639,4508300.110,588810.639,4508300.110,False,860656683,compact,1,404,524.407556,12
cb443_V20_compact_r1,13,426,427,1786696384892428996,Monitor St & Meeker Ave,21,589367.120,4508349.649,589367.120,4508349.649,False,860656683,compact,1,404,535.623393,13
cb443_V20_compact_r1,14,385,386,66dea52b-0aca-11e7-82f6-3863bb44ef7c,Devoe St & Lorimer St,19,588764.560,4507468.249,588764.560,4507468.249,False,860656683,compact,1,404,539.277661,14
cb443_V20_compact_r1,15,397,398,f3c68cfb-52fd-48c8-b6e5-85c179fee0b3,Sharon St & Olive St,24,589644.788,4507699.698,589644.788,4507699.698,False,860656683,compact,1,404,555.106239,15
cb443_V20_compact_r1,16,376,377,66dcf0b3-0aca-11e7-82f6-3863bb44ef7c,Graham Ave & Grand St,29,589195.585,4507308.077,589195.585,4507308.077,False,860656683,compact,1,404,572.547970,16
cb443_V20_compact_r1,17,379,380,66dcf394-0aca-11e7-82f6-3863bb44ef7c,Bushwick Ave & Powers St,32,589450.194,4507379.267,589450.194,4507379.267,False,860656683,compact,1,404,596.935966,17
cb443_V20_compact_r1,18,399,400,66dcfaf6-0aca-11e7-82f6-3863bb44ef7c,Union Ave & Jackson St,19,588513.833,4507767.550,588513.833,4507767.550,False,860656683,compact,1,404,613.922620,18
cb443_V20_compact_r1,19,384,385,fc5ee04d-710b-45ba-aae0-303b8e95ea89,Powers St & Olive St,19,589623.192,4507464.998,589623.192,4507464.998,False,860656683,compact,1,404,650.700723,19
cb443_V20_compact_r1,20,419,420,66dd1585-0aca-11e7-82f6-3863bb44ef7c,Union Ave & N 12 St,39,588476.617,4508118.481,588476.617,4508118.481,False,860656683,compact,1,404,686.109996,20
