12 2 [30, 30]
capacities = [100000, 44, 26, 41, 33, 36, 29, 27, 40, 26, 29, 34, 26]
initial     = [50000, 21, 19, 18, 14, 15, 13, 14, 9, 17, 16, 17, 14]
target      = [0, 27, 15, 23, 14, 15, 13, 14, 15, 11, 16, 17, 11]
weights    = [0.000000, 0.496296, 0.565556, 0.488768, 0.150000, 0.150000, 0.150000, 0.150000, 0.773333, 1.000000, 0.150000, 0.150000, 0.575000]
min_ratio  = [0.000000, 0.505556, 0.650000, 0.508696, 0.650000, 0.650000, 0.650000, 0.650000, 0.390000, 0.650000, 0.650000, 0.650000, 0.650000]
points = [(584400.000, 4511800.000), (584060.713, 4511900.972), (584681.895, 4511787.414), (584136.780, 4511863.470), (584854.559, 4511513.718), (584288.425, 4512008.937), (584797.352, 4511444.715), (584262.250, 4512175.298), (584688.026, 4511502.287), (584181.725, 4511923.310), (584801.726, 4511696.965), (584049.534, 4511846.963), (584875.631, 4511505.231)]
distances = [
{0.0000, 353.9931, 282.1759, 270.7643, 537.1977, 236.8618, 533.0249, 399.7800, 414.2366, 250.6976, 414.7286, 353.5982, 559.5655}
{353.9931, 0.0000, 631.4767, 84.8090, 883.2653, 252.0103, 866.4911, 340.4003, 743.2842, 123.0571, 768.5825, 55.1530, 905.9263}
{282.1759, 631.4767, 0.0000, 550.3955, 323.6079, 451.5432, 361.6244, 571.4514, 285.1922, 518.3027, 150.1346, 635.1584, 342.2873}
{270.7643, 84.8090, 550.3955, 0.0000, 798.4571, 210.1350, 782.1194, 336.1246, 659.0338, 74.8397, 685.4758, 88.7932, 821.1189}
{537.1977, 883.2653, 323.6079, 798.4571, 0.0000, 752.1632, 89.6330, 887.9858, 166.9251, 787.7001, 190.7108, 871.2735, 22.7167}
{236.8618, 252.0103, 451.5432, 210.1350, 752.1632, 0.0000, 759.8369, 168.4085, 645.2711, 136.8086, 600.6698, 288.6242, 773.6474}
{533.0249, 866.4911, 361.6244, 782.1194, 89.6330, 759.8369, 0.0000, 905.5858, 123.5581, 779.7751, 252.2870, 849.1374, 98.9432}
{399.7800, 340.4003, 571.4514, 336.1246, 887.9858, 168.4085, 905.5858, 0.0000, 796.3853, 264.5414, 720.9975, 391.2184, 908.4199}
{414.2366, 743.2842, 285.1922, 659.0338, 166.9251, 645.2711, 123.5581, 796.3853, 0.0000, 658.4840, 225.4482, 725.5849, 187.6280}
{250.6976, 123.0571, 518.3027, 74.8397, 787.7001, 136.8086, 779.7751, 264.5414, 658.4840, 0.0000, 660.0249, 152.6543, 810.1207}
{414.7286, 768.5825, 150.1346, 685.4758, 190.7108, 600.6698, 252.2870, 720.9975, 225.4482, 660.0249, 0.0000, 767.0015, 205.4842}
{353.5982, 55.1530, 635.1584, 88.7932, 871.2735, 288.6242, 849.1374, 391.2184, 725.5849, 152.6543, 767.0015, 0.0000, 893.9892}
{559.5655, 905.9263, 342.2873, 821.1189, 22.7167, 773.6474, 98.9432, 908.4199, 187.6280, 810.1207, 205.4842, 893.9892, 0.0000}
]
