12 3 [30, 30, 30]
capacities = [100000, 32, 22, 46, 46, 50, 35, 27, 20, 20, 36, 39, 32]
initial     = [50000, 13, 14, 27, 24, 35, 16, 5, 10, 6, 22, 16, 14]
target      = [0, 17, 14, 27, 24, 31, 16, 11, 10, 12, 16, 16, 14]
weights    = [0.000000, 0.516667, 0.150000, 0.150000, 0.150000, 0.351075, 0.150000, 1.000000, 0.150000, 0.929167, 0.734375, 0.150000, 0.150000]
min_ratio  = [0.000000, 0.497059, 0.650000, 0.650000, 0.650000, 0.650000, 0.650000, 0.295455, 0.650000, 0.325000, 0.650000, 0.650000, 0.650000]
points = [(584400.000, 4511800.000), (584542.271, 4511439.879), (584119.029, 4512105.065), (584484.791, 4511510.609), (584290.706, 4512060.204), (584459.213, 4511535.276), (584366.903, 4512221.417), (584549.036, 4511309.055), (584209.418, 4512294.709), (584537.006, 4511578.936), (584359.862, 4512226.469), (584447.481, 4511548.686), (584249.758, 4512290.841)]
distances = [
{0.0000, 387.2054, 414.7406, 301.5576, 282.2254, 271.2659, 422.7144, 513.0681, 530.1492, 260.0773, 428.3537, 255.7602, 513.3202}
{387.2054, 0.0000, 788.4203, 91.1403, 669.3934, 126.4873, 800.9712, 130.9990, 917.3465, 139.1562, 807.4631, 144.3051, 899.8333}
{414.7406, 788.4203, 0.0000, 697.9693, 177.4418, 663.6157, 273.8241, 904.7314, 210.0830, 671.9508, 269.7028, 646.0953, 227.1625}
{301.5576, 91.1403, 697.9693, 0.0000, 582.8584, 35.5345, 720.5178, 211.5450, 831.0496, 85.9943, 726.6798, 53.3097, 814.8641}
{282.2254, 669.3934, 177.4418, 582.8584, 0.0000, 551.3113, 178.3138, 794.3292, 248.1941, 540.6319, 180.0744, 535.0037, 234.2442}
{271.2659, 126.4873, 663.6157, 35.5345, 551.3113, 0.0000, 692.3227, 243.4009, 799.4599, 89.2074, 698.2972, 17.8178, 784.0603}
{422.7144, 800.9712, 273.8241, 720.5178, 178.3138, 692.3227, 0.0000, 930.3637, 173.7049, 664.6180, 8.6665, 677.5394, 136.1720}
{513.0681, 130.9990, 904.7314, 211.5450, 794.3292, 243.4009, 930.3637, 0.0000, 1042.5228, 270.1487, 936.7153, 260.2622, 1026.3876}
{530.1492, 917.3465, 210.0830, 831.0496, 248.1941, 799.4599, 173.7049, 1042.5228, 0.0000, 787.1755, 165.1970, 783.0863, 40.5249}
{260.0773, 139.1562, 671.9508, 85.9943, 540.6319, 89.2074, 664.6180, 270.1487, 787.1755, 0.0000, 671.3268, 94.4976, 767.6725}
{428.3537, 807.4631, 269.7028, 726.6798, 180.0744, 698.2972, 8.6665, 936.7153, 165.1970, 671.3268, 0.0000, 683.4231, 127.5408}
{255.7602, 144.3051, 646.0953, 53.3097, 535.0037, 17.8178, 677.5394, 260.2622, 783.0863, 94.4976, 683.4231, 0.0000, 768.0422}
{513.3202, 899.8333, 227.1625, 814.8641, 234.2442, 784.0603, 136.1720, 1026.3876, 40.5249, 767.6725, 127.5408, 768.0422, 0.0000}
]
