20 2 [20, 20]
capacities = [100000, 41, 25, 27, 28, 50, 40, 32, 30, 40, 45, 46, 38, 38, 33, 36, 41, 20, 21, 44, 37]
initial     = [50000, 7, 23, 20, 20, 48, 3, 26, 6, 6, 2, 1, 0, 36, 0, 5, 4, 0, 4, 37, 6]
target      = [0, 34, 4, 8, 6, 13, 34, 5, 25, 34, 45, 44, 31, 3, 25, 33, 34, 19, 17, 3, 34]
weights    = [0.000000, 0.116566, 0.448162, 0.175735, 0.245588, 0.275679, 0.126427, 0.402059, 0.113706, 0.119031, 0.130098, 0.131918, 0.133824, 0.972059, 0.133824, 0.121123, 0.123962, 0.133824, 0.114100, 1.000000, 0.119031]
min_ratio  = [0.0000, 0.1441, 0.7000, 0.7000, 0.7000, 0.7000, 0.0618, 0.7000, 0.1680, 0.1235, 0.0311, 0.0159, 0.0000, 0.7000, 0.0000, 0.1061, 0.0824, 0.0000, 0.1647, 0.7000, 0.1235]
points = [(584400.000, 4511800.000), (584117.015, 4511526.114), (584775.962, 4511835.756), (584292.305, 4512171.868), (584103.885, 4511499.600), (584750.115, 4511828.516), (584248.457, 4512205.694), (584148.052, 4511554.982), (584639.951, 4511767.500), (584344.574, 4512277.086), (584107.870, 4511512.375), (584684.310, 4511761.348), (584238.688, 4512189.576), (584097.132, 4511550.512), (584737.112, 4511742.068), (584332.605, 4512234.676), (584119.907, 4511451.965), (584708.327, 4511757.482), (584280.210, 4512252.974), (584092.868, 4511534.865), (584654.966, 4511761.934)]
distances = [
{0.0000, 393.8197, 377.6585, 387.1485, 421.8109, 351.2743, 433.0741, 351.4423, 242.1423, 480.2944, 409.9611, 286.9251, 421.6529, 392.3942, 342.0532, 439.8698, 446.7440, 311.2446, 468.5454, 405.7426, 257.7922}
{393.8197, 0.0000, 728.0723, 669.1221, 29.5873, 701.6143, 692.1748, 42.3868, 575.9598, 784.6917, 16.5045, 614.1321, 674.5266, 31.4734, 656.6247, 740.6343, 74.2056, 634.9652, 744.9543, 25.6837, 587.3692}
{377.6585, 728.0723, 0.0000, 588.9785, 751.4577, 26.8418, 644.2952, 687.8261, 152.1767, 617.1448, 742.2412, 118.0538, 643.3135, 736.3247, 101.4238, 596.4084, 760.0678, 103.4472, 647.9516, 746.4271, 141.7381}
{387.1485, 669.1221, 588.9785, 0.0000, 698.1736, 572.2590, 55.3794, 633.5280, 533.2647, 117.4854, 684.7973, 567.6219, 56.4655, 651.2876, 618.5315, 74.6256, 740.2574, 587.1882, 82.0026, 667.4941, 547.3292}
{421.8109, 29.5873, 751.4577, 698.1736, 0.0000, 725.1202, 720.7429, 70.8370, 599.2812, 813.8890, 13.3821, 636.7142, 703.0215, 51.3580, 678.0612, 769.8377, 50.2574, 657.1555, 773.7327, 36.9455, 610.3358}
{351.2743, 701.6143, 26.8418, 572.2590, 725.1202, 0.0000, 627.6338, 661.2871, 125.9324, 604.7131, 715.8378, 94.0316, 626.0366, 709.6992, 87.4210, 582.4778, 734.1338, 82.4143, 633.2260, 719.8647, 116.1314}
{433.0741, 692.1748, 644.2952, 55.3794, 720.7429, 627.6338, 0.0000, 658.4134, 587.6070, 119.7298, 707.4295, 622.4240, 18.8473, 672.4306, 673.5972, 88.9993, 764.6128, 642.1642, 56.9523, 688.6367, 601.8084}
{351.4423, 42.3868, 687.8261, 633.5280, 70.8370, 661.2871, 658.4134, 0.0000, 535.8440, 748.3683, 58.5657, 574.5946, 641.0346, 51.1161, 618.0551, 704.3044, 106.7920, 595.7465, 710.3932, 58.7370, 547.5317}
{242.1423, 575.9598, 152.1767, 533.2647, 599.2812, 125.9324, 587.6070, 535.8440, 0.0000, 589.0034, 590.0842, 44.7831, 582.3747, 584.5824, 100.4338, 559.2093, 608.2830, 69.1056, 604.2338, 594.4912, 16.0136}
{480.2944, 784.6917, 617.1448, 117.4854, 813.8890, 604.7131, 119.7298, 748.3683, 589.0034, 0.0000, 800.5069, 617.5807, 137.3671, 767.5524, 663.5736, 44.0660, 855.1603, 634.2745, 68.7326, 783.7398, 601.4356}
{409.9611, 16.5045, 742.2412, 684.7973, 13.3821, 715.8378, 707.4295, 58.5657, 590.0842, 800.5069, 0.0000, 627.9093, 689.7210, 39.6201, 669.8535, 756.4556, 61.5974, 648.5567, 760.3863, 27.0344, 601.3267}
