12 2 [30, 30]
capacities = [100000, 44, 34, 23, 27, 42, 38, 41, 37, 31, 41, 22, 30]
initial     = [50000, 31, 27, 21, 24, 15, 9, 22, 23, 24, 8, 0, 5]
target      = [0, 33, 24, 8, 11, 17, 22, 8, 28, 23, 9, 9, 24]
weights    = [0.000000, 0.082900, 0.117857, 0.932143, 0.691558, 0.113866, 0.370779, 1.000000, 0.146939, 0.073602, 0.110317, 0.592857, 0.479762]
min_ratio  = [0.0000, 0.6576, 0.7000, 0.7000, 0.7000, 0.6176, 0.2864, 0.7000, 0.5750, 0.7000, 0.6222, 0.0000, 0.1458]
points = [(584400.000, 4511800.000), (584204.531, 4511541.797), (584710.635, 4511837.236), (584321.277, 4512141.177), (584101.718, 4511448.663), (584672.806, 4511765.594), (584395.938, 4512249.263), (584077.430, 4511451.486), (584640.423, 4511842.286), (584338.456, 4512221.491), (584110.215, 4511497.803), (584755.491, 4511824.507), (584289.179, 4512281.862)]
distances = [
{0.0000, 323.8469, 312.8585, 350.1413, 460.8797, 274.9668, 449.2811, 474.8827, 244.1135, 425.9603, 418.6868, 356.3343, 494.4410}
{323.8469, 0.0000, 586.0248, 610.6436, 138.7247, 519.0048, 732.9012, 155.9192, 529.4297, 692.7622, 104.0723, 619.2588, 744.8896}
{312.8585, 586.0248, 0.0000, 493.9428, 722.3355, 81.0164, 518.4594, 741.4521, 70.3930, 534.9473, 689.7238, 46.6269, 612.6312}
{350.1413, 610.6436, 493.9428, 0.0000, 726.4862, 514.4270, 131.3652, 731.5294, 437.2524, 82.1308, 677.1097, 537.4208, 144.2999}
{460.8797, 138.7247, 722.3355, 726.4862, 0.0000, 653.1357, 852.9514, 24.4516, 667.1902, 808.2751, 49.8693, 754.1071, 854.0270}
{274.9668, 519.0048, 81.0164, 514.4270, 653.1357, 0.0000, 557.3074, 673.1536, 83.2492, 565.3599, 623.0733, 101.5264, 643.1968}
{449.2811, 732.9012, 518.4594, 131.3652, 852.9514, 557.3074, 0.0000, 859.0085, 474.7659, 63.8389, 803.9465, 556.5028, 111.6251}
{474.8827, 155.9192, 741.4521, 731.5294, 24.4516, 673.1536, 859.0085, 0.0000, 685.3367, 813.0454, 56.7460, 773.8934, 856.9491}
{244.1135, 529.4297, 70.3930, 437.2524, 667.1902, 83.2492, 474.7659, 685.3367, 0.0000, 484.7472, 632.2894, 116.4329, 562.6710}
{425.9603, 692.7622, 534.9473, 82.1308, 808.2751, 565.3599, 63.8389, 813.0454, 484.7472, 0.0000, 758.8273, 575.7721, 77.9287}
{418.6868, 104.0723, 689.7238, 677.1097, 49.8693, 623.0733, 803.9465, 56.7460, 632.2894, 758.8273, 0.0000, 723.2680, 804.2241}
{356.3343, 619.2588, 46.6269, 537.4208, 754.1071, 101.5264, 556.5028, 773.8934, 116.4329, 575.7721, 723.2680, 0.0000, 653.1612}
{494.4410, 744.8896, 612.6312, 144.2999, 854.0270, 643.1968, 111.6251, 856.9491, 562.6710, 77.9287, 804.2241, 653.1612, 0.0000}
]
