12 2 [30, 30]
capacities = [100000, 41, 40, 38, 46, 44, 33, 25, 49, 49, 29, 40, 47]
initial     = [50000, 39, 35, 5, 43, 36, 2, 0, 49, 9, 2, 34, 8]
target      = [0, 1, 9, 38, 11, 10, 33, 19, 15, 41, 24, 11, 46]
weights    = [0.000000, 1.000000, 0.122222, 0.071711, 0.122727, 0.115000, 0.073485, 0.075000, 0.106667, 0.069512, 0.072917, 0.102273, 0.070652]
min_ratio  = [0.0000, 0.7000, 0.7000, 0.0921, 0.7000, 0.7000, 0.0424, 0.0000, 0.7000, 0.1537, 0.0583, 0.7000, 0.1217]
points = [(584400.000, 4511800.000), (584174.264, 4511512.788), (584755.337, 4511723.786), (584334.063, 4512162.187), (584047.473, 4511580.473), (584637.635, 4511821.438), (584332.429, 4512135.272), (584087.336, 4511460.891), (584641.489, 4511822.171), (584328.650, 4512207.336), (584170.811, 4511486.053), (584655.310, 4511773.733), (584394.792, 4512199.793)]
distances = [
{0.0000, 365.3044, 363.4180, 368.1397, 415.2921, 238.6000, 342.0130, 461.2527, 242.5045, 413.5380, 388.7033, 256.6579, 399.8265}
{365.3044, 0.0000, 618.1953, 668.7706, 143.7263, 556.7561, 642.2631, 101.2418, 560.3719, 711.5001, 26.9569, 547.2638, 721.5317}
{363.4180, 618.1953, 0.0000, 608.0019, 722.2256, 152.9365, 590.0602, 717.8715, 150.4688, 644.8889, 631.0210, 111.8033, 597.1381}
{368.1397, 668.7706, 608.0019, 0.0000, 648.4789, 456.3610, 26.9645, 743.4312, 458.3899, 45.4731, 695.5627, 504.0791, 71.4304}
{415.2921, 143.7263, 722.2256, 648.4789, 0.0000, 637.4603, 623.7000, 126.0509, 641.3057, 687.0362, 155.3295, 637.8212, 710.0620}
{238.6000, 556.7561, 152.9365, 456.3610, 637.4603, 0.0000, 437.7695, 657.8934, 3.9230, 494.3570, 574.8112, 50.8741, 449.5825}
{342.0130, 642.2631, 590.0602, 26.9645, 623.7000, 437.7695, 0.0000, 717.5375, 439.9432, 72.1637, 669.0328, 484.7291, 89.7339}
{461.2527, 101.2418, 717.8715, 743.4312, 126.0509, 657.8934, 717.5375, 0.0000, 661.5204, 784.4830, 87.1852, 648.4332, 800.3158}
{242.5045, 560.3719, 150.4688, 458.3899, 641.3057, 3.9230, 439.9432, 661.5204, 0.0000, 496.2058, 578.3710, 50.3711, 451.0622}
{413.5380, 711.5001, 644.8889, 45.4731, 687.0362, 494.3570, 72.1637, 784.4830, 496.2058, 0.0000, 738.3513, 542.8796, 66.5710}
{388.7033, 26.9569, 631.0210, 695.5627, 155.3295, 574.8112, 669.0328, 87.1852, 578.3710, 738.3513, 0.0000, 563.4710, 748.0586}
{256.6579, 547.2638, 111.8033, 504.0791, 637.8212, 50.8741, 484.7291, 648.4332, 50.3711, 542.8796, 563.4710, 0.0000, 499.3956}
{399.8265, 721.5317, 597.1381, 71.4304, 710.0620, 449.5825, 89.7339, 800.3158, 451.0622, 66.5710, 748.0586, 499.3956, 0.0000}
]
