12 2 [30, 30]
capacities = [100000, 21, 42, 34, 44, 45, 20, 42, 25, 44, 20, 28, 36]
initial     = [50000, 6, 14, 26, 42, 5, 10, 4, 24, 32, 9, 23, 32]
target      = [0, 9, 40, 4, 40, 34, 4, 9, 8, 35, 18, 9, 29]
weights    = [0.000000, 0.107576, 0.162273, 1.000000, 0.058636, 0.197326, 0.309091, 0.145960, 0.395455, 0.064805, 0.136364, 0.318687, 0.067868]
min_ratio  = [0.0000, 0.4667, 0.2450, 0.7000, 0.7000, 0.1029, 0.7000, 0.3111, 0.7000, 0.6400, 0.3500, 0.7000, 0.7000]
points = [(584400.000, 4511800.000), (584191.174, 4511582.246), (584596.415, 4511689.702), (584210.130, 4512286.857), (584147.169, 4511516.336), (584671.093, 4511724.463), (584299.793, 4512237.255), (584170.299, 4511461.213), (584730.971, 4511859.503), (584363.526, 4512239.333), (584203.688, 4511420.958), (584778.343, 4511754.110), (584270.350, 4512291.636)]
distances = [
{0.0000, 301.7035, 225.2650, 522.5715, 379.9854, 281.4205, 448.5906, 409.3150, 336.2773, 440.8445, 426.8623, 381.1157, 508.4442}
{301.7035, 0.0000, 419.2452, 704.8665, 79.2503, 500.5476, 663.9543, 122.8195, 606.8377, 679.3149, 161.7728, 611.8041, 713.7953}
{225.2650, 419.2452, 0.0000, 711.2036, 481.5367, 82.3723, 622.7348, 483.5095, 216.6514, 596.9348, 475.8759, 192.9930, 684.5750}
{522.5715, 704.8665, 711.2036, 0.0000, 773.0896, 727.1695, 102.4691, 826.6042, 673.7264, 160.5898, 865.9236, 778.9004, 60.4097}
{379.9854, 79.2503, 481.5367, 773.0896, 0.0000, 563.7496, 736.8982, 59.7787, 677.1918, 754.6758, 110.8665, 674.4755, 785.0252}
{281.4205, 500.5476, 82.3723, 727.1695, 563.7496, 0.0000, 633.1036, 565.7693, 147.7204, 599.7409, 557.2998, 111.2719, 694.4648}
{448.5906, 663.9543, 622.7348, 102.4691, 736.8982, 633.1036, 0.0000, 786.7716, 573.2458, 63.7670, 821.9354, 680.0286, 61.8402}
{409.3150, 122.8195, 483.5095, 826.6042, 59.7787, 565.7693, 786.7716, 0.0000, 687.7409, 801.7524, 52.3003, 674.9116, 836.4284}
{336.2773, 606.8377, 216.6514, 673.7264, 677.1918, 147.7204, 573.2458, 687.7409, 0.0000, 528.4754, 685.8204, 115.5499, 631.5937}
{440.8445, 679.3149, 596.9348, 160.5898, 754.6758, 599.7409, 63.7670, 801.7524, 528.4754, 0.0000, 833.8384, 638.3682, 106.8525}
{426.8623, 161.7728, 475.8759, 865.9236, 110.8665, 557.2998, 821.9354, 52.3003, 685.8204, 833.8384, 0.0000, 664.2431, 873.2269}
{381.1157, 611.8041, 192.9930, 778.9004, 674.4755, 111.2719, 680.0286, 674.9116, 115.5499, 638.3682, 664.2431, 0.0000, 739.5885}
{508.4442, 713.7953, 684.5750, 60.4097, 785.0252, 694.4648, 61.8402, 836.4284, 631.5937, 106.8525, 873.2269, 739.5885, 0.0000}
]
