selection_id,generated_local_station_index,source_station_row_index,legacy_internal_index,station_id,station_name,original_capacity,original_utm_easting_m,original_utm_northing_m,selected_utm_easting_m,selected_utm_northing_m,is_depot,geographic_selection_seed,geographic_regime,replicate,anchor_source_station_row_index,distance_from_anchor_m,selection_order
cb443_V30_compact_r1,0,,,,ARTIFICIAL_CENTROID_DEPOT,,,,589371.602,4507747.476,True,122379252,compact,1,402,,0
cb443_V30_compact_r1,1,402,403,467e1de6-73a6-480f-9e83-fd1b03b71047,Morgan Ave & Maspeth Ave,25,589835.665,4507848.045,589835.665,4507848.045,False,122379252,compact,1,402,0.000000,1
cb443_V30_compact_r1,2,397,398,f3c68cfb-52fd-48c8-b6e5-85c179fee0b3,Sharon St & Olive St,24,589644.788,4507699.698,589644.788,4507699.698,False,122379252,compact,1,402,241.745448,2
cb443_V30_compact_r1,3,388,389,84a7baff-415b-4ab9-a859-74c2801483ce,Devoe St & Morgan Ave,19,589942.541,4507533.368,589942.541,4507533.368,False,122379252,compact,1,402,332.331301,3
cb443_V30_compact_r1,4,414,415,a958a8af-a0cc-4bca-9114-93c74ce3c693,Frost St & Debevoise Ave,22,589570.086,4508084.976,589570.086,4508084.976,False,122379252,compact,1,402,355.905190,4
cb443_V30_compact_r1,5,408,409,3c5a8531-4eec-4695-b4f8-8a1158890e78,Withers St & Kingsland Ave,18,589484.552,4507962.928,589484.552,4507962.928,False,122379252,compact,1,402,369.429888,5
cb443_V30_compact_r1,6,391,392,faf021ad-9de5-44bd-b7f5-48127e8d5fea,Metropolitan Ave & Vandervoort Ave,24,590104.070,4507588.508,590104.070,4507588.508,False,122379252,compact,1,402,373.364029,6
cb443_V30_compact_r1,7,384,385,fc5ee04d-710b-45ba-aae0-303b8e95ea89,Powers St & Olive St,19,589623.192,4507464.998,589623.192,4507464.998,False,122379252,compact,1,402,438.029428,7
cb443_V30_compact_r1,8,416,417,66de73fd-0aca-11e7-82f6-3863bb44ef7c,Richardson St & N Henry St,25,589336.892,4508110.909,589336.892,4508110.909,False,122379252,compact,1,402,563.801373,8
cb443_V30_compact_r1,9,379,380,66dcf394-0aca-11e7-82f6-3863bb44ef7c,Bushwick Ave & Powers St,32,589450.194,4507379.267,589450.194,4507379.267,False,122379252,compact,1,402,606.910788,9
cb443_V30_compact_r1,10,431,432,344064f8-e82f-40fb-b235-aff506b77ae5,Morgan Ave & Lombardy St,30,589615.304,4508467.442,589615.304,4508467.442,False,122379252,compact,1,402,657.428029,10
cb443_V30_compact_r1,11,426,427,1786696384892428996,Monitor St & Meeker Ave,21,589367.120,4508349.649,589367.120,4508349.649,False,122379252,compact,1,402,686.397108,11
cb443_V30_compact_r1,12,372,373,ab6aadd8-fa45-43aa-abea-c8e01ec5a0c8,Stagg St & Morgan Ave,23,590067.546,4507187.382,590067.546,4507187.382,False,122379252,compact,1,402,700.174548,12
cb443_V30_compact_r1,13,394,395,66dcf897-0aca-11e7-82f6-3863bb44ef7c,Graham Ave & Conselyea St,30,589150.411,4507671.689,589150.411,4507671.689,False,122379252,compact,1,402,707.583552,13
cb443_V30_compact_r1,14,404,405,66dd056e-0aca-11e7-82f6-3863bb44ef7c,Graham Ave & Withers St,18,589118.213,4507875.373,589118.213,4507875.373,False,122379252,compact,1,402,717.972278,14
cb443_V30_compact_r1,15,365,366,bfbd1f09-afd2-49d2-8674-3a07b3c929a4,Waterbury St & Stagg St,23,589762.422,4507129.172,589762.422,4507129.172,False,122379252,compact,1,402,722.594580,15
cb443_V30_compact_r1,16,420,421,66dd0808-0aca-11e7-82f6-3863bb44ef7c,Graham Ave & Herbert St,26,589102.916,4508131.864,589102.916,4508131.864,False,122379252,compact,1,402,785.795343,16
cb443_V30_compact_r1,17,362,363,e35c42c6-8b73-4528-b08d-c94b75624b40,Bushwick Ave & Stagg St,21,589531.364,4507093.850,589531.364,4507093.850,False,122379252,compact,1,402,813.270679,17
cb443_V30_compact_r1,18,376,377,66dcf0b3-0aca-11e7-82f6-3863bb44ef7c,Graham Ave & Grand St,29,589195.585,4507308.077,589195.585,4507308.077,False,122379252,compact,1,402,837.417368,18
cb443_V30_compact_r1,19,387,388,1786697932047949952,Manhattan Ave & Devoe St,24,589027.575,4507491.356,589027.575,4507491.356,False,122379252,compact,1,402,883.309963,19
cb443_V30_compact_r1,20,435,436,66dd1b65-0aca-11e7-82f6-3863bb44ef7c,Driggs Ave & N Henry St,57,589260.111,4508573.071,589260.111,4508573.071,False,122379252,compact,1,402,925.702494,20
cb443_V30_compact_r1,21,428,429,74feba30-26a5-4949-b3a0-d6e13ba1a20c,Engert Ave & McGuinness Blvd,19,589061.336,4508385.273,589061.336,4508385.273,False,122379252,compact,1,402,942.443274,21
cb443_V30_compact_r1,22,401,402,66dea674-0aca-11e7-82f6-3863bb44ef7c,Jackson St & Leonard St,22,588835.752,4507805.284,588835.752,4507805.284,False,122379252,compact,1,402,1000.826913,22
cb443_V30_compact_r1,23,349,350,66dce8db-0aca-11e7-82f6-3863bb44ef7c,Montrose Ave & Bushwick Ave,42,589527.434,4506847.429,589527.434,4506847.429,False,122379252,compact,1,402,1047.014197,23
cb443_V30_compact_r1,24,346,347,de6f4206-3aa9-4cb9-aae0-8547d2cd6854,White St & Johnson Ave,23,589895.719,4506795.940,589895.719,4506795.940,False,122379252,compact,1,402,1053.817543,24
cb443_V30_compact_r1,25,407,408,3863f086-ae35-4d0e-8c91-2b6e3e5827a1,Frost St & Meeker Ave,38,588784.435,4507946.962,588784.435,4507946.962,False,122379252,compact,1,402,1055.873613,25
cb443_V30_compact_r1,26,417,418,66dea4bf-0aca-11e7-82f6-3863bb44ef7c,Bayard St & Leonard St,43,588777.919,4508112.724,588777.919,4508112.724,False,122379252,compact,1,402,1090.358461,26
cb443_V30_compact_r1,27,442,443,457ea5d7-d643-4028-87db-46dee0b81555,Kingsland Ave & Nassau Ave,25,589370.754,4508854.182,589370.754,4508854.182,False,122379252,compact,1,402,1108.356396,27
cb443_V30_compact_r1,28,425,426,bd30f2a1-38ec-474d-9e36-07f688e87427,Manhattan Ave & Leonard St,18,588810.639,4508300.110,588810.639,4508300.110,False,122379252,compact,1,402,1120.286153,28
cb443_V30_compact_r1,29,385,386,66dea52b-0aca-11e7-82f6-3863bb44ef7c,Devoe St & Lorimer St,19,588764.560,4507468.249,588764.560,4507468.249,False,122379252,compact,1,402,1136.446621,29
cb443_V30_compact_r1,30,354,355,66dcec6b-0aca-11e7-82f6-3863bb44ef7c,Scholes St & Manhattan Ave,36,589128.971,4506956.520,589128.971,4506956.520,False,122379252,compact,1,402,1137.643721,30
