path,bytes,sha256
command.json,7035,e809beea8636c60ee891fbad898f49ac72c58a22bc079ad4d6af8f7dc1e9aff0
console.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
console.stdout.log,118,da31d0c50cbc4a164ffa41f3904656d16efd5a44ab11695f2681dccfab63e6f8
external/global_bound_trace.csv,5683,a3376bfad3030ccebe5167140f6310da3ba980aa0e7879146cfe84679598e87a
external/lp_status_ledger.csv,1562,bfa8308285e61c3aa3d90d5ee81d82f5b7276e3a98a884e96d52b98774e0ef4a
external/models/L0.lp,953970,24bd3af8dbb1d802c8d6cab5d13edfc4ae888127e62a72213849712d65c653ce
external/models/L1.lp,951668,af3f2f7a42f218995ca39b26ed89d547a4a6dd3a443691ecb9c5c0cee82d1cc0
external/models/L2.0.lp,979652,685bfb81c65491c24d52a7eccd5358aec77a3e968ab1a14df4c507caf8c0cbba
external/models/L2.1.lp,1113569,a49db378b30994e8ff5ce0238d40ba47119ed7da321af0ae87122b7b5557f116
external/models/L2.lp,1117616,be3b85acd5205774ce447c03bf6d1e4d0c6d38e430fa64206beadfe360747dc5
external/models/L3.0.0.0.lp,1119062,9e0652302b4a59a8eb4fd08bf69e0d76fcfcf79ab2fb8ce73343a71889e496f8
external/models/L3.0.0.1.lp,1118680,1e48126b224e1e41debb55f92af8918286e49962ade03fb5ec10928f8ac6f810
external/models/L3.0.0.lp,1118682,68304f54f487623ebdd8b4ad44ad7ed955e3eedd7b59eb3fc3a9191df5c3834c
external/models/L3.0.1.lp,985447,596212fc28945214a5108abb522a78bc0ecff311df9080019c9bd01ea530059b
external/models/L3.0.lp,985442,9d0e6cbee8798d21dced0fce80776c1239c4fbba40868b92e52219f25d8d4b96
external/models/L3.1.lp,936318,3ffe1df57e484fe12c00026dd42b7f4be027dbae3c01936b0f637dfd1074021e
external/models/L3.lp,936551,16f040ad1017d3dbb7a83194df9ed7867eca53d46c7febeab319770832ba5aa0
external/native_logs/L0_lp.gurobi.log,1175,0fc3bc5deb39ca50105a276e7b7a75f62ab81785e98cd468766198510e348a59
external/native_logs/L1_lp.gurobi.log,1363,df3123fb800456e1316439d8cf2ccae7bc4e61e49b390e58d68daa9818c9fafb
external/native_logs/L2.0_lp.gurobi.log,1364,0f80a8b2bef30309c72f9f1f49c174e2164d82788c5899842e2ea3dac7fd59cf
external/native_logs/L2.1_c6_1_next_leaf_target_mip.gurobi.log,1819,466a50bd5ad5b3afd91d322f82057b661a3acd8f663e95b3a278a98242248ef9
external/native_logs/L2.1_lp.gurobi.log,1449,455de6efc4310c8ed7afc3238e4af9eacf84198d70715c19d7f8edca19e30ef1
external/native_logs/L2_c6_1_next_leaf_target_mip.gurobi.log,1845,03fbdfac153723752a982c2d0871a2994c28c6b7354cf422f077b86fd30569fe
external/native_logs/L2_lp.gurobi.log,1447,29e150f091bfb7f490546b4315d3fd156502faaa63c200656f693761b503a751
external/native_logs/L3.0.0.0_lp.gurobi.log,1453,15f16c411084e6b717e667ba3a932d813d70fe8ce81377d270f8d5f75d5451c2
external/native_logs/L3.0.0.1_lp.gurobi.log,1498,87d4dba08e386a4b9423a3fbd2eebfb3d4c10992f030ab1cd7cde6881fe9cc6c
external/native_logs/L3.0.0_lp.gurobi.log,1451,b51a0882667fc122162406a9743845a2e12376db74d8b6a180b9dcbaad36bfb7
external/native_logs/L3.0.0_terminal_mip.gurobi.log,2034,9516d1474b69d2917489f9b9f1ee29fda1aaef83a14679c3e2ed046b73dafaaf
external/native_logs/L3.0.1_lp.gurobi.log,1368,8bb9e80d69192ec280fac8f38ec1903ca15824e65c6d04a7f7c595350ff47fc1
external/native_logs/L3.0_lp.gurobi.log,1449,e8991fb6bf894c9425e7d8120b5d22809b1ce7e68c483325b65be3d82849a4b7
external/native_logs/L3.1_lp.gurobi.log,1433,496608fbb5554a0cd4fbd978b41522a93dd07445b271479283483a701ae3f2ad
external/native_logs/L3_c6_1_next_leaf_target_mip.gurobi.log,1509,e58d11d4a5357707ed2204e36c05a8d40ccc715e1986af43a4d18528aba841ae
external/native_logs/L3_lp.gurobi.log,1492,5521d5f97629f5e6757bd683a5d9cf6b70520157d238267700265b8f7efcbec3
external/native_target_ledger.csv,694,0eeb485c490db818bb340d40396d2feb9210afaf94b105b43080a08642e868c5
external/paper_leaf_ledger.csv,2295,9e387732e7ac08ac56ca067acada4790d4cc557efaae6b6b91a53b062ce964a0
external/paper_optimize_ledger.csv,6520,de57e8df84938f3057437eec57c5665561700574fae9110bd9c65d2c218b6a10
external/paper_tree_events.csv,1291,6378491b511f13b9621de299d8d765375ea77c9788844aa7b936f4b1d8e4a435
external/parent_child_bound_ledger.csv,515,b8667c8eab14e3f286b96d1310fcc669e3cd67a69633359c291be6f062cdf434
external/split_decision_ledger.csv,414,7916457df4015d253e097ded41bdd4791bb3b4b43b92f6a540f741c45303042f
heuristic_candidates.csv,756,c591a490c4d68bc453d1be2a1e52398b7f628a7b0bdb0fc06866878837aa1a47
native.log,6139,bfc85f1db45113e85576b1b25c27d53348ddb92fd61db2f7efffcf80ba0a94ac
process_phases.csv,3060,e438c9e2e3c91aebbc6a41d43ae1095e15ecb726c476d970a542934237a8dcfb
progress.csv,691,d2d1f4370c0294ea24db3ec7865adba9b0c9dd129da3d7eb15ff924c34a0ac87
result.json,85264,6fd41652a7d3ea6ee2aecfbf186548d44e098ac6050fbd88bf88b8c3f1f2e999
