leaf_id,parent_id,child_index,depth,gamma_L,gamma_U,base_lower_bound,current_lower_bound,cutoff,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,lp_native_status,terminal_mip_started,terminal_native_status,closure_source,model_sha256,row_signature,parent_child_coverage_valid,parent_replaced,lower_bound_sources
R,"",-1,0,0,0.94999999999999996,0,1.2862908369824355,1.7493134520506337,replaced,1,1,0,1.2862908369824355,"OPTIMAL",0,"not_run","",8505a17810943c5d95babd00e779dee2e17c061f055f2f02e1887f5e7ca6fcff,8505a17810943c5d95babd00e779dee2e17c061f055f2f02e1887f5e7ca6fcff,1,1,"objective_nonnegative_penalty_and_root_gini_floor;complete_optimal_interval_lp_bound"
R.0,"R",0,1,0,0.47499999999999998,1.2862908369824355,1.5608908680839333,1.7493134520506337,replaced,1,1,0,1.5608908680839333,"OPTIMAL",0,"not_run","",f5103bff597e552c2dfbc4f22ccc8e8b77f734e03fc140134ab20f82c8634461,f5103bff597e552c2dfbc4f22ccc8e8b77f734e03fc140134ab20f82c8634461,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1,"R",1,1,0.47499999999999998,0.94999999999999996,1.2862908369824355,1.5822571278070998,1.7493134520506337,replaced,1,1,0,1.5822571278070998,"OPTIMAL",0,"not_run","",c7bb4332ef4134b3645411a76bbccbf85cf4c48df09ef29d54b21f06d822395e,c7bb4332ef4134b3645411a76bbccbf85cf4c48df09ef29d54b21f06d822395e,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0,"R.0",0,2,0,0.23749999999999999,1.5608908680839333,1.7493134520506337,1.7493134520506337,empty,1,0,1,0,"INFEASIBLE",0,"not_run","complete_interval_lp_infeasible",e97bb5593c5c8d3b73d88829f9797ecbcca8e92d13ff7cdeb4d6260550712259,e97bb5593c5c8d3b73d88829f9797ecbcca8e92d13ff7cdeb4d6260550712259,1,0,"inherited_complete_parent_lp_bound"
R.0.1,"R.0",1,2,0.23749999999999999,0.47499999999999998,1.5608908680839333,1.6362929161051682,1.7493134520506337,replaced,1,1,0,1.6362929161051682,"OPTIMAL",0,"not_run","",3b46039f3b4baba20ae33022cfae5042e961dee006b0bcf6ea3c6d1b51d70f6f,3b46039f3b4baba20ae33022cfae5042e961dee006b0bcf6ea3c6d1b51d70f6f,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1.0,"R.1",0,2,0.47499999999999998,0.71249999999999991,1.5822571278070998,1.5823276849906989,1.7493134520506337,replaced,1,1,0,1.5823276849906989,"OPTIMAL",0,"not_run","",d06a408f65bd5d597bc41c3d0eb049a8c92a48e12ab7a4e64cc6d77fff717fb7,d06a408f65bd5d597bc41c3d0eb049a8c92a48e12ab7a4e64cc6d77fff717fb7,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1.1,"R.1",1,2,0.71249999999999991,0.94999999999999996,1.5822571278070998,1.7493134520506337,1.7493134520506337,empty,1,0,1,0,"INFEASIBLE",0,"not_run","complete_interval_lp_infeasible",4de743aa44788746a75ee440c8d23e598afc76f5b13d5562b5ecb10e7d9d2a44,4de743aa44788746a75ee440c8d23e598afc76f5b13d5562b5ecb10e7d9d2a44,1,0,"inherited_complete_parent_lp_bound"
R.0.1.0,"R.0.1",0,3,0.23749999999999999,0.35624999999999996,1.6362929161051682,1.6362929161051682,1.7493134520506337,open,0,0,0,0,"not_run",0,"not_run","",,,1,0,"inherited_complete_parent_lp_bound"
R.0.1.1,"R.0.1",1,3,0.35624999999999996,0.47499999999999998,1.6362929161051682,1.6362929161051682,1.7493134520506337,open,0,0,0,0,"not_run",0,"not_run","",,,1,0,"inherited_complete_parent_lp_bound"
R.1.0.0,"R.1.0",0,3,0.47499999999999998,0.59375,1.5823276849906989,1.5827840577856009,1.7493134520506337,replaced,1,1,0,1.5827840577856009,"OPTIMAL",0,"not_run","",084ef48da13aff276049662c22c84ddefcb39839db7cdb7853b06063060a601f,084ef48da13aff276049662c22c84ddefcb39839db7cdb7853b06063060a601f,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
