parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L0.1.0.1.1,0.138197,L0.1.0.1.1.0,0.138953,0,L0.1.0.1.1.1,0.139039,0,0.138953,1e-07,"strict_child_lp_bound_improvement"
L1.0,0.138297,L1.0.0,0.139734,0,L1.0.1,0.146273,0,0.139734,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.1.1,0.138366,L0.0.1.1.1.0,0.139287,0,L0.0.1.1.1.1,0.139167,0,0.139167,1e-07,"strict_child_lp_bound_improvement"
L0.1.1.0.0,0.13841,L0.1.1.0.0.0,0.139122,0,L0.1.1.0.0.1,0.139289,0,0.139122,1e-07,"strict_child_lp_bound_improvement"
L0.1.1.1,0.138477,L0.1.1.1.0,0.139631,0,L0.1.1.1.1,0.140289,0,0.139631,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.1.0,0.138604,L0.0.1.1.0.0,0.141062,0,L0.0.1.1.0.1,0.139402,0,0.139402,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.1.1,0.138676,L0.1.0.0.1.1.0,0.139114,0,L0.1.0.0.1.1.1,0.139096,0,0.139096,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.0.0,0.138771,L0.1.0.1.0.0.0,0.139145,0,L0.1.0.1.0.0.1,0.139192,0,0.139145,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.1.0,0.138782,L0.1.0.0.1.0.0,0.139249,0,L0.1.0.0.1.0.1,0.139182,0,0.139182,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.0.1,0.138864,L0.1.0.1.0.1.0,0.139239,0,L0.1.0.1.0.1.1,0.139284,0,0.139239,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.0.1,0.138914,L0.1.0.0.0.1.0,0.13938,0,L0.1.0.0.0.1.1,0.139315,0,0.139315,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.1.0,0.138953,L0.1.0.1.1.0.0,0.139329,0,L0.1.0.1.1.0.1,0.139374,0,0.139329,1e-07,"strict_child_lp_bound_improvement"
L0.1.1.0.1,0.139025,L0.1.1.0.1.0,0.139598,0,L0.1.1.0.1.1,0.139904,0,0.139598,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.1.1,0.139039,L0.1.0.1.1.1.0,0.139417,0,L0.1.0.1.1.1.1,0.13946,0,0.139417,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.0.0,0.139043,L0.1.0.0.0.0.0,0.139506,0,L0.1.0.0.0.0.1,0.139443,0,0.139443,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.1.1.1,0.139096,L0.1.0.0.1.1.1.0,0.139283,0,L0.1.0.0.1.1.1.1,0.139308,0,0.139283,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.1.1.0,0.139114,L0.1.0.0.1.1.0.0,0.13935,0,L0.1.0.0.1.1.0.1,0.139316,0,0.139316,1e-07,"strict_child_lp_bound_improvement"
L0.1.1.0.0.0,0.139122,L0.1.1.0.0.0.0,0.139501,0,L0.1.1.0.0.0.1,0.139542,0,0.139501,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.0.0.0,0.139145,L0.1.0.1.0.0.0.0,0.139332,0,L0.1.0.1.0.0.0.1,0.139356,0,0.139332,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.1.1.1,0.139167,L0.0.1.1.1.1.0,0.139628,0,L0.0.1.1.1.1.1,0.139567,0,0.139567,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.1.0.1,0.139182,L0.1.0.0.1.0.1.0,0.139417,0,L0.1.0.0.1.0.1.1,0.139383,0,0.139383,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.0.0.1,0.139192,L0.1.0.1.0.0.1.0,0.13938,0,L0.1.0.1.0.0.1.1,0.139404,0,0.13938,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.0.1.0,0.139239,L0.1.0.1.0.1.0.0,0.139427,0,L0.1.0.1.0.1.0.1,0.139449,0,0.139427,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.1.0.0,0.139249,L0.1.0.0.1.0.0.0,0.139483,0,L0.1.0.0.1.0.0.1,0.13945,0,0.13945,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.1.1.1.0,0.139283,L0.1.0.0.1.1.1.0.0,0.1394,0,L0.1.0.0.1.1.1.0.1,0.139389,0,0.139389,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.0.1.1,0.139284,L0.1.0.1.0.1.1.0,0.139473,0,L0.1.0.1.0.1.1.1,0.139496,0,0.139473,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.1.1.0,0.139287,L0.0.1.1.1.0.0,0.139745,0,L0.0.1.1.1.0.1,0.139687,0,0.139687,1e-07,"strict_child_lp_bound_improvement"
L0.1.1.0.0.1,0.139289,L0.1.1.0.0.1.0,0.139583,0,L0.1.1.0.0.1.1,0.139728,0,0.139583,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.1.1.1.1,0.139308,L0.1.0.0.1.1.1.1.0,0.139402,0,L0.1.0.0.1.1.1.1.1,0.139414,0,0.139402,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.0.1.1,0.139315,L0.1.0.0.0.1.1.0,0.139549,0,L0.1.0.0.0.1.1.1,0.139516,0,0.139516,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.1.1.0.1,0.139316,L0.1.0.0.1.1.0.1.0,0.139434,0,L0.1.0.0.1.1.0.1.1,0.139417,0,0.139417,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.1.0.0,0.139329,L0.1.0.1.1.0.0.0,0.139518,0,L0.1.0.1.1.0.0.1,0.139541,0,0.139518,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.0.0.0.0,0.139332,L0.1.0.1.0.0.0.0.0,0.139426,0,L0.1.0.1.0.0.0.0.1,0.139438,0,0.139426,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.1.1.0.0,0.13935,L0.1.0.0.1.1.0.0.0,0.139468,0,L0.1.0.0.1.1.0.0.1,0.139451,0,0.139451,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.0.0.0.1,0.139356,L0.1.0.1.0.0.0.1.0,0.13945,0,L0.1.0.1.0.0.0.1.1,0.139462,0,0.13945,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.1.0.1,0.139374,L0.1.0.1.1.0.1.0,0.139562,0,L0.1.0.1.1.0.1.1,0.139585,0,0.139562,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.0.0.1.0,0.13938,L0.1.0.1.0.0.1.0.0,0.139474,0,L0.1.0.1.0.0.1.0.1,0.139486,0,0.139474,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.0.1.0,0.13938,L0.1.0.0.0.1.0.0,0.139613,0,L0.1.0.0.0.1.0.1,0.13958,0,0.13958,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.1.0.1.1,0.139383,L0.1.0.0.1.0.1.1.0,0.139502,0,L0.1.0.0.1.0.1.1.1,0.139485,0,0.139485,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.1.0.1,0.139402,L0.0.1.1.0.1.0,0.140392,0,L0.0.1.1.0.1.1,0.139803,0,0.139803,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.0.0.1.1,0.139404,L0.1.0.1.0.0.1.1.0,0.139497,0,L0.1.0.1.0.0.1.1.1,0.139509,0,0.139497,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.1.1.0,0.139417,L0.1.0.1.1.1.0.0,0.139607,0,L0.1.0.1.1.1.0.1,0.139628,0,0.139607,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.1.0.1.0,0.139417,L0.1.0.0.1.0.1.0.0,0.139536,0,L0.1.0.0.1.0.1.0.1,0.139519,0,0.139519,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.0.1.0.0,0.139427,L0.1.0.1.0.1.0.0.0,0.139521,0,L0.1.0.1.0.1.0.0.1,0.139533,0,0.139521,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.0.0.1,0.139443,L0.1.0.0.0.0.1.0,0.139676,0,L0.1.0.0.0.0.1.1,0.139644,0,0.139644,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.0.1.0.1,0.139449,L0.1.0.1.0.1.0.1.0,0.139545,0,L0.1.0.1.0.1.0.1.1,0.139556,0,0.139545,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.1.0.0.1,0.13945,L0.1.0.0.1.0.0.1.0,0.139569,0,L0.1.0.0.1.0.0.1.1,0.139552,0,0.139552,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.1.1.1,0.13946,L0.1.0.1.1.1.1.0,0.139649,0,L0.1.0.1.1.1.1.1,0.139671,0,0.139649,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.0.1.1.0,0.139473,L0.1.0.1.0.1.1.0.0,0.139567,0,L0.1.0.1.0.1.1.0.1,0.139579,0,0.139567,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.1.0.0.0,0.139483,L0.1.0.0.1.0.0.0.0,0.139601,0,L0.1.0.0.1.0.0.0.1,0.139585,0,0.139585,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.0.1.1.1,0.139496,L0.1.0.1.0.1.1.1.0,0.13959,0,L0.1.0.1.0.1.1.1.1,0.139602,0,0.13959,1e-07,"strict_child_lp_bound_improvement"
L0.1.1.0.0.0.0,0.139501,L0.1.1.0.0.0.0.0,0.139692,0,L0.1.1.0.0.0.0.1,0.139713,0,0.139692,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.0.0.0,0.139506,L0.1.0.0.0.0.0.0,0.139738,0,L0.1.0.0.0.0.0.1,0.139707,0,0.139707,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.0.1.1.1,0.139516,L0.1.0.0.0.1.1.1.0,0.139634,0,L0.1.0.0.0.1.1.1.1,0.139618,0,0.139618,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.1.0.0.0,0.139518,L0.1.0.1.1.0.0.0.0,0.139613,0,L0.1.0.1.1.0.0.0.1,0.139625,0,0.139613,1e-07,"strict_child_lp_bound_improvement"
