20 2 [20, 20]
capacities = [100000, 43, 50, 33, 21, 36, 27, 41, 21, 46, 29, 48, 49, 32, 45, 30, 30, 38, 26, 28, 48]
initial     = [50000, 10, 50, 25, 17, 28, 23, 1, 14, 42, 5, 11, 44, 31, 39, 26, 23, 36, 26, 28, 1]
target      = [0, 31, 3, 1, 7, 10, 1, 32, 1, 10, 25, 39, 1, 5, 8, 10, 2, 4, 2, 3, 37]
weights    = [0.000000, 0.064966, 0.396124, 0.580233, 0.081561, 0.089767, 0.536047, 0.071403, 0.337209, 0.120698, 0.067674, 0.065862, 1.000000, 0.164884, 0.135610, 0.085349, 0.281977, 0.226744, 0.315116, 0.234109, 0.071496]
min_ratio  = [0.0000, 0.2258, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.0219, 0.7000, 0.7000, 0.1400, 0.1974, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.0189]
points = [(584400.000, 4511800.000), (584174.320, 4511533.141), (584781.613, 4511743.060), (584279.946, 4512300.058), (584122.914, 4511573.606), (584632.733, 4511750.277), (584354.148, 4512181.813), (584146.448, 4511541.571), (584691.448, 4511680.357), (584386.235, 4512176.200), (584156.299, 4511420.448), (584764.798, 4511693.090), (584261.795, 4512299.115), (584039.454, 4511444.999), (584689.806, 4511743.405), (584264.775, 4512247.021), (584049.410, 4511456.269), (584759.333, 4511732.533), (584297.722, 4512261.984), (584156.658, 4511450.411), (584679.092, 4511839.231)]
distances = [
{0.0000, 349.4925, 385.8375, 514.2677, 357.8144, 237.9851, 384.5565, 362.0417, 315.0500, 376.4513, 451.0546, 380.1417, 517.8961, 505.9838, 295.2805, 467.0260, 490.9831, 365.6123, 473.1701, 425.9434, 281.8362}
{349.4925, 0.0000, 642.5502, 774.1565, 65.4214, 507.2376, 673.1368, 29.1192, 537.6746, 677.0761, 114.1254, 611.7583, 770.9524, 161.1150, 556.7194, 719.5873, 146.6693, 618.0597, 739.2156, 84.5947, 590.3271}
{385.8375, 642.5502, 0.0000, 749.6112, 680.1466, 149.0550, 612.5607, 666.3578, 109.8244, 586.4582, 703.6312, 52.7238, 761.1882, 799.7757, 91.8075, 721.8708, 786.3654, 24.6414, 709.5295, 690.0812, 140.5677}
{514.2677, 774.1565, 749.6112, 0.0000, 743.2310, 653.2370, 139.5989, 770.1456, 743.8844, 163.2129, 888.2585, 776.8482, 18.1750, 888.2361, 691.2662, 55.1645, 874.7152, 742.8982, 42.0197, 858.5455, 609.6555}
{357.8144, 65.4214, 680.1466, 743.2310, 0.0000, 539.5628, 650.6808, 39.7499, 578.4696, 657.6151, 156.7542, 652.9106, 738.6825, 153.3146, 591.7757, 688.1951, 138.4583, 655.9633, 710.2272, 127.7327, 616.3534}
{237.9851, 507.2376, 149.0550, 653.2370, 539.5628, 0.0000, 513.6471, 529.1796, 91.3032, 492.1091, 579.4623, 143.9156, 662.4336, 667.2141, 57.4856, 618.1807, 653.2274, 127.8382, 611.6179, 562.6424, 100.3100}
{384.5565, 673.1368, 612.5607, 139.5989, 650.6808, 513.6471, 0.0000, 673.0892, 604.3425, 32.5748, 786.6521, 638.3453, 149.2941, 801.2041, 552.1491, 110.6322, 786.9430, 605.0027, 98.0368, 757.5958, 472.1774}
{362.0417, 29.1192, 666.3578, 770.1456, 39.7499, 529.1796, 673.0892, 0.0000, 562.3939, 678.4182, 121.5233, 636.6439, 766.2751, 144.1318, 579.6335, 715.3044, 129.2006, 641.9465, 736.1240, 91.7304, 610.1735}
{315.0500, 537.6746, 109.8244, 743.8844, 578.4696, 91.3032, 604.3425, 562.3939, 0.0000, 582.2498, 594.9267, 74.4472, 753.3016, 693.1741, 63.0690, 709.3361, 680.0210, 85.6198, 702.3604, 582.1301, 159.3538}
{376.4513, 677.0761, 586.4582, 163.2129, 657.6151, 492.1091, 32.5748, 678.4182, 582.2498, 0.0000, 789.9567, 613.7633, 174.9101, 809.2665, 528.6462, 140.5993, 794.8278, 579.6917, 123.2620, 761.2325, 446.4450}
{451.0546, 114.1254, 703.6312, 888.2585, 156.7542, 579.4623, 786.6521, 121.5233, 594.9267, 789.9567, 0.0000, 666.7875, 884.9777, 119.3962, 623.6436, 833.6605, 112.7314, 679.0053, 853.3368, 29.9652, 669.8454}
{380.1417, 611.7583, 52.7238, 776.8482, 652.9106, 143.9156, 638.3453, 636.6439, 74.4472, 613.7633, 666.7875, 0.0000, 787.5780, 766.5990, 90.3075, 746.2325, 753.5680, 39.8201, 736.0714, 654.7728, 169.4191}
{517.8961, 770.9524, 761.1882, 18.1750, 738.6825, 662.4336, 149.2941, 766.2751, 753.3016, 174.9101, 884.9777, 787.5780, 0.0000, 882.5817, 701.4324, 52.1795, 869.1931, 754.0290, 51.6668, 855.1915, 620.9914}
{505.9838, 161.1150, 799.7757, 888.2361, 153.3146, 667.2141, 801.2041, 144.1318, 693.1741, 809.2665, 119.3962, 766.5990, 882.5817, 0.0000, 715.5448, 833.0721, 15.0383, 775.1793, 856.8359, 117.3294, 751.3700}
{295.2805, 556.7194, 91.8075, 691.2662, 591.7757, 57.4856, 552.1491, 579.6335, 63.0690, 528.6462, 623.6436, 90.3075, 701.4324, 715.5448, 0.0000, 658.9996, 701.8220, 70.3723, 650.1188, 608.3518, 96.4235}
{467.0260, 719.5873, 721.8708, 55.1645, 688.1951, 618.1807, 110.6322, 715.3044, 709.3361, 140.5993, 833.6605, 746.2325, 52.1795, 833.0721, 658.9996, 0.0000, 819.5549, 713.6425, 36.1857, 803.9132, 581.3357}
{490.9831, 146.6693, 786.3654, 874.7152, 138.4583, 653.2274, 786.9430, 129.2006, 680.0210, 794.8278, 112.7314, 753.5680, 869.1931, 15.0383, 701.8220, 819.5549, 0.0000, 761.7830, 843.1105, 107.4083, 736.9939}
{365.6123, 618.0597, 24.6414, 742.8982, 655.9633, 127.8382, 605.0027, 641.9465, 85.6198, 579.6917, 679.0053, 39.8201, 754.0290, 775.1793, 70.3723, 713.6425, 761.7830, 0.0000, 702.4269, 665.4399, 133.5033}
{473.1701, 739.2156, 709.5295, 42.0197, 710.2272, 611.6179, 98.0368, 736.1240, 702.3604, 123.2620, 853.3368, 736.0714, 51.6668, 856.8359, 650.1188, 36.1857, 843.1105, 702.4269, 0.0000, 823.7414, 569.3534}
