number,id,arm,leaf_id,solve_kind,model_sha256,original_rows,original_columns,original_nonzeros,logged_LP_optimum
8,E7,DS,L0.1,LP,8845dd95e61c7d93bcf1a3d65c561e1d5f17c5a82cd94c6719d411efed7ffe18,2885,1098,14750,0.01691633668
8,E7,DS,L0,MIP,135b3fc4e6b50573eeada79b0ab85c27a3180afa38e85e0beb353560a88ea1b0,3089,1304,15345,
9,E7,DS-X,L0,LP,135b3fc4e6b50573eeada79b0ab85c27a3180afa38e85e0beb353560a88ea1b0,3089,1304,15345,0.01232459632
9,E7,DS-X,L0.0,LP,cd29cfdafd5c602481f0bf6672d8f661000d19d40fad41c4818a9e9d52718e3a,3089,1304,15345,0.01232459632
9,E7,DS-X,L0.1,LP,8845dd95e61c7d93bcf1a3d65c561e1d5f17c5a82cd94c6719d411efed7ffe18,2885,1098,14750,0.01691633668
9,E7,DS-X,L0,MIP,135b3fc4e6b50573eeada79b0ab85c27a3180afa38e85e0beb353560a88ea1b0,3089,1304,15345,
11,S12,DS,L0,LP,fc28b25348270d22d570304af98d85b9241b195164fe658224a009082fea9bc9,2353,1212,11267,0.0
11,S12,DS,L0.0,LP,6f9ada228653bdf4f8d7e32d681199683db91b4a236a0bf51d72188b890524c4,2353,1212,11267,0.0
11,S12,DS,L0.1,LP,05c8b50eca101f3e8941e1c2003b283bbf5bcaa897b8027d61af90a09ec91ecb,2225,1082,11124,0.05399336824
11,S12,DS,L0,MIP,fc28b25348270d22d570304af98d85b9241b195164fe658224a009082fea9bc9,2353,1212,11267,
12,S12,DS-X,L0,LP,fc28b25348270d22d570304af98d85b9241b195164fe658224a009082fea9bc9,2353,1212,11267,0.0
12,S12,DS-X,L0.0,LP,6f9ada228653bdf4f8d7e32d681199683db91b4a236a0bf51d72188b890524c4,2353,1212,11267,0.0
12,S12,DS-X,L0.1,LP,05c8b50eca101f3e8941e1c2003b283bbf5bcaa897b8027d61af90a09ec91ecb,2225,1082,11124,0.05399336824
12,S12,DS-X,L0,MIP,fc28b25348270d22d570304af98d85b9241b195164fe658224a009082fea9bc9,2353,1212,11267,
14,N12,DS,L0,LP,ef5bcfcfc496ac9e2f34601fb99abd96e92f72390927b7a7765e949ab482d8d0,2179,1038,10524,0.3960943363
14,N12,DS,L0.0,LP,c99cd031d400b79124df76f957113739bda0f8e45011137285a9078a9e4bd967,2179,1038,10656,0.3960943363
14,N12,DS,L0.1,LP,de3addb6dc710647d95fdc673483bccda3b5f7960a5d1069ca5099c0b26dfdef,2179,1038,10804,0.7798758808
14,N12,DS,L0,MIP,ef5bcfcfc496ac9e2f34601fb99abd96e92f72390927b7a7765e949ab482d8d0,2179,1038,10524,
15,N12,DS-X,L0,LP,ef5bcfcfc496ac9e2f34601fb99abd96e92f72390927b7a7765e949ab482d8d0,2179,1038,10524,0.3960943363
15,N12,DS-X,L0.0,LP,c99cd031d400b79124df76f957113739bda0f8e45011137285a9078a9e4bd967,2179,1038,10656,0.3960943363
15,N12,DS-X,L0.1,LP,de3addb6dc710647d95fdc673483bccda3b5f7960a5d1069ca5099c0b26dfdef,2179,1038,10804,0.7798758808
15,N12,DS-X,L0,MIP,ef5bcfcfc496ac9e2f34601fb99abd96e92f72390927b7a7765e949ab482d8d0,2179,1038,10524,
17,D7,DS,L0,LP,a51685ce04bcd3279143d5dc61f0bf4a96113dc3ff80a6009d60acdf54c4b682,104726,25943,724951,0.1859374766
17,D7,DS,L0.0,LP,5266e8170eccd6f7f19e3bb9b0f58d9e445407b23cbb0c5e92e941899e8c057c,104726,25943,724951,0.1859374766
17,D7,DS,L0.1,LP,49837e3bdd2ed65cd57915200a34d96205562674006958a4841178452ab6cbe4,104726,25943,726458,0.4857664899
17,D7,DS,L0,MIP,a51685ce04bcd3279143d5dc61f0bf4a96113dc3ff80a6009d60acdf54c4b682,104726,25943,724951,
18,D7,DS-X,L0,LP,83ab63e874d8b75c76b2e8edce75588f2affdec3515849214336ad0e7ebc3adb,104726,25943,724951,0.1859374766
18,D7,DS-X,L0.0,LP,8848c26a4d15c42ea340f08858dd23983cc706e6a10d6491f92fbd444ae0c413,104726,25943,724951,0.1859374766
18,D7,DS-X,L0.1,LP,2c1190cd8aead573119e204e6ff5be37aa0349241b1d6481a1cf9ba419b87393,104726,25943,726458,0.4107400951
18,D7,DS-X,L0,MIP,83ab63e874d8b75c76b2e8edce75588f2affdec3515849214336ad0e7ebc3adb,104726,25943,724951,
19,D7,K1-R,L0,LP,f9469522f7aacde46496bf7affbb34193aa3f1765699f4efce12fe4fe3b1ff7e,103581,23563,719333,0.1751431846
19,D7,K1-R,L0.0,LP,0dfe26cb63e08f2ce9ee5effaacd60184663a74bef86bb1dfe3b61183fc9bf75,103581,23563,719333,0.1757654923
19,D7,K1-R,L0.1,LP,de8248a827741217fcfedfc3ff1e2f0f1c5aa9e7bf8f742f84e58ae0b256cf06,103581,23563,719917,
19,D7,K1-R,L0.0.0,LP,6c5f54b5f6c72dea0c32e737be79c815280c14b047cf1274d5e37d05a8d94f07,103581,23563,719333,0.182484801
19,D7,K1-R,L0.0.1,LP,548611ca8cee2f86006eabae0cfcf639560101c77b0536a97563a94cbf6969e2,103581,23563,719917,0.2132316013
19,D7,K1-R,L0.0.0,NEXT_LEAF_TARGET_MIP,6c5f54b5f6c72dea0c32e737be79c815280c14b047cf1274d5e37d05a8d94f07,103581,23563,719333,
