20 3 [20, 20, 20]
capacities = [100000, 47, 43, 49, 23, 36, 32, 20, 46, 37, 29, 28, 30, 34, 49, 34, 29, 38, 44, 40, 46]
initial     = [50000, 26, 10, 49, 10, 18, 4, 10, 44, 19, 15, 7, 21, 19, 16, 10, 29, 33, 8, 10, 15]
target      = [0, 4, 21, 33, 7, 29, 11, 4, 45, 31, 21, 18, 22, 18, 38, 23, 9, 20, 34, 23, 45]
weights    = [0.000000, 1.000000, 0.140476, 0.133747, 0.124026, 0.115517, 0.159917, 0.309091, 0.053838, 0.116862, 0.099351, 0.155556, 0.057851, 0.059596, 0.150000, 0.147628, 0.433838, 0.162273, 0.182086, 0.147628, 0.165152]
min_ratio  = [0.0000, 0.7000, 0.3333, 0.7000, 0.7000, 0.4345, 0.2545, 0.7000, 0.6844, 0.4290, 0.5000, 0.2722, 0.6682, 0.7000, 0.2947, 0.3043, 0.7000, 0.7000, 0.1647, 0.3043, 0.2333]
points = [(584400.000, 4511800.000), (584193.251, 4511533.644), (584758.971, 4511804.154), (584216.689, 4512307.350), (584036.512, 4511599.150), (584625.293, 4511783.420), (584406.698, 4512182.936), (584202.198, 4511540.167), (584625.653, 4511859.610), (584340.913, 4512266.650), (584109.050, 4511492.633), (584743.370, 4511661.837), (584256.513, 4512314.569), (584172.391, 4511501.382), (584748.388, 4511751.293), (584278.949, 4512152.988), (584147.759, 4511464.995), (584729.832, 4511804.606), (584434.732, 4512181.955), (584222.693, 4511473.057), (584687.565, 4511712.880)]
distances = [
{0.0000, 337.1805, 358.9949, 539.4505, 415.2886, 225.9025, 382.9950, 326.5565, 233.3941, 470.3762, 423.2332, 370.1240, 534.1999, 375.4707, 351.7762, 373.1673, 419.3495, 329.8637, 383.5313, 371.9270, 300.4722}
{337.1805, 0.0000, 627.0686, 774.0606, 169.8765, 499.0481, 683.4763, 11.0721, 541.5035, 747.7313, 93.6570, 564.8577, 783.4827, 38.4180, 596.2786, 625.2444, 82.3544, 601.1149, 691.8241, 67.3621, 525.8064}
{358.9949, 627.0686, 0.0000, 739.7806, 750.9821, 135.2759, 517.2739, 616.1864, 144.3917, 623.4377, 720.7235, 143.1702, 716.2311, 660.1109, 53.9104, 593.3852, 699.0057, 29.1428, 497.8598, 630.2538, 115.8866}
{539.4505, 774.0606, 739.7806, 0.0000, 730.7611, 664.4241, 227.1166, 767.3203, 606.4011, 130.7215, 821.7970, 833.1144, 40.4726, 807.1841, 769.3523, 166.4450, 845.1709, 718.3780, 251.5285, 834.3146, 758.3656}
{415.2886, 169.8765, 750.9821, 730.7611, 0.0000, 616.9437, 691.2631, 175.8718, 644.1488, 733.6331, 128.8708, 709.6321, 748.4819, 167.3968, 727.9527, 604.5763, 174.2800, 723.1214, 705.8628, 224.8614, 660.9124}
{225.9025, 499.0481, 135.2759, 664.4241, 616.9437, 0.0000, 455.4086, 488.0392, 76.1908, 560.6987, 592.5068, 169.4834, 646.6200, 533.5407, 127.2181, 506.4924, 573.9632, 106.6632, 441.7506, 508.3432, 94.0941}
{382.9950, 683.4763, 517.2739, 227.1166, 691.2631, 455.4086, 0.0000, 674.5171, 390.4884, 106.4687, 751.7400, 620.3974, 199.7062, 720.7048, 550.5164, 131.2124, 763.2099, 497.5436, 28.0518, 733.3394, 547.5758}
{326.5565, 11.0721, 616.1864, 767.3203, 175.8718, 488.0392, 674.5171, 0.0000, 530.4328, 739.6085, 104.5749, 554.6806, 776.3047, 48.9146, 585.5748, 617.6088, 92.8136, 590.1909, 682.6164, 70.1692, 515.1810}
{233.3941, 541.5035, 144.3917, 606.4011, 644.1488, 76.1908, 390.4884, 530.4328, 0.0000, 496.7477, 633.6807, 230.1556, 585.8769, 577.7316, 163.6963, 454.1743, 619.7616, 117.8076, 374.6426, 558.3914, 159.2571}
{470.3762, 747.7313, 623.4377, 130.7215, 733.6331, 560.6987, 106.4687, 739.6085, 496.7477, 0.0000, 807.9997, 726.4782, 97.0547, 783.6037, 656.9846, 129.4556, 824.5970, 603.9393, 126.3931, 802.3506, 653.3213}
{423.2332, 93.6570, 720.7235, 821.7970, 128.8708, 592.5068, 751.7400, 104.5749, 633.6807, 807.9997, 0.0000, 656.4990, 835.0593, 63.9424, 689.6792, 681.8609, 47.5630, 694.7635, 762.3873, 115.3159, 619.0221}
{370.1240, 564.8577, 143.1702, 833.1144, 709.6321, 169.4834, 620.3974, 554.6806, 230.1556, 726.4782, 656.4990, 0.0000, 814.3025, 593.0951, 89.5968, 675.9557, 627.2946, 143.4094, 604.7979, 553.8433, 75.6280}
{534.1999, 783.4827, 716.2311, 40.4726, 748.4819, 646.6200, 199.7062, 776.3047, 585.8769, 97.0547, 835.0593, 814.3025, 0.0000, 817.5259, 747.8106, 163.1311, 856.5065, 695.7679, 222.1451, 842.1911, 740.1588}
{375.4707, 38.4180, 660.1109, 807.1841, 167.3968, 533.5407, 720.7048, 48.9146, 577.7316, 783.6037, 63.9424, 593.0951, 817.5259, 0.0000, 627.8752, 660.2607, 43.9409, 634.5738, 729.3850, 57.7281, 556.8981}
{351.7762, 596.2786, 53.9104, 769.3523, 727.9527, 127.2181, 550.5164, 585.5748, 163.6963, 656.9846, 689.6792, 89.5968, 747.8106, 627.8752, 0.0000, 617.8445, 665.3731, 56.4499, 532.7758, 594.7863, 71.9369}
{373.1673, 625.2444, 593.3852, 166.4450, 604.5763, 506.4924, 131.2124, 617.6088, 454.1743, 129.4556, 681.8609, 675.9557, 163.1311, 660.2607, 617.8445, 0.0000, 700.3894, 569.7942, 158.4538, 682.2541, 600.5514}
{419.3495, 82.3544, 699.0057, 845.1709, 174.2800, 573.9632, 763.2099, 92.8136, 619.7616, 824.5970, 47.5630, 627.2946, 856.5065, 43.9409, 665.3731, 700.3894, 0.0000, 673.9019, 772.2604, 75.3658, 594.0015}
{329.8637, 601.1149, 29.1428, 718.3780, 723.1214, 106.6632, 497.5436, 590.1909, 117.8076, 603.9393, 694.7635, 143.4094, 695.7679, 634.5738, 56.4499, 569.7942, 673.9019, 0.0000, 479.0370, 605.8997, 100.9950}
{383.5313, 691.8241, 497.8598, 251.5285, 705.8628, 441.7506, 28.0518, 682.6164, 374.6426, 126.3931, 762.3873, 604.7979, 222.1451, 729.3850, 532.7758, 158.4538, 772.2604, 479.0370, 0.0000, 739.9309, 532.8752}
