20 3 [30, 30, 30]
capacities = [100000, 35, 29, 33, 20, 31, 35, 30, 26, 38, 41, 22, 33, 23, 45, 49, 41, 24, 39, 41, 40]
initial     = [50000, 19, 26, 7, 11, 6, 13, 19, 22, 25, 12, 14, 16, 0, 14, 29, 27, 18, 26, 30, 15]
target      = [0, 9, 12, 28, 8, 21, 10, 11, 18, 17, 26, 1, 25, 21, 20, 16, 23, 5, 19, 22, 21]
weights    = [0.000000, 0.131197, 0.135256, 0.104808, 0.077404, 0.102198, 0.071923, 0.103147, 0.066239, 0.084389, 0.089349, 1.000000, 0.076308, 0.123077, 0.071923, 0.109375, 0.062709, 0.240000, 0.076923, 0.076573, 0.070879]
min_ratio  = [0.0000, 0.7000, 0.7000, 0.1750, 0.7000, 0.2000, 0.7000, 0.7000, 0.7000, 0.7000, 0.3231, 0.7000, 0.4480, 0.0000, 0.4900, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.5000]
points = [(584400.000, 4511800.000), (584103.457, 4511488.784), (584771.076, 4511817.925), (584282.583, 4512252.993), (584181.459, 4511427.334), (584736.035, 4511712.548), (584353.595, 4512187.810), (584066.287, 4511501.140), (584679.166, 4511732.856), (584356.821, 4512208.524), (584108.234, 4511511.170), (584711.278, 4511817.827), (584387.141, 4512217.127), (584095.734, 4511498.275), (584656.805, 4511839.615), (584289.836, 4512209.794), (584123.686, 4511494.737), (584782.616, 4511693.294), (584333.967, 4512182.643), (584192.852, 4511543.480), (584690.730, 4511834.210)]
distances = [
{0.0000, 429.8753, 371.5091, 467.9633, 432.0191, 347.2276, 390.5767, 447.9753, 287.1270, 410.7997, 410.5484, 311.7878, 417.3252, 428.5045, 259.8422, 424.3432, 411.7462, 397.2169, 388.2988, 329.7164, 292.7358}
{429.8753, 0.0000, 744.3446, 784.9213, 99.3000, 670.9878, 742.4327, 39.1700, 625.3094, 763.0324, 22.8896, 691.1692, 781.6390, 12.2360, 655.1914, 744.7093, 21.0868, 709.2819, 731.1460, 104.7999, 681.3283}
{371.5091, 744.3446, 0.0000, 654.1483, 707.2556, 111.0500, 557.7684, 772.7102, 125.2364, 569.3642, 730.3822, 59.7988, 553.8670, 747.1707, 116.3121, 620.6075, 723.5775, 125.1643, 569.2836, 640.0497, 81.9802}
{467.9633, 784.9213, 654.1483, 0.0000, 831.8295, 705.4776, 96.3927, 782.3476, 654.0797, 86.5373, 762.0364, 610.8588, 110.5384, 777.5042, 557.6047, 43.8040, 774.7267, 750.5308, 87.1175, 715.1652, 584.7761}
{432.0191, 99.3000, 707.2556, 831.8295, 0.0000, 623.6199, 779.7153, 136.7918, 584.0005, 800.6314, 111.3121, 658.1741, 816.1366, 111.2721, 629.2295, 789.9304, 88.7740, 657.3620, 770.5524, 116.7037, 651.8478}
{347.2276, 670.9878, 111.0500, 705.4776, 623.6199, 0.0000, 610.0274, 702.3216, 60.3858, 624.3356, 659.3075, 108.1503, 613.4542, 675.2026, 149.7443, 668.0914, 649.9325, 50.4042, 618.5847, 568.8862, 129.8231}
{390.5767, 742.4327, 557.7684, 96.3927, 779.7153, 610.0274, 0.0000, 744.3537, 559.4454, 20.9635, 719.7529, 514.6107, 44.5510, 736.1738, 461.7094, 67.4428, 730.2118, 654.6796, 20.2972, 664.0785, 488.5620}
{447.9753, 39.1700, 772.7102, 782.3476, 136.7918, 702.3216, 744.3537, 0.0000, 655.2201, 764.7238, 43.1300, 718.5430, 784.5923, 29.5859, 680.6444, 743.0780, 57.7557, 741.6540, 732.1879, 133.4594, 707.7182}
{287.1270, 625.3094, 125.2364, 654.0797, 584.0005, 60.3858, 559.4454, 655.2201, 0.0000, 574.6010, 612.4605, 90.8360, 565.5056, 628.8258, 109.0756, 615.6681, 604.3662, 110.7570, 566.9835, 521.8858, 102.0112}
{410.7997, 763.0324, 569.3642, 86.5373, 800.6314, 624.3356, 20.9635, 764.7238, 574.6010, 0.0000, 740.3365, 527.5262, 31.5172, 756.7170, 475.4830, 66.9967, 750.8956, 668.4041, 34.5272, 684.9597, 501.6038}
{410.5484, 22.8896, 730.3822, 762.0364, 111.3121, 659.3075, 719.7529, 43.1300, 612.4605, 740.3365, 0.0000, 676.5352, 759.0549, 17.9598, 639.3791, 721.8412, 22.5571, 698.5411, 708.4005, 90.5763, 666.0751}
