selection_id,generated_local_station_index,source_station_row_index,legacy_internal_index,station_id,station_name,original_capacity,original_utm_easting_m,original_utm_northing_m,selected_utm_easting_m,selected_utm_northing_m,is_depot,geographic_selection_seed,geographic_regime,replicate,anchor_source_station_row_index,distance_from_anchor_m,selection_order
cb443_V12_compact_r1,0,,,,ARTIFICIAL_CENTROID_DEPOT,,,,593390.941,4506234.790,True,1404781215,compact,1,307,,0
cb443_V12_compact_r1,1,307,308,4956ad8b-06d6-4af4-bcc8-735c45439608,Cypress Hills St & Otto Rd,19,593529.411,4506270.852,593529.411,4506270.852,False,1404781215,compact,1,307,0.000000,1
cb443_V12_compact_r1,2,294,295,d34f2271-10ee-40c3-a93a-09df58860512,61 St & 60 Ln,9,593411.529,4506103.941,593411.529,4506103.941,False,1404781215,compact,1,307,204.341498,2
cb443_V12_compact_r1,3,302,303,2ebbe93b-a013-464a-b4a5-0eba96f89676,Myrtle Ave & 65 St,19,593740.145,4506176.919,593740.145,4506176.919,False,1404781215,compact,1,307,230.721103,3
cb443_V12_compact_r1,4,315,316,b1e496f1-43cf-48d0-be49-ab0d760c00bf,Fresh Pond Rd & 69 Ave,28,593309.110,4506386.875,593309.110,4506386.875,False,1404781215,compact,1,307,248.985677,4
cb443_V12_compact_r1,5,319,320,b636a06c-c10e-417a-ac22-14cadb8f8993,65 St & Otto Rd,21,593672.127,4506478.047,593672.127,4506478.047,False,1404781215,compact,1,307,251.590192,5
cb443_V12_compact_r1,6,314,315,1a92d2d3-ddf1-4f34-b28c-ce7a064b9a3e,65 Pl & Central Ave,21,593787.927,4506340.729,593787.927,4506340.729,False,1404781215,compact,1,307,267.793423,6
cb443_V12_compact_r1,7,288,289,c2d549f8-f54c-4a0d-9ecd-6e6f79118279,Cooper Ave & 65 Pl,23,593883.533,4505996.651,593883.533,4505996.651,False,1404781215,compact,1,307,447.871164,7
cb443_V12_compact_r1,8,339,340,ed1199e4-d9a6-4d9e-8c81-62bcd7510a11,67 Ave & Fresh Pond Rd,30,593196.450,4506678.564,593196.450,4506678.564,False,1404781215,compact,1,307,526.395386,8
cb443_V12_compact_r1,9,285,286,9d23b0e9-a478-407c-a0e0-0aff1b0398fc,Forest Ave & Summerfield St,23,593105.016,4505952.427,593105.016,4505952.427,False,1404781215,compact,1,307,530.571010,9
cb443_V12_compact_r1,10,297,298,8603535e-0d7a-4c5b-ae77-27b9f5770bfa,71 Ave & Myrtle Ave,27,593008.376,4506112.201,593008.376,4506112.201,False,1404781215,compact,1,307,544.653662,10
cb443_V12_compact_r1,11,329,330,968d40e0-2a5b-4f6c-a161-fad1631b609b,60 Pl & 67 Ave,15,592953.397,4506588.916,592953.397,4506588.916,False,1404781215,compact,1,307,657.994556,11
cb443_V12_compact_r1,12,268,269,8fa2fafb-fa07-48b2-b159-bffbea7176d4,Seneca Ave & Decatur St,20,593094.269,4505731.354,593094.269,4505731.354,False,1404781215,compact,1,307,693.113737,12
