50 2 [30, 30]
capacities = [100000, 23, 26, 32, 49, 50, 45, 23, 34, 38, 34, 50, 21, 37, 26, 49, 32, 28, 38, 47, 20, 50, 42, 24, 31, 30, 20, 37, 41, 38, 22, 40, 31, 21, 40, 35, 41, 39, 21, 23, 35, 38, 46, 46, 24, 50, 43, 47, 50, 43, 22]
initial     = [50000, 4, 0, 22, 23, 32, 11, 15, 21, 22, 4, 24, 3, 2, 24, 9, 12, 28, 1, 26, 8, 7, 30, 22, 13, 16, 2, 34, 27, 23, 4, 25, 29, 20, 16, 27, 35, 37, 19, 3, 26, 24, 29, 42, 17, 35, 12, 23, 36, 35, 18]
target      = [0, 2, 9, 10, 5, 47, 25, 17, 2, 21, 7, 36, 15, 12, 26, 40, 22, 22, 7, 33, 7, 43, 29, 17, 22, 13, 15, 6, 41, 6, 2, 40, 17, 8, 1, 14, 40, 18, 17, 11, 26, 6, 30, 10, 18, 32, 40, 9, 20, 19, 20]
weights    = [0.000000, 0.113333, 0.113333, 0.126000, 0.278000, 0.070213, 0.085467, 0.057451, 0.651667, 0.053016, 0.077143, 0.071111, 0.100667, 0.102778, 0.054872, 0.099083, 0.078788, 0.067273, 0.104286, 0.063434, 0.059048, 0.103023, 0.052184, 0.068627, 0.075909, 0.064615, 0.104889, 0.345556, 0.071626, 0.229444, 0.113333, 0.073750, 0.094706, 0.145000, 1.000000, 0.108810, 0.057917, 0.116852, 0.057451, 0.096061, 0.050000, 0.240000, 0.052111, 0.252667, 0.053519, 0.055938, 0.094333, 0.148519, 0.100667, 0.103333, 0.056333]
min_ratio  = [0.0000, 0.7000, 0.0000, 0.7000, 0.7000, 0.4766, 0.3080, 0.6176, 0.7000, 0.7000, 0.4000, 0.4667, 0.1400, 0.1167, 0.6462, 0.1575, 0.3818, 0.7000, 0.1000, 0.5515, 0.7000, 0.1140, 0.7000, 0.7000, 0.4136, 0.7000, 0.0933, 0.7000, 0.4610, 0.7000, 0.7000, 0.4375, 0.7000, 0.7000, 0.7000, 0.7000, 0.6125, 0.7000, 0.7000, 0.1909, 0.7000, 0.7000, 0.6767, 0.7000, 0.6611, 0.7000, 0.2100, 0.7000, 0.7000, 0.7000, 0.6300]
points = [(584400.000, 4511800.000), (584141.607, 4511525.837), (584778.822, 4511832.924), (584406.876, 4512148.162), (584072.903, 4511567.203), (584726.132, 4511864.398), (584345.329, 4512143.682), (584138.588, 4511427.445), (584803.751, 4511684.488), (584376.741, 4512177.940), (584111.927, 4511428.544), (584629.946, 4511770.508), (584352.971, 4512327.768), (584025.824, 4511398.536), (584696.801, 4511655.969), (584375.339, 4512214.009), (584135.628, 4511600.146), (584632.909, 4511689.615), (584381.184, 4512175.907), (584049.228, 4511438.181), (584638.454, 4511783.050), (584336.252, 4512222.221), (584078.934, 4511518.245), (584687.158, 4511689.457), (584397.591, 4512216.277), (584061.966, 4511560.102), (584782.263, 4511758.423), (584227.929, 4512175.673), (584054.767, 4511577.930), (584747.506, 4511821.720), (584340.421, 4512293.295), (584136.293, 4511473.777), (584811.690, 4511869.287), (584355.100, 4512144.086), (584068.659, 4511441.945), (584787.886, 4511815.425), (584236.485, 4512175.043), (584119.882, 4511500.700), (584684.280, 4511737.429), (584422.565, 4512153.883), (584185.506, 4511562.226), (584605.791, 4511689.500), (584296.200, 4512251.691), (584097.979, 4511385.403), (584714.822, 4511703.317), (584270.075, 4512177.260), (584202.513, 4511421.465), (584634.847, 4511721.242), (584393.108, 4512196.689), (584174.830, 4511579.370), (584698.828, 4511703.812)]
distances = [
{0.0000, 376.7388, 380.2503, 348.2300, 401.4806, 332.4289, 348.0038, 455.1189, 419.9500, 378.6554, 470.0701, 231.8293, 529.8591, 548.7991, 329.9023, 414.7433, 331.4121, 257.7427, 376.3777, 503.9386, 239.0555, 427.0059, 427.1645, 307.6997, 416.2842, 414.5098, 384.5172, 413.2055, 410.4887, 348.1842, 496.8802, 419.4794, 417.4795, 347.0036, 487.8426, 388.1929, 409.1382, 409.9344, 291.0850, 354.6020, 320.2255, 233.5811, 463.4642, 512.9395, 329.3335, 399.0060, 426.9542, 247.7019, 396.7485, 315.2442, 313.9274}
{376.7388, 0.0000, 707.3510, 676.5029, 80.1963, 675.4940, 650.5654, 98.4384, 680.8850, 693.2004, 101.7198, 546.2035, 829.3177, 172.0788, 570.2404, 726.7819, 74.5494, 517.8806, 692.8118, 127.3481, 559.4777, 723.0746, 63.1318, 569.5583, 736.3662, 86.6998, 681.5684, 655.5446, 101.2665, 674.2850, 792.7920, 52.3304, 752.9731, 654.0732, 111.1726, 708.1935, 656.1020, 33.2239, 582.4651, 688.0259, 57.0194, 492.1911, 742.1340, 147.0545, 600.0620, 663.9698, 120.8429, 530.5364, 716.4456, 63.0045, 584.9533}
{380.2503, 707.3510, 0.0000, 487.5640, 754.2742, 61.3748, 533.3737, 757.8343, 150.5153, 529.8164, 779.9186, 161.4312, 652.8548, 869.3092, 195.0400, 554.9997, 684.0207, 204.5198, 525.1221, 829.5360, 148.9654, 589.4232, 767.3768, 170.2503, 540.6450, 767.0172, 74.5809, 648.8143, 767.6446, 33.2601, 635.7178, 736.0918, 49.0157, 525.7016, 810.6769, 19.7070, 641.2288, 737.9529, 134.3779, 479.5140, 652.1519, 224.7450, 638.9752, 814.7528, 144.5477, 614.3219, 708.1180, 182.2135, 530.1890, 655.0541, 151.8848}
