12 3 [30, 30, 30]
capacities = [100000, 30, 41, 50, 22, 23, 42, 48, 40, 47, 46, 34, 28]
initial     = [50000, 16, 18, 19, 18, 8, 29, 25, 30, 14, 23, 28, 7]
target      = [0, 12, 32, 33, 10, 13, 9, 18, 15, 12, 15, 8, 20]
weights    = [0.000000, 0.176667, 0.216250, 0.211212, 0.354000, 0.196154, 0.894444, 0.197778, 0.430000, 0.113333, 0.252667, 1.000000, 0.297000]
min_ratio  = [0.0000, 0.7000, 0.3937, 0.4030, 0.7000, 0.4308, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.2450]
points = [(584400.000, 4511800.000), (584200.798, 4511427.251), (584668.857, 4511701.008), (584256.290, 4512144.341), (584037.429, 4511551.005), (584637.943, 4511692.579), (584272.669, 4512221.657), (584047.161, 4511476.330), (584712.377, 4511829.631), (584327.769, 4512290.592), (584202.991, 4511441.027), (584646.897, 4511749.836), (584283.513, 4512197.384)]
distances = [
{0.0000, 422.6385, 286.5023, 373.1264, 439.8369, 261.0675, 440.4634, 478.8086, 313.7790, 495.8813, 409.4806, 251.9420, 414.1051}
{422.6385, 0.0000, 542.2385, 719.2340, 204.9500, 511.3658, 797.6506, 161.2852, 650.8628, 872.6283, 13.9491, 550.5141, 774.5619}
{286.5023, 542.2385, 0.0000, 605.6035, 649.0015, 32.0426, 654.2482, 661.0494, 135.7854, 681.1392, 533.4994, 53.5384, 628.3938}
{373.1264, 719.2340, 605.6035, 0.0000, 632.4145, 591.3950, 79.0317, 699.9815, 554.1279, 162.7841, 705.3312, 555.1652, 59.6203}
{439.8369, 204.9500, 649.0015, 632.4145, 0.0000, 616.9771, 710.7123, 75.3068, 730.1967, 794.5358, 198.7615, 641.0817, 691.6378}
{261.0675, 511.3658, 32.0426, 591.3950, 616.9771, 0.0000, 642.9224, 629.1160, 155.9600, 673.6676, 502.4558, 57.9528, 616.8052}
{440.4634, 797.6506, 654.2482, 79.0317, 710.7123, 642.9224, 0.0000, 778.6953, 589.0910, 88.2505, 783.7339, 602.2148, 26.5857}
{478.8086, 161.2852, 661.0494, 699.9815, 75.3068, 629.1160, 778.6953, 0.0000, 753.2153, 861.2575, 159.7788, 659.1578, 758.8023}
{313.7790, 650.8628, 135.7854, 554.1279, 730.1967, 155.9600, 589.0910, 753.2153, 0.0000, 600.3407, 640.6925, 103.2219, 564.9483}
{495.8813, 872.6283, 681.1392, 162.7841, 794.5358, 673.6676, 88.2505, 861.2575, 600.3407, 0.0000, 858.6802, 627.9018, 103.1818}
{409.4806, 13.9491, 533.4994, 705.3312, 198.7615, 502.4558, 783.7339, 159.7788, 640.6925, 858.6802, 0.0000, 540.7549, 760.6311}
{251.9420, 550.5141, 53.5384, 555.1652, 641.0817, 57.9528, 602.2148, 659.1578, 103.2219, 627.9018, 540.7549, 0.0000, 576.4958}
{414.1051, 774.5619, 628.3938, 59.6203, 691.6378, 616.8052, 26.5857, 758.8023, 564.9483, 103.1818, 760.6311, 576.4958, 0.0000}
]
