12 3 [30, 30, 30]
capacities = [100000, 43, 26, 35, 25, 50, 21, 46, 43, 25, 41, 50, 23]
initial     = [50000, 4, 3, 3, 21, 43, 14, 6, 43, 5, 3, 7, 3]
target      = [0, 42, 18, 26, 8, 5, 1, 34, 10, 25, 27, 38, 15]
weights    = [0.000000, 0.116117, 0.110897, 0.114645, 0.168750, 0.605385, 1.000000, 0.110181, 0.291154, 0.108462, 0.114957, 0.109615, 0.108462]
min_ratio  = [0.0000, 0.0667, 0.1167, 0.0808, 0.7000, 0.7000, 0.7000, 0.1235, 0.7000, 0.1400, 0.0778, 0.1289, 0.1400]
points = [(584400.000, 4511800.000), (584129.821, 4511567.858), (584778.156, 4511792.004), (584382.197, 4512268.592), (584176.957, 4511415.594), (584746.521, 4511762.429), (584367.770, 4512222.050), (584158.374, 4511498.827), (584725.851, 4511680.381), (584333.025, 4512210.463), (584044.276, 4511421.113), (584705.092, 4511786.688), (584389.525, 4512265.895)]
distances = [
{0.0000, 356.2113, 378.2405, 468.9298, 444.4279, 348.5523, 423.2791, 386.1196, 347.1130, 415.8910, 519.7064, 305.3821, 466.0128}
{356.2113, 0.0000, 685.9880, 744.7958, 159.3936, 646.6663, 696.1227, 74.7033, 606.5585, 673.9678, 169.8589, 615.4859, 744.7831}
{378.2405, 685.9880, 0.0000, 619.6127, 709.3126, 43.3059, 594.4383, 685.6257, 123.2696, 610.9413, 822.2770, 73.2573, 612.8676}
{468.9298, 744.7958, 619.6127, 0.0000, 877.3418, 623.6450, 48.7262, 801.6448, 681.2413, 76.1366, 912.3651, 580.0799, 7.8092}
{444.4279, 159.3936, 709.3126, 877.3418, 0.0000, 666.8569, 828.7228, 85.2825, 609.4232, 810.0457, 132.7959, 645.4741, 876.4688}
{348.5523, 646.6663, 43.3059, 623.6450, 666.8569, 0.0000, 595.5707, 644.5182, 84.6115, 609.6829, 780.7977, 48.0094, 617.1905}
{423.2791, 696.1227, 594.4383, 48.7262, 828.7228, 595.5707, 0.0000, 752.9267, 649.3284, 36.6257, 863.7988, 550.7509, 48.9456}
{386.1196, 74.7033, 685.6257, 801.6448, 85.2825, 644.5182, 752.9267, 0.0000, 595.8122, 732.7542, 138.0497, 617.8708, 801.1395}
{347.1130, 606.5585, 123.2696, 681.2413, 609.4232, 84.6115, 649.3284, 595.8122, 0.0000, 659.7714, 729.2216, 108.3144, 675.2342}
{415.8910, 673.9678, 610.9413, 76.1366, 810.0457, 609.6829, 36.6257, 732.7542, 659.7714, 0.0000, 840.5052, 563.9314, 79.1517}
{519.7064, 169.8589, 822.2770, 912.3651, 132.7959, 780.7977, 863.7988, 138.0497, 729.2216, 840.5052, 0.0000, 755.1968, 912.6081}
{305.3821, 615.4859, 73.2573, 580.0799, 645.4741, 48.0094, 550.7509, 617.8708, 108.3144, 563.9314, 755.1968, 0.0000, 573.7785}
{466.0128, 744.7831, 612.8676, 7.8092, 876.4688, 617.1905, 48.9456, 801.1395, 675.2342, 79.1517, 912.6081, 573.7785, 0.0000}
]
