20 3 [20, 20, 20]
capacities = [100000, 36, 33, 29, 25, 40, 35, 48, 49, 44, 41, 46, 45, 44, 49, 43, 30, 35, 32, 44, 30]
initial     = [50000, 33, 29, 2, 3, 34, 1, 6, 23, 25, 22, 42, 1, 35, 17, 1, 7, 1, 1, 1, 2]
target      = [0, 23, 20, 13, 14, 22, 17, 15, 18, 16, 30, 24, 12, 21, 22, 8, 16, 12, 14, 13, 14]
weights    = [0.000000, 0.519565, 0.532500, 0.869231, 0.817857, 0.613636, 0.950000, 0.660000, 0.386111, 0.628125, 0.376667, 0.787500, 0.929167, 0.716667, 0.343182, 0.893750, 0.628125, 0.929167, 0.939286, 0.934615, 0.878571]
min_ratio  = [0.0000, 0.4135, 0.2429, 0.2689, 0.1112, 0.0432, 0.4279, 0.3743, 0.3831, 0.0322, 0.4858, 0.2100, 0.2160, 0.2790, 0.2912, 0.2274, 0.2090, 0.0289, 0.4729, 0.0240, 0.0647]
points = [(586500.000, 4512500.000), (586636.985, 4512875.117), (586430.380, 4512851.536), (586389.029, 4512665.456), (586508.358, 4512410.106), (586138.913, 4512504.941), (586350.332, 4512532.682), (586614.964, 4512305.093), (586555.149, 4512638.385), (586323.141, 4512347.169), (586734.889, 4512506.612), (586846.942, 4512839.374), (586827.024, 4512238.372), (586342.476, 4512318.658), (586699.940, 4512235.553), (586409.657, 4512436.743), (586635.988, 4512618.358), (586136.994, 4512497.545), (586572.130, 4512226.299), (586577.715, 4512618.192), (586557.607, 4512820.318)]
distances = [
{0.0000, 266.2307, 238.9092, 132.8159, 60.1876, 240.7473, 102.1296, 150.8575, 99.3129, 155.8293, 156.6549, 323.5522, 279.2008, 160.1374, 221.0159, 73.5251, 120.1874, 242.0093, 188.6974, 94.3018, 216.9712}
{266.2307, 0.0000, 138.6303, 216.4766, 321.6480, 413.7123, 297.7181, 380.2994, 166.9849, 409.4582, 254.1927, 141.9853, 442.9996, 419.7259, 428.4364, 329.2075, 171.1739, 417.6925, 434.7009, 175.7819, 64.3036}
{238.9092, 138.6303, 0.0000, 127.0800, 298.8429, 301.9061, 219.1660, 384.5179, 164.6554, 343.7610, 306.7382, 277.8260, 486.8481, 360.0536, 448.2547, 276.8739, 207.2536, 306.5111, 427.4029, 183.9773, 87.3341}
{132.8159, 216.4766, 127.0800, 0.0000, 187.9039, 198.1277, 92.1986, 283.5552, 112.2076, 216.6895, 253.7286, 326.5524, 407.8349, 233.2724, 353.6991, 153.0941, 167.6066, 201.8970, 317.1993, 129.6771, 152.6085}
{60.1876, 321.6480, 298.8429, 187.9039, 0.0000, 254.2821, 133.3283, 99.7610, 155.3498, 130.4122, 164.1538, 364.4842, 241.3305, 126.2800, 172.7842, 68.1550, 162.8332, 254.3459, 129.7040, 146.2263, 275.4381}
{240.7473, 413.7123, 301.9061, 198.1277, 254.2821, 0.0000, 142.1544, 344.1988, 291.4025, 161.7020, 397.3192, 522.0261, 491.9607, 183.9558, 414.9009, 186.1341, 339.8998, 5.0942, 343.3938, 302.1206, 349.4551}
{102.1296, 297.7181, 219.1660, 92.1986, 133.3283, 142.1544, 0.0000, 232.6911, 153.6563, 124.9963, 256.9598, 389.1194, 373.4844, 142.7789, 305.8764, 75.1995, 198.8181, 144.1414, 252.1593, 161.9531, 236.3589}
{150.8575, 380.2994, 384.5179, 283.5552, 99.7610, 344.1988, 232.6911, 0.0000, 225.7447, 196.5603, 156.3358, 388.3129, 148.2063, 181.8836, 73.2020, 162.5938, 209.3131, 343.5064, 59.7895, 210.2045, 345.6051}
{99.3129, 166.9849, 164.6554, 112.2076, 155.3498, 291.4025, 153.6563, 225.7447, 0.0000, 248.2241, 148.5797, 236.2106, 322.4400, 255.9996, 285.3754, 165.7677, 55.5218, 294.1574, 274.9574, 20.1880, 121.2996}
{155.8293, 409.4582, 343.7610, 216.6895, 130.4122, 161.7020, 124.9963, 196.5603, 248.2241, 0.0000, 294.3606, 479.1812, 343.6636, 22.9662, 261.9885, 83.0217, 276.0163, 159.5317, 184.5174, 247.8897, 352.0378}
{156.6549, 254.1927, 306.7382, 253.7286, 164.1538, 397.3192, 256.9598, 156.3358, 148.5797, 294.3606, 0.0000, 234.0814, 189.0814, 290.0690, 182.2016, 221.7685, 99.4847, 398.6425, 216.0926, 128.5023, 240.2226}
