20 2 [30, 30]
capacities = [100000, 49, 36, 36, 35, 36, 44, 39, 48, 50, 44, 43, 37, 43, 36, 48, 34, 27, 34, 46, 31]
initial     = [50000, 37, 9, 31, 34, 24, 43, 18, 5, 4, 20, 1, 19, 36, 1, 39, 1, 26, 21, 40, 6]
target      = [0, 28, 17, 24, 18, 18, 30, 10, 26, 12, 27, 13, 11, 28, 11, 20, 11, 14, 26, 31, 17]
weights    = [0.000000, 0.423214, 0.550000, 0.397917, 0.905556, 0.433333, 0.518333, 0.830000, 0.836538, 0.716667, 0.370370, 0.934615, 0.768182, 0.392857, 0.922727, 0.957500, 0.922727, 0.878571, 0.313462, 0.396774, 0.700000]
min_ratio  = [0.0000, 0.1968, 0.0659, 0.4129, 0.4053, 0.4762, 0.0413, 0.2067, 0.1106, 0.2591, 0.4223, 0.1139, 0.3080, 0.2792, 0.4561, 0.4100, 0.1047, 0.1781, 0.4383, 0.2383, 0.0388]
points = [(586500.000, 4512500.000), (586424.934, 4512325.367), (586662.048, 4512376.228), (586454.950, 4512170.767), (586584.385, 4512569.949), (586698.555, 4512759.255), (586073.669, 4512643.971), (586620.621, 4512589.869), (586446.950, 4512803.549), (586393.943, 4512278.460), (586730.720, 4512585.180), (586556.136, 4512794.722), (586410.749, 4512582.539), (586481.028, 4512385.469), (586526.972, 4512781.417), (586476.377, 4512280.772), (586782.897, 4512346.913), (586696.689, 4512419.231), (586266.087, 4512349.051), (586799.178, 4512197.959), (586388.432, 4512436.929)]
distances = [
{0.0000, 126.7218, 135.9397, 221.5337, 73.0717, 217.7022, 299.9895, 100.2795, 205.4334, 163.7451, 163.9612, 200.0139, 81.0446, 77.3942, 188.4713, 146.9978, 214.4412, 141.7510, 185.5929, 283.4209, 85.4411}
{126.7218, 0.0000, 161.6715, 104.9913, 194.6450, 341.9724, 316.1543, 219.3471, 319.1257, 37.4803, 267.5050, 324.8986, 171.7084, 54.8079, 311.5506, 45.3876, 239.0739, 191.6719, 107.0684, 263.5583, 78.2546}
{135.9397, 161.6715, 0.0000, 194.4836, 139.1394, 256.5084, 430.9557, 145.0805, 318.9364, 190.2497, 146.6315, 287.7925, 216.7597, 120.8371, 284.7408, 139.1810, 82.9025, 36.8132, 264.5948, 149.9402, 186.8459}
{221.5337, 104.9913, 194.4836, 0.0000, 279.7617, 424.6101, 405.1320, 300.4392, 421.8884, 82.5145, 331.8547, 421.4043, 276.0915, 144.1867, 409.9218, 74.7150, 248.1729, 231.1053, 173.1462, 230.2006, 182.8988}
{73.0717, 194.6450, 139.1394, 279.7617, 0.0000, 147.3789, 344.0352, 27.5668, 180.6870, 232.1247, 98.0834, 151.0276, 116.0618, 140.9737, 146.0822, 205.7930, 199.0555, 125.3050, 258.2932, 286.3666, 157.8919}
{217.7022, 341.9724, 256.5084, 424.6101, 147.3789, 0.0000, 423.6209, 124.3027, 170.3163, 379.4451, 118.0144, 97.8463, 225.1528, 288.3157, 115.3387, 351.6996, 280.5858, 226.6859, 397.3775, 380.1627, 298.1946}
{299.9895, 316.1543, 430.9557, 405.1320, 344.0352, 423.6209, 0.0000, 366.4144, 270.6403, 323.9850, 439.7841, 336.9801, 228.4212, 321.6379, 315.7887, 361.5319, 512.6176, 441.5435, 234.7599, 567.7601, 251.1678}
{100.2795, 219.3471, 145.0805, 300.4392, 27.5668, 124.3027, 366.4144, 0.0000, 183.5708, 256.7823, 73.4658, 143.1755, 140.0004, 165.0124, 142.1436, 227.3981, 194.7773, 124.5501, 285.7252, 287.1132, 185.3556}
{205.4334, 319.1257, 318.9364, 421.8884, 180.6870, 170.3163, 270.6403, 183.5708, 0.0000, 351.8388, 238.7103, 73.0280, 149.3037, 279.6443, 55.3512, 349.0697, 377.9342, 305.5560, 326.1082, 467.0499, 247.5072}
{163.7451, 37.4803, 190.2497, 82.5145, 232.1247, 379.4451, 323.9850, 256.7823, 351.8388, 0.0000, 303.6779, 360.7605, 203.0288, 91.9778, 346.8352, 54.9773, 263.2877, 222.5819, 97.3660, 275.4356, 105.7102}
{163.9612, 267.5050, 146.6315, 331.8547, 98.0834, 118.0144, 439.7841, 73.4658, 238.7103, 303.6779, 0.0000, 181.8276, 213.3216, 213.1565, 188.5881, 264.4528, 162.6084, 112.9349, 347.4608, 262.1507, 248.6761}
{200.0139, 324.8986, 287.7925, 421.4043, 151.0276, 97.8463, 336.9801, 143.1755, 73.0280, 360.7605, 181.8276, 0.0000, 171.4762, 277.3920, 21.3699, 346.7347, 334.6333, 267.2901, 354.4954, 429.5718, 263.4308}
{81.0446, 171.7084, 216.7597, 276.0915, 116.0618, 225.1528, 228.4212, 140.0004, 149.3037, 203.0288, 213.3216, 171.4762, 0.0000, 139.4842, 153.5659, 205.8804, 293.6468, 219.5259, 183.1131, 364.4050, 98.2066}
{77.3942, 54.8079, 120.8371, 144.1867, 140.9737, 288.3157, 321.6379, 165.0124, 279.6443, 91.9778, 213.1565, 277.3920, 139.4842, 0.0000, 265.7364, 69.8669, 202.8809, 145.5247, 145.3361, 246.1976, 70.6233}
{188.4713, 311.5506, 284.7408, 409.9218, 146.0822, 115.3387, 315.7887, 142.1436, 55.3512, 346.8352, 188.5881, 21.3699, 153.5659, 265.7364, 0.0000, 335.4634, 336.1820, 266.6522, 336.6511, 429.2216, 247.5350}
{146.9978, 45.3876, 139.1810, 74.7150, 205.7930, 351.6996, 361.5319, 227.3981, 349.0697, 54.9773, 264.4528, 346.7347, 205.8804, 69.8669, 335.4634, 0.0000, 209.0500, 173.4717, 147.3977, 222.1700, 119.4792}
{214.4412, 239.0739, 82.9025, 248.1729, 199.0555, 280.5858, 512.6176, 194.7773, 377.9342, 263.2877, 162.6084, 334.6333, 293.6468, 202.8809, 336.1820, 209.0500, 0.0000, 75.0163, 344.5428, 99.8946, 269.7372}
{141.7510, 191.6719, 36.8132, 231.1053, 125.3050, 226.6859, 441.5435, 124.5501, 305.5560, 222.5819, 112.9349, 267.2901, 219.5259, 145.5247, 266.6522, 173.4717, 75.0163, 0.0000, 290.8550, 162.5705, 205.8430}
{185.5929, 107.0684, 264.5948, 173.1462, 258.2932, 397.3775, 234.7599, 285.7252, 326.1082, 97.3660, 347.4608, 354.4954, 183.1131, 145.3361, 336.6511, 147.3977, 344.5428, 290.8550, 0.0000, 369.3928, 100.4228}
{283.4209, 263.5583, 149.9402, 230.2006, 286.3666, 380.1627, 567.7601, 287.1132, 467.0499, 275.4356, 262.1507, 429.5718, 364.4050, 246.1976, 429.2216, 222.1700, 99.8946, 162.5705, 369.3928, 0.0000, 316.8034}
{85.4411, 78.2546, 186.8459, 182.8988, 157.8919, 298.1946, 251.1678, 185.3556, 247.5072, 105.7102, 248.6761, 263.4308, 98.2066, 70.6233, 247.5350, 119.4792, 269.7372, 205.8430, 100.4228, 316.8034, 0.0000}
]
