leaf,gamma_L,gamma_U,variant,budget_seconds,json_path,progress_path,lp_path,status,solver_status,certified,lower_bound,upper_bound,gap,gap_to_cutoff,runtime_seconds,compact_bc_best_bound_available,compact_bc_bound_valid,best_valid_lb_seen,best_valid_gap_seen,finalization_source,final_json_uses_best_checkpoint,checkpoint_valid_rows,checkpoint_improvements,checkpoint_best_bound,checkpoint_best_time,checkpoint_best_node_count,nodes,tailored_bc_callback_cut_profile,tailored_bc_local_centering_rows_added,tailored_bc_low_gini_l1_centering_rows_added,tailored_bc_variable_s_centering_rows_added,tailored_bc_gini_subset_envelope_rows_added,tailored_bc_transfer_cutset_rows_added,compact_bc_sp_product_estimator_rows_added,compact_bc_sp_product_paper_safe,s_range_refinement_enabled,s_range_certificate_valid,s_range_global_L,s_range_global_U,thread_fairness_class,compact_bc_solver_threads,diagnostic_only,command_hash,model_lp_exists,lp_hash,lp_rows_estimated,lp_binary_markers,lp_general_markers,lp_h_vars,lp_q_l1_vars,lp_local_centering_rows
low_gini_1,0.0122881381662,0.0245762763324,plain_fixed_interval_mip,60,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_60s.json,,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_1_plain_fixed_interval_mip_60s.lp,interval_unresolved_timeout,time limit exceeded,False,0.044318362677,0.0491525526647,0.0983507412255,0.004834189987700001,60.1189382,True,True,0.044318362677,0.0983507412255,solver_final_json,True,0,0,0.0,0.0,0,1968,full,0,0,0,0,0,0,False,False,False,0,66.9085786677,one_thread_fair,0,True,f076a4ecfe3c5570,True,3fa039d78c1b46af,5078,1,1,760,0,0
low_gini_1,0.0122881381662,0.0245762763324,plain_fixed_interval_mip,300,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_plain_fixed_interval_mip_300s.json,,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_1_plain_fixed_interval_mip_300s.lp,interval_unresolved_timeout,time limit exceeded,False,0.045477018332,0.0491525526647,0.0747780966285,0.0036755343327000006,300.1316857,True,True,0.045477018332,0.0747780966285,solver_final_json,True,0,0,0.0,0.0,0,4171,full,0,0,0,0,0,0,False,False,False,0,66.9085786677,one_thread_fair,0,True,e4de4f33369d66bd,True,3fa039d78c1b46af,5078,1,1,760,0,0
low_gini_1,0.0122881381662,0.0245762763324,callback_no_cuts,60,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_no_cuts_60s.json,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_no_cuts_60s.progress.csv,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_1_callback_no_cuts_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0448100613716,0.0491525526647,0.0883472181549,0.0043424912930999995,90.0558625,True,True,0.0448100613716,0.0883472181549,cplex_time_limit_with_valid_best_bound,True,3,2,0.0448100613716,60.0064653,1980,1980,off,0,0,0,0,0,0,False,False,False,0,66.9085786677,one_thread_fair,0,False,873be21af75f3eb0,True,3fa039d78c1b46af,5078,1,1,760,0,0
low_gini_1,0.0122881381662,0.0245762763324,callback_no_cuts,300,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_no_cuts_300s.json,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_no_cuts_300s.progress.csv,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_1_callback_no_cuts_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0457974538606,0.0491525526647,0.0682588924123,0.0033550988040999957,330.1365486,True,True,0.0457974538606,0.0682588924123,cplex_time_limit_with_valid_best_bound,True,11,7,0.0457974538606,300.0764761,4208,4208,off,0,0,0,0,0,0,False,False,False,0,66.9085786677,one_thread_fair,0,False,1090c8428f2a7715,True,3fa039d78c1b46af,5078,1,1,760,0,0
low_gini_1,0.0122881381662,0.0245762763324,callback_cheap_cuts,60,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_cheap_cuts_60s.json,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_cheap_cuts_60s.progress.csv,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_1_callback_cheap_cuts_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0440186823273,0.0491525526647,0.104447684995,0.0051338703373999955,90.1123936,True,True,0.0440186823273,0.104447684995,cplex_time_limit_with_valid_best_bound,True,3,2,0.0440186823273,60.0224741,2540,2540,cheap,0,0,0,0,0,0,False,False,False,0.340740740741,66.5295464096,one_thread_fair,0,False,6368832558dd01d6,True,b96ef49f8997734d,9566,1,1,1330,0,0
low_gini_1,0.0122881381662,0.0245762763324,callback_cheap_cuts,300,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_cheap_cuts_300s.json,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_cheap_cuts_300s.progress.csv,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_1_callback_cheap_cuts_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0468586008099,0.0491525526647,0.0466700452057,0.002293951854799997,330.22511,True,True,0.0468586008099,0.0466700452057,cplex_time_limit_with_valid_best_bound,True,11,10,0.0468586008099,300.10066,9679,9679,cheap,0,0,0,0,0,0,False,False,False,0.340740740741,66.5295464096,one_thread_fair,0,False,a0264322e1614fa0,True,b96ef49f8997734d,9566,1,1,1330,0,0
low_gini_1,0.0122881381662,0.0245762763324,callback_low_gini_cuts,60,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_low_gini_cuts_60s.json,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_low_gini_cuts_60s.progress.csv,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_1_callback_low_gini_cuts_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0467816308192,0.0491525526647,0.0482359860681,0.0023709218455000014,90.5951518,True,True,0.0467816308192,0.0482359860681,cplex_time_limit_with_valid_best_bound,True,3,2,0.0467816308192,60.0149611,6854,6854,low-gini,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,d8544939699b1712,True,b2fd9d679b1f3a49,15958,1,1,1710,80,0
low_gini_1,0.0122881381662,0.0245762763324,callback_low_gini_cuts,300,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_low_gini_cuts_300s.json,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_low_gini_cuts_300s.progress.csv,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_1_callback_low_gini_cuts_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.048388162834,0.0491525526647,0.0155513760572,0.0007643898306999991,330.7050987,True,True,0.048388162834,0.0155513760572,cplex_time_limit_with_valid_best_bound,True,11,6,0.048388162834,180.051434,20745,27556,low-gini,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,023ef6cc8c02f704,True,b2fd9d679b1f3a49,15958,1,1,1710,80,0
low_gini_1,0.0122881381662,0.0245762763324,callback_local_centering,60,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_local_centering_60s.json,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_local_centering_60s.progress.csv,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_1_callback_local_centering_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0460847610355,0.0491525526647,0.062413678699,0.003067791629199998,90.5411844,True,True,0.0460847610355,0.062413678699,cplex_time_limit_with_valid_best_bound,True,3,2,0.0460847610355,60.0075516,3492,3493,low-gini,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,94a77cf6589551f8,True,f17ee827e81d7ad7,15998,1,1,2470,80,0
low_gini_1,0.0122881381662,0.0245762763324,callback_local_centering,300,results\gf_tailored_bc_plateau_diagnosis_round\raw\moderate_low_gini_1_callback_local_centering_300s.json,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_local_centering_300s.progress.csv,results\gf_tailored_bc_plateau_diagnosis_round\model_exports\moderate_low_gini_1_callback_local_centering_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0483334276129,0.0491525526647,0.0166649544617,0.0008191250517999987,300.615581,True,True,0.0483334276129,0.0166649544617,cplex_time_limit_with_valid_best_bound,True,11,10,0.0483334276129,300.0711207,16059,16059,low-gini,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,778113b14c254064,True,f17ee827e81d7ad7,15998,1,1,2470,80,0
