20 2 [20, 20]
capacities = [100000, 41, 45, 20, 30, 20, 22, 42, 24, 24, 22, 26, 39, 41, 41, 33, 43, 35, 21, 45, 44]
initial     = [50000, 28, 22, 11, 8, 0, 20, 27, 7, 17, 20, 12, 17, 21, 22, 23, 19, 28, 17, 13, 14]
target      = [0, 26, 33, 4, 16, 5, 15, 15, 1, 11, 2, 21, 25, 17, 29, 7, 15, 10, 19, 28, 29]
weights    = [0.000000, 0.058120, 0.085185, 0.234722, 0.102778, 0.155556, 0.085185, 0.134444, 0.683333, 0.107576, 1.000000, 0.095238, 0.083778, 0.074837, 0.075479, 0.291270, 0.078148, 0.240000, 0.061111, 0.106548, 0.104598]
min_ratio  = [0.0000, 0.7000, 0.4667, 0.7000, 0.3500, 0.0000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.4000, 0.4760, 0.7000, 0.5310, 0.7000, 0.7000, 0.7000, 0.6263, 0.3250, 0.3379]
points = [(584400.000, 4511800.000), (584075.865, 4511482.465), (584721.206, 4511737.485), (584382.036, 4512223.263), (584153.081, 4511421.828), (584651.288, 4511819.865), (584255.148, 4512247.367), (584121.245, 4511422.285), (584705.086, 4511737.163), (584255.354, 4512206.332), (584143.741, 4511527.734), (584750.433, 4511814.902), (584262.692, 4512160.612), (584054.086, 4511435.892), (584736.941, 4511686.835), (584388.494, 4512144.033), (584144.264, 4511497.618), (584640.530, 4511832.483), (584335.347, 4512270.886), (584162.000, 4511420.978), (584707.279, 4511831.991)]
distances = [
{0.0000, 453.7533, 327.2325, 423.6441, 451.6443, 252.0720, 470.2333, 469.4392, 311.4900, 431.3097, 373.8954, 350.7493, 385.8684, 502.2266, 355.4367, 344.2254, 396.0250, 242.7138, 475.3038, 447.5503, 308.9399}
{453.7533, 0.0000, 693.9020, 801.5749, 98.1798, 667.0463, 785.6315, 75.3727, 678.8154, 745.7875, 81.5868, 752.0345, 703.4113, 51.4143, 691.9455, 731.7164, 70.0576, 664.3490, 830.0231, 105.8304, 721.7011}
{327.2325, 693.9020, 0.0000, 592.4661, 649.9262, 108.0508, 690.7891, 677.7197, 16.1227, 660.9350, 614.3786, 82.7499, 623.9157, 732.1252, 53.0376, 525.3365, 624.8182, 124.6317, 658.3338, 642.5626, 95.5266}
{423.6441, 801.5749, 592.4661, 0.0000, 833.4973, 485.0013, 129.1578, 842.3646, 583.6563, 127.8088, 735.2183, 549.9772, 134.7892, 852.9392, 643.2044, 79.4927, 763.6075, 468.5386, 66.6920, 831.9114, 508.7993}
{451.6443, 98.1798, 649.9262, 833.4973, 0.0000, 637.6858, 831.8241, 31.8400, 635.7239, 791.1417, 106.3163, 715.0769, 746.8706, 99.9895, 641.1866, 759.6042, 76.3008, 637.3723, 868.4006, 8.9595, 689.4697}
{252.0720, 667.0463, 108.0508, 485.0013, 637.6858, 0.0000, 582.8249, 662.5828, 98.6608, 553.2813, 585.6150, 99.2688, 516.8316, 709.9903, 158.2194, 417.3074, 600.7634, 16.5809, 550.6708, 631.2789, 57.2891}
{470.2333, 785.6315, 690.7891, 129.1578, 831.8241, 582.8249, 0.0000, 835.8770, 680.2595, 41.0357, 728.2058, 657.5208, 87.0824, 836.0132, 739.1348, 168.6983, 757.9041, 566.2586, 83.5770, 831.6217, 613.9708}
{469.4392, 75.3727, 677.7197, 842.3646, 31.8400, 662.5828, 835.8770, 0.0000, 663.3391, 795.4337, 107.8216, 741.6369, 751.7541, 68.5234, 670.1256, 769.6379, 78.7716, 661.7552, 875.1936, 40.7768, 715.0492}
{311.4900, 678.8154, 16.1227, 583.6563, 635.7239, 98.6608, 680.2595, 663.3391, 0.0000, 649.9066, 599.1402, 89.9980, 612.3900, 717.3323, 59.5615, 515.5328, 609.8386, 115.1232, 649.2822, 628.4222, 94.8536}
{431.3097, 745.7875, 660.9350, 127.8088, 791.1417, 553.2813, 41.0357, 795.4337, 649.9066, 0.0000, 687.7158, 631.1264, 46.3050, 796.2957, 708.3802, 146.9945, 717.3675, 536.7718, 102.7919, 790.8824, 586.8283}
{373.8954, 81.5868, 614.3786, 735.2183, 106.3163, 585.6150, 728.2058, 107.8216, 599.1402, 687.7158, 0.0000, 671.2230, 643.9600, 128.3471, 614.1655, 663.1207, 30.1201, 582.8137, 767.4559, 108.3056, 640.4279}
{350.7493, 752.0345, 82.7499, 549.9772, 715.0769, 99.2688, 657.5208, 741.6369, 89.9980, 631.1264, 671.2230, 0.0000, 597.8346, 792.8098, 128.7750, 489.2108, 684.1852, 111.2996, 616.6180, 708.1157, 46.4142}
{385.8684, 703.4113, 623.9157, 134.7892, 746.8706, 516.8316, 87.0824, 751.7541, 612.3900, 46.3050, 643.9600, 597.8346, 0.0000, 754.1461, 670.3550, 126.8893, 673.4881, 500.4302, 132.0572, 746.4562, 552.8554}
{502.2266, 51.4143, 732.1252, 852.9392, 99.9895, 709.9903, 836.0132, 68.5234, 717.3323, 796.2957, 128.3471, 792.8098, 754.1461, 0.0000, 727.5049, 783.1303, 109.2805, 707.9560, 881.0923, 108.9403, 763.9085}
{355.4367, 691.9455, 53.0376, 643.2044, 641.1866, 158.2194, 739.1348, 670.1256, 59.5615, 708.3802, 614.1655, 128.7750, 670.3550, 727.5049, 0.0000, 574.8434, 622.1486, 174.6658, 708.7966, 633.4320, 148.1553}
{344.2254, 731.7164, 525.3365, 79.4927, 759.6042, 417.3074, 168.6983, 769.6379, 515.5328, 146.9945, 663.1207, 489.2108, 126.8893, 783.1303, 574.8434, 0.0000, 691.0143, 400.7318, 137.5364, 757.6988, 446.0877}
{396.0250, 70.0576, 624.8182, 763.6075, 76.3008, 600.7634, 757.9041, 78.7716, 609.8386, 717.3675, 30.1201, 684.1852, 673.4881, 109.2805, 622.1486, 691.0143, 0.0000, 598.6776, 796.5276, 78.6654, 654.8217}
{242.7138, 664.3490, 124.6317, 468.5386, 637.3723, 16.5809, 566.2586, 661.7552, 115.1232, 536.7718, 582.8137, 111.2996, 500.4302, 707.9560, 174.6658, 400.7318, 598.6776, 0.0000, 534.1668, 631.1313, 66.7505}
{475.3038, 830.0231, 658.3338, 66.6920, 868.4006, 550.6708, 83.5770, 875.1936, 649.2822, 102.7919, 767.4559, 616.6180, 132.0572, 881.0923, 708.7966, 137.5364, 796.5276, 534.1668, 0.0000, 867.4055, 575.2932}
{447.5503, 105.8304, 642.5626, 831.9114, 8.9595, 631.2789, 831.6217, 40.7768, 628.4222, 790.8824, 108.3056, 708.1157, 746.4562, 108.9403, 633.4320, 757.6988, 78.6654, 631.1313, 867.4055, 0.0000, 682.8325}
{308.9399, 721.7011, 95.5266, 508.7993, 689.4697, 57.2891, 613.9708, 715.0492, 94.8536, 586.8283, 640.4279, 46.4142, 552.8554, 763.9085, 148.1553, 446.0877, 654.8217, 66.7505, 575.2932, 682.8325, 0.0000}
]
