number,path,sha256,F,G,P,stations,pickup,drop,maximum_duration,original_T_feasible
1,witnesses\1\result.json,baf4ea92bc8bd5eea7b47a76e14ad16b10a9aab5b0e3b628d2c7862da9db5b7b,0.20833333333333331,0.13333333333333333,0.5,1,1,0,4.0,True
2,witnesses\2\result.json,baf4ea92bc8bd5eea7b47a76e14ad16b10a9aab5b0e3b628d2c7862da9db5b7b,0.20833333333333331,0.13333333333333333,0.5,1,1,0,4.0,True
2,witnesses\2\initial_witness.json,9c1e6bcc6669d7a367fc72deb08fc64e22a033eeeda487c44bce603ae893e9b5,0.20833333333333331,0.13333333333333333,0.5,1,1,0,4.0,True
2,witnesses\2\native_0_witness.json,9c1e6bcc6669d7a367fc72deb08fc64e22a033eeeda487c44bce603ae893e9b5,0.20833333333333331,0.13333333333333333,0.5,1,1,0,4.0,True
3,witnesses\3\result.json,aae7123d486529128897bb550bfa82672edf1cb3cd05e50c19a669ed3c4781be,0.020382503842219308,0.013395524430454598,0.046579862745098066,9,16,16,2494.9772639416988,True
4,witnesses\4\result.json,59f0c87ba9b943ea4f744af61ce2a852f208c5ec038580f1d44bdb77b71165a7,0.020382503842219308,0.013395524430454598,0.046579862745098066,9,16,16,2732.3403284083115,True
4,witnesses\4\initial_witness.json,557b5868715d081be91277cafa782dfefbb5a638f85b2fd634e86ccdcbe6acc0,0.020382503842219308,0.013395524430454598,0.046579862745098066,9,16,16,2732.3403284083115,True
4,witnesses\4\native_0_witness.json,846925d878a918f2e8a5a79b13e5972944ef009aa452f5c6a672d7c80f76f718,0.020382503842219308,0.013395524430454598,0.046579862745098066,9,16,16,3111.1413380067934,True
5,witnesses\5\result.json,59f0c87ba9b943ea4f744af61ce2a852f208c5ec038580f1d44bdb77b71165a7,0.020382503842219308,0.013395524430454598,0.046579862745098066,9,16,16,2732.3403284083115,True
5,witnesses\5\initial_witness.json,557b5868715d081be91277cafa782dfefbb5a638f85b2fd634e86ccdcbe6acc0,0.020382503842219308,0.013395524430454598,0.046579862745098066,9,16,16,2732.3403284083115,True
5,witnesses\5\native_0_witness.json,35076c5b8671c2bc0e6b5373dd66b79f2e3c5365d6a2838f90109ba445d4fe17,0.020382503842219308,0.013395524430454598,0.046579862745098066,9,16,16,3132.9633003804684,True
6,witnesses\6\result.json,34e5e955257866bcf61fa82465c4af7c411635f311df589061e87582a3a4f57f,0.021337006039780566,0.014397839373113895,0.046261111111111135,7,16,16,1972.091172934482,True
7,witnesses\7\result.json,2e0c2f36f35b2eba2250d8b616ce5b00b9ece129771ee9d96f5fdd59d4d82d5d,0.021337006039780566,0.014397839373113895,0.046261111111111135,7,16,16,3373.6725657965135,True
7,witnesses\7\initial_witness.json,df6700aa4200bae750aae6640f9ca7ab9d3f9028d2e7da077557691c05e61dbf,0.021337006039780566,0.014397839373113895,0.046261111111111135,7,16,16,3373.6725657965135,True
7,witnesses\7\native_0_witness.json,0c576f161e846a349feb243708bb2173e4481474c8f5b3e42bd9705a123748c3,0.021337006039780566,0.014397839373113895,0.046261111111111135,7,16,16,3437.1211589344884,True
8,witnesses\8\result.json,2e0c2f36f35b2eba2250d8b616ce5b00b9ece129771ee9d96f5fdd59d4d82d5d,0.021337006039780566,0.014397839373113895,0.046261111111111135,7,16,16,3373.6725657965135,True
8,witnesses\8\initial_witness.json,df6700aa4200bae750aae6640f9ca7ab9d3f9028d2e7da077557691c05e61dbf,0.021337006039780566,0.014397839373113895,0.046261111111111135,7,16,16,3373.6725657965135,True
8,witnesses\8\native_0_witness.json,b2accedbdb54b53d37efd3086f6b5158b0df0568cbae67186168bb3926bdda38,0.021337006039780566,0.014397839373113895,0.046261111111111135,7,16,16,3280.7616547962143,True
9,witnesses\9\result.json,ef6a784db5d0c78b37f1bfce6754f2f7d401bee9ed96112f0fc2ed15f68b5d4c,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
9,witnesses\9\initial_witness.json,dcb5b3cd85afc651e2a376ff038f2a5310001c5b356e962db478fe741460151b,0.506422789224163,0.1810788634566511,2.168959505116746,8,29,29,2366.030638810974,True
9,witnesses\9\native_0_witness.json,fc982b83b895f60945002bec7f67c5040b7f0e621bf19ce610d0aa04ed07198c,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
10,witnesses\10\result.json,bfc779de6edc2e48ab74c273f05fd68c2a874d1be79cdab51a696594bd532e45,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
10,witnesses\10\initial_witness.json,dcb5b3cd85afc651e2a376ff038f2a5310001c5b356e962db478fe741460151b,0.506422789224163,0.1810788634566511,2.168959505116746,8,29,29,2366.030638810974,True
10,witnesses\10\native_0_witness.json,00323d7cf7679309dadd9128776335dce3297a0abe690251be0453d766fb2b17,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
11,witnesses\11\result.json,531ebb7b31eda52116dbab284d716dfd5d84f0722e512ac8c1c3e672ee9b5122,0.04505416158053463,0.02315974870174675,0.14596275252525256,11,30,30,2784.4272564574003,True
11,witnesses\11\initial_witness.json,3ff94ef9323f76cbbb1d822760379a9d2cb9df7e8e642666d1ad204295bd8595,0.04946868261441946,0.025652504205328552,0.1587745227272727,10,29,29,2800.490870947145,True
11,witnesses\11\native_0_witness.json,0364f59b49ce340ff57430ca1fed2a80dfb7a23706e803df9f821ef649aed21f,0.04505416158053463,0.02315974870174675,0.14596275252525256,11,30,30,2784.4272564574003,True
12,witnesses\12\result.json,4d74f02ed2ea6fb87b715bb8f9a4602b69ac347a91ccb566b8a17f30cd655252,0.04500155005562836,0.01922309854047684,0.17185634343434344,11,29,29,2784.780856205036,True
12,witnesses\12\initial_witness.json,3ff94ef9323f76cbbb1d822760379a9d2cb9df7e8e642666d1ad204295bd8595,0.04946868261441946,0.025652504205328552,0.1587745227272727,10,29,29,2800.490870947145,True
12,witnesses\12\native_0_witness.json,e3c13d45a19a67e747e0c4fbfcd6307da1f5c1d0692cbef565d5df415cfbb294,0.04500155005562836,0.01922309854047684,0.17185634343434344,11,29,29,2784.780856205036,True
13,witnesses\13\result.json,1eafea4174c5ad4ed2717982ebd2a5be9f7acf7eeb5bba002add35a623745b61,0.15724117585229214,0.03787648951880368,0.7957645755565899,30,124,124,16221.84038522344,True
14,witnesses\14\result.json,a1066ecb25cdb940cc1be1a620d9b3d58497ef6bb35adc7a810e18eaee308599,0.15708313110317407,0.0276361189802119,0.8629800808197478,30,121,121,17761.308469780877,True
14,witnesses\14\initial_witness.json,85ef5742a07715e193ea56ea6798423c4e45cde6d4f61695560001f0aa7d8739,0.15708313110317407,0.0276361189802119,0.8629800808197478,30,121,121,17761.308469780877,True
15,witnesses\15\result.json,a1066ecb25cdb940cc1be1a620d9b3d58497ef6bb35adc7a810e18eaee308599,0.15708313110317407,0.0276361189802119,0.8629800808197478,30,121,121,17761.308469780877,True
15,witnesses\15\initial_witness.json,85ef5742a07715e193ea56ea6798423c4e45cde6d4f61695560001f0aa7d8739,0.15708313110317407,0.0276361189802119,0.8629800808197478,30,121,121,17761.308469780877,True
16,witnesses\16\result.json,43f6792c0bb9c58a8e925939c5497c90686282cb401caaa17acdd52ee98161fb,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
17,witnesses\17\result.json,43f6792c0bb9c58a8e925939c5497c90686282cb401caaa17acdd52ee98161fb,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
17,witnesses\17\initial_witness.json,8d95b93e8054657c92a9c0ef97d454d44cf55b6dd3569e964844f584e7bff95a,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
17,witnesses\17\native_0_witness.json,155f5fdecf4980037800132c42eaf50da487da7290b55b4a28ec6020330b9b05,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
18,witnesses\18\result.json,43f6792c0bb9c58a8e925939c5497c90686282cb401caaa17acdd52ee98161fb,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
18,witnesses\18\initial_witness.json,8d95b93e8054657c92a9c0ef97d454d44cf55b6dd3569e964844f584e7bff95a,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
18,witnesses\18\native_0_witness.json,155f5fdecf4980037800132c42eaf50da487da7290b55b4a28ec6020330b9b05,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
19,witnesses\19\result.json,bfc779de6edc2e48ab74c273f05fd68c2a874d1be79cdab51a696594bd532e45,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
19,witnesses\19\initial_witness.json,dcb5b3cd85afc651e2a376ff038f2a5310001c5b356e962db478fe741460151b,0.506422789224163,0.1810788634566511,2.168959505116746,8,29,29,2366.030638810974,True
19,witnesses\19\native_0_witness.json,00323d7cf7679309dadd9128776335dce3297a0abe690251be0453d766fb2b17,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
