50 3 [20, 20, 20]
capacities = [100000, 35, 33, 30, 21, 32, 21, 24, 28, 31, 47, 20, 29, 21, 47, 31, 42, 24, 34, 33, 38, 44, 25, 30, 30, 26, 34, 34, 26, 24, 36, 26, 33, 50, 44, 35, 43, 26, 34, 35, 48, 43, 32, 31, 40, 42, 30, 47, 36, 38, 20]
initial     = [50000, 24, 9, 19, 21, 19, 14, 7, 13, 14, 25, 2, 25, 5, 26, 18, 31, 17, 21, 18, 18, 27, 5, 8, 20, 24, 16, 5, 12, 2, 24, 22, 12, 25, 18, 25, 33, 14, 16, 16, 24, 31, 9, 3, 32, 18, 24, 18, 28, 28, 20]
target      = [0, 16, 15, 10, 14, 20, 1, 9, 15, 8, 33, 11, 7, 8, 20, 12, 22, 10, 17, 28, 25, 14, 10, 7, 11, 8, 16, 21, 3, 15, 7, 5, 5, 16, 29, 28, 18, 6, 23, 11, 19, 14, 5, 10, 16, 12, 9, 13, 20, 13, 16]
weights    = [0.000000, 0.086538, 0.079231, 0.115769, 0.086538, 0.053654, 1.000000, 0.066239, 0.059744, 0.104808, 0.067716, 0.109790, 0.237912, 0.077404, 0.071923, 0.086538, 0.079895, 0.101154, 0.067195, 0.076099, 0.070462, 0.117857, 0.086538, 0.060440, 0.109790, 0.196154, 0.050000, 0.105678, 0.269231, 0.113333, 0.227473, 0.298462, 0.152308, 0.091106, 0.077719, 0.057830, 0.110897, 0.147436, 0.072241, 0.083217, 0.069231, 0.138736, 0.108462, 0.101154, 0.123077, 0.086538, 0.171795, 0.078107, 0.079231, 0.134320, 0.068269]
min_ratio  = [0.0000, 0.7000, 0.4200, 0.7000, 0.7000, 0.6650, 0.7000, 0.5444, 0.6067, 0.7000, 0.5303, 0.1273, 0.7000, 0.4375, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.4500, 0.5040, 0.7000, 0.3500, 0.7000, 0.7000, 0.7000, 0.7000, 0.1667, 0.7000, 0.0933, 0.7000, 0.7000, 0.7000, 0.7000, 0.4345, 0.6250, 0.7000, 0.7000, 0.4870, 0.7000, 0.7000, 0.7000, 0.7000, 0.2100, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000]
points = [(584400.000, 4511800.000), (584059.956, 4511542.564), (584780.446, 4511720.610), (584268.377, 4512186.114), (584176.213, 4511580.655), (584721.770, 4511801.665), (584276.056, 4512291.963), (584192.099, 4511430.972), (584633.620, 4511781.953), (584268.508, 4512301.364), (584115.498, 4511563.122), (584776.384, 4511745.536), (584266.033, 4512190.174), (584078.922, 4511425.562), (584672.247, 4511831.564), (584361.986, 4512264.244), (584188.848, 4511553.811), (584772.163, 4511681.818), (584403.322, 4512252.642), (584153.108, 4511519.147), (584759.236, 4511831.390), (584361.929, 4512201.864), (584122.227, 4511582.815), (584708.958, 4511720.125), (584323.243, 4512288.448), (584191.145, 4511553.817), (584650.121, 4511788.830), (584355.379, 4512161.723), (584050.052, 4511441.028), (584728.250, 4511840.307), (584400.721, 4512251.358), (584127.861, 4511505.740), (584707.103, 4511787.957), (584314.109, 4512238.276), (584035.928, 4511529.137), (584768.803, 4511724.879), (584255.980, 4512181.610), (584128.911, 4511455.242), (584781.709, 4511725.631), (584302.663, 4512157.624), (584087.506, 4511480.375), (584629.342, 4511713.800), (584347.334, 4512258.962), (584196.095, 4511435.187), (584711.466, 4511688.203), (584401.948, 4512284.788), (584091.214, 4511489.504), (584628.615, 4511720.181), (584267.572, 4512267.078), (584163.565, 4511494.147), (584634.015, 4511706.334)]
distances = [
{0.0000, 426.5016, 388.6408, 407.9319, 313.3573, 321.7746, 507.3359, 423.5616, 234.3158, 518.3205, 370.2059, 380.3040, 412.5323, 493.2492, 274.0704, 465.7980, 324.3372, 390.4772, 452.6547, 373.9436, 360.6047, 403.6632, 352.6006, 319.1158, 494.4425, 322.8415, 250.3699, 364.4645, 501.3227, 330.7156, 451.3588, 400.8099, 307.3387, 446.6126, 453.7788, 376.3762, 407.8823, 438.5741, 388.8859, 370.6342, 447.0038, 245.0062, 461.9742, 417.9301, 330.9220, 484.7919, 437.8996, 242.1486, 485.4888, 386.5840, 252.0644}
{426.5016, 0.0000, 742.1631, 676.4586, 122.3385, 710.7263, 779.9351, 172.9579, 621.6088, 786.9388, 59.2252, 744.6255, 679.6080, 118.5289, 677.0683, 782.3332, 129.3816, 725.6939, 788.7409, 96.0504, 756.5802, 725.1652, 74.1477, 672.8533, 790.9895, 131.6710, 639.4856, 686.0271, 102.0174, 731.6205, 786.4544, 77.2465, 692.1105, 740.6815, 27.5246, 731.9180, 668.4353, 111.2645, 744.6081, 661.2160, 68.0181, 594.5774, 771.8898, 173.3883, 667.5897, 817.2243, 61.5822, 595.7530, 753.6751, 114.3637, 596.9631}
{388.6408, 742.1631, 0.0000, 692.0319, 620.2293, 100.0633, 762.1376, 655.7757, 159.1250, 774.1805, 683.3427, 25.2552, 696.4991, 761.0441, 154.9767, 686.0372, 614.6626, 39.6655, 652.1360, 658.8925, 112.7929, 637.7789, 672.4874, 71.4895, 729.0232, 612.4500, 147.1008, 612.5864, 782.0745, 130.5824, 652.5987, 687.0487, 99.5731, 696.7410, 768.7446, 12.4003, 698.2733, 703.5036, 5.1782, 647.5015, 733.4012, 151.2572, 690.9479, 650.3320, 76.2130, 679.3805, 726.9451, 151.8310, 749.4447, 657.1350, 147.1246}
{407.9319, 676.4586, 692.0319, 0.0000, 612.4330, 594.4465, 106.1274, 758.9843, 544.7462, 115.2506, 641.4752, 672.4430, 4.6883, 783.7934, 537.4165, 121.9303, 637.2850, 712.8214, 150.4531, 676.8538, 605.6161, 94.8682, 620.7487, 641.2931, 116.1149, 636.9964, 550.9648, 90.3566, 776.4139, 575.3831, 147.5522, 694.7322, 592.4602, 69.3704, 696.8865, 680.5615, 13.1900, 744.0590, 689.6038, 44.5775, 728.5474, 594.4542, 107.4299, 754.3972, 666.5151, 166.0654, 718.7845, 588.9521, 80.9686, 699.8592, 603.2248}
{313.3573, 122.3385, 620.2293, 612.4330, 0.0000, 588.6238, 718.2807, 150.5238, 499.7416, 726.5947, 63.1956, 622.4073, 616.1011, 183.0830, 555.8819, 708.3823, 29.6694, 604.4758, 709.3273, 65.7043, 634.6526, 648.3752, 54.0293, 550.6985, 722.9031, 30.7129, 517.6151, 608.0625, 188.1816, 610.0525, 707.2808, 89.1639, 569.9279, 671.9225, 149.4456, 609.8885, 606.2254, 134.0369, 622.6101, 590.6631, 133.8842, 472.2851, 699.5592, 146.8204, 545.9506, 739.4315, 124.6323, 473.4293, 692.4760, 87.4275, 474.7400}
{321.7746, 710.7263, 100.0633, 594.4465, 588.6238, 0.0000, 662.6115, 646.5019, 90.3277, 674.6452, 651.5123, 78.3137, 598.8624, 744.7864, 57.8493, 586.0246, 587.7400, 130.0098, 552.0785, 634.9745, 47.8257, 538.1872, 638.2378, 82.5400, 629.1124, 585.6550, 72.7901, 513.6967, 762.4068, 39.1818, 552.5372, 663.5509, 20.0760, 597.3418, 738.0048, 90.0451, 601.0984, 686.6519, 96.8176, 549.8714, 710.9977, 127.5274, 591.0361, 640.8122, 113.9283, 579.3918, 703.5941, 123.7635, 650.3124, 637.3066, 129.5721}
{507.3359, 779.9351, 762.1376, 106.1274, 718.2807, 662.6115, 0.0000, 865.0745, 622.8664, 12.0560, 746.3160, 740.8849, 102.2813, 888.5450, 607.4000, 90.2902, 743.2861, 786.3836, 133.2018, 782.5343, 667.5253, 124.4669, 725.6403, 717.2188, 47.3181, 743.0140, 626.9505, 152.4950, 880.4362, 639.1190, 131.1109, 800.0674, 663.1920, 65.8054, 799.7278, 751.2552, 112.1643, 849.5605, 759.2209, 136.9481, 833.2022, 677.5569, 78.5473, 860.4988, 744.3841, 126.0962, 823.4719, 671.7384, 26.2911, 805.7070, 686.3647}
{423.5616, 172.9579, 655.7757, 758.9843, 150.5238, 646.5019, 865.0745, 0.0000, 564.0283, 873.7396, 152.7458, 663.5808, 762.7932, 113.3058, 625.3125, 850.4140, 122.8815, 631.9800, 848.3851, 96.4114, 694.2472, 789.3771, 167.1479, 592.2435, 867.4470, 122.8482, 581.2455, 748.7703, 142.4023, 674.5466, 846.4965, 98.5739, 626.6314, 816.4713, 184.4607, 647.2784, 753.3511, 67.6888, 659.1388, 735.0155, 115.6729, 520.7426, 842.4167, 5.8083, 579.5771, 879.2258, 116.6349, 523.6300, 839.5056, 69.3201, 520.6861}
