12 3 [20, 20, 20]
capacities = [100000, 38, 44, 41, 40, 34, 38, 34, 32, 21, 29, 44, 28]
initial     = [50000, 15, 14, 27, 20, 5, 14, 21, 25, 13, 22, 15, 19]
target      = [0, 8, 13, 17, 31, 13, 29, 17, 23, 2, 26, 25, 16]
weights    = [0.000000, 0.201136, 0.063287, 0.151604, 0.111290, 0.156294, 0.139342, 0.090642, 0.065020, 1.000000, 0.076573, 0.119091, 0.082386]
min_ratio  = [0.0000, 0.7000, 0.7000, 0.7000, 0.4516, 0.2692, 0.3379, 0.7000, 0.7000, 0.7000, 0.5923, 0.4200, 0.7000]
points = [(584400.000, 4511800.000), (584192.450, 4511464.212), (584706.909, 4511843.799), (584255.074, 4512178.157), (584152.421, 4511501.816), (584661.225, 4511742.477), (584307.548, 4512177.190), (584073.726, 4511452.172), (584759.499, 4511740.110), (584276.606, 4512151.718), (584179.137, 4511519.424), (584658.406, 4511748.734), (584360.270, 4512152.962)]
distances = [
{0.0000, 394.7537, 310.0182, 404.9766, 387.5678, 267.4830, 388.3548, 476.9063, 364.4540, 372.7352, 357.0763, 263.4421, 355.1912}
{394.7537, 0.0000, 639.3389, 716.6855, 54.9211, 545.1433, 722.2079, 119.3333, 630.6066, 692.6370, 56.7943, 545.9558, 708.9007}
{310.0182, 639.3389, 0.0000, 562.0940, 651.4666, 111.1449, 520.2289, 744.5086, 116.2641, 529.1260, 619.4858, 106.7236, 464.4781}
{404.9766, 716.6855, 562.0940, 0.0000, 684.0861, 595.6300, 52.4832, 748.2922, 668.0797, 34.0976, 663.0949, 589.1355, 108.1716}
{387.5678, 54.9211, 651.4666, 684.0861, 0.0000, 562.8487, 692.9601, 93.0462, 652.1715, 661.6599, 31.9960, 563.0176, 683.5147}
{267.4830, 545.1433, 111.1449, 595.6300, 562.8487, 0.0000, 560.4124, 655.3110, 98.3033, 561.6133, 531.1889, 6.8624, 508.9906}
{388.3548, 722.2079, 520.2289, 52.4832, 692.9601, 560.4124, 0.0000, 761.7900, 628.7282, 40.0778, 670.1828, 553.7829, 58.0225}
{476.9063, 119.3333, 744.5086, 748.2922, 93.0462, 655.3110, 761.7900, 0.0000, 743.7702, 728.3716, 125.0375, 655.5916, 757.1098}
{364.4540, 630.6066, 116.2641, 668.0797, 652.1715, 98.3033, 628.7282, 743.7702, 0.0000, 634.5136, 620.9052, 101.4608, 574.3093}
{372.7352, 692.6370, 529.1260, 34.0976, 661.6599, 561.6133, 40.0778, 728.3716, 634.5136, 0.0000, 639.7621, 555.1281, 83.6737}
{357.0763, 56.7943, 619.4858, 663.0949, 31.9960, 531.1889, 670.1828, 125.0375, 620.9052, 639.7621, 0.0000, 531.3023, 658.9233}
{263.4421, 545.9558, 106.7236, 589.1355, 563.0176, 6.8624, 553.7829, 655.5916, 101.4608, 555.1281, 531.3023, 0.0000, 502.2801}
{355.1912, 708.9007, 464.4781, 108.1716, 683.5147, 508.9906, 58.0225, 757.1098, 574.3093, 83.6737, 658.9233, 502.2801, 0.0000}
]
