20 3 [30, 30, 30]
capacities = [100000, 44, 41, 45, 30, 20, 25, 32, 20, 35, 47, 50, 31, 38, 30, 28, 26, 47, 27, 21, 46]
initial     = [50000, 23, 9, 17, 24, 13, 5, 6, 13, 10, 31, 23, 11, 28, 21, 20, 1, 20, 9, 13, 11]
target      = [0, 33, 22, 17, 18, 7, 5, 23, 19, 22, 32, 15, 26, 23, 7, 18, 24, 15, 21, 4, 28]
weights    = [0.000000, 0.177946, 0.299495, 0.050000, 0.190741, 0.411905, 0.050000, 0.362077, 0.183333, 0.280303, 0.063194, 0.275185, 0.293590, 0.141787, 0.894444, 0.096914, 0.454630, 0.190741, 0.291270, 1.000000, 0.306349]
min_ratio  = [0.0000, 0.4879, 0.2864, 0.7000, 0.7000, 0.7000, 0.7000, 0.1826, 0.4789, 0.3182, 0.6781, 0.7000, 0.2962, 0.7000, 0.7000, 0.7000, 0.0292, 0.7000, 0.3000, 0.7000, 0.2750]
points = [(584400.000, 4511800.000), (584084.557, 4511543.544), (584683.331, 4511693.975), (584350.226, 4512263.087), (584081.904, 4511555.133), (584737.723, 4511747.107), (584397.956, 4512168.646), (584105.751, 4511452.464), (584687.755, 4511754.074), (584337.420, 4512152.929), (584159.512, 4511524.985), (584711.658, 4511792.629), (584388.281, 4512297.784), (584093.503, 4511462.668), (584759.409, 4511830.767), (584306.142, 4512271.971), (584073.410, 4511582.646), (584726.893, 4511695.669), (584328.790, 4512250.770), (584152.017, 4511455.076), (584659.741, 4511689.763)]
distances = [
{0.0000, 406.5390, 302.5192, 465.7547, 401.4288, 341.8396, 368.6518, 455.3724, 291.3971, 358.4342, 365.3322, 311.7454, 497.9215, 455.7774, 360.7234, 481.2125, 392.3057, 343.1379, 456.3603, 424.8154, 282.1656}
{406.5390, 0.0000, 617.3813, 767.0223, 11.8894, 684.1513, 699.2651, 93.5130, 638.8824, 659.7651, 77.2179, 674.7586, 813.0963, 81.3688, 733.4317, 761.3839, 40.6606, 660.1036, 748.2108, 111.2537, 593.4779}
{302.5192, 617.3813, 0.0000, 659.4302, 617.2455, 76.0359, 553.8520, 626.0405, 60.2618, 574.7117, 550.4035, 102.6406, 672.0416, 633.5611, 156.5248, 690.1817, 619.9984, 43.5943, 660.0914, 582.5522, 23.9635}
{465.7547, 767.0223, 659.4302, 0.0000, 757.0973, 645.2826, 105.8172, 846.6870, 610.7541, 110.9004, 762.3429, 593.2658, 51.4971, 840.5818, 595.2573, 44.9704, 734.5934, 681.0586, 24.7227, 831.9673, 651.5369}
{401.4288, 11.8894, 617.2455, 757.0973, 0.0000, 683.3393, 690.1356, 105.4023, 637.6783, 650.1142, 83.2582, 673.0492, 803.3657, 93.1897, 731.4284, 751.0916, 28.7944, 660.1220, 738.1491, 122.1776, 593.3134}
{341.8396, 684.1513, 76.0359, 645.2826, 683.3393, 0.0000, 541.4213, 697.2827, 50.4509, 570.0298, 619.4076, 52.4560, 652.1923, 704.2188, 86.4254, 679.5175, 684.3675, 52.5653, 648.7702, 654.4715, 96.7963}
{368.6518, 699.2651, 553.8520, 105.8172, 690.1356, 541.4213, 0.0000, 773.4991, 505.8200, 62.5429, 686.4071, 489.6919, 129.4993, 768.8278, 494.7833, 138.2234, 669.8700, 576.1133, 107.3697, 754.7637, 545.7660}
{455.3724, 93.5130, 626.0405, 846.6870, 105.4023, 697.2827, 773.4991, 0.0000, 655.5136, 737.7818, 90.2753, 694.8643, 891.2847, 15.9413, 755.2367, 843.6514, 134.1394, 667.0578, 828.8787, 46.3403, 602.6739}
{291.3971, 638.8824, 60.2618, 610.7541, 637.6783, 50.4509, 505.8200, 655.5136, 0.0000, 530.8673, 575.7800, 45.3635, 620.7296, 661.8556, 104.9576, 643.3083, 637.8148, 70.3053, 612.8321, 613.5267, 70.1479}
{358.4342, 659.7651, 574.7117, 110.9004, 650.1142, 570.0298, 62.5429, 737.7818, 530.8673, 0.0000, 652.6595, 519.4905, 153.5241, 732.0897, 530.9076, 123.0821, 628.4295, 600.6457, 98.2213, 722.0617, 564.2814}
{365.3322, 77.2179, 550.4035, 762.3429, 83.2582, 619.4076, 686.4071, 90.2753, 575.7800, 652.6595, 0.0000, 613.5950, 805.9480, 90.7776, 673.3342, 761.2405, 103.6260, 592.4979, 745.2644, 70.3101, 526.6692}
{311.7454, 674.7586, 102.6406, 593.2658, 673.0492, 52.4560, 489.6919, 694.8643, 45.3635, 519.4905, 613.5950, 0.0000, 599.7952, 700.7067, 61.1117, 627.8629, 671.9031, 98.1492, 597.0607, 653.5597, 115.2254}
