20 3 [30, 30, 30]
capacities = [100000, 20, 21, 27, 44, 32, 48, 24, 30, 50, 40, 37, 36, 25, 45, 38, 23, 33, 39, 30, 43]
initial     = [50000, 13, 16, 19, 44, 26, 45, 3, 27, 9, 9, 32, 1, 25, 44, 9, 0, 25, 0, 0, 41]
target      = [0, 6, 3, 7, 9, 4, 14, 24, 6, 39, 30, 12, 34, 3, 2, 35, 23, 6, 37, 26, 10]
weights    = [0.000000, 0.102778, 0.246032, 0.127551, 0.225926, 0.298810, 0.150170, 0.089583, 0.208333, 0.084799, 0.081667, 0.125397, 0.093908, 0.381746, 1.000000, 0.083605, 0.095238, 0.193254, 0.095238, 0.095238, 0.190238]
min_ratio  = [0.0000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.0875, 0.7000, 0.1615, 0.2100, 0.7000, 0.0206, 0.7000, 0.7000, 0.1800, 0.0000, 0.7000, 0.0000, 0.0000, 0.7000]
points = [(584400.000, 4511800.000), (584199.806, 4511489.448), (584647.013, 4511744.554), (584360.279, 4512222.413), (584145.141, 4511564.290), (584633.623, 4511764.185), (584305.478, 4512243.244), (584117.615, 4511493.832), (584722.272, 4511813.896), (584303.126, 4512237.509), (584169.389, 4511524.089), (584731.439, 4511753.500), (584262.299, 4512264.242), (584162.541, 4511538.623), (584669.092, 4511698.171), (584364.241, 4512139.189), (584073.857, 4511518.336), (584655.880, 4511790.553), (584249.847, 4512207.448), (584187.066, 4511452.433), (584652.504, 4511710.139)]
distances = [
{0.0000, 369.4862, 253.1592, 424.2766, 347.1493, 236.3519, 453.2102, 416.5097, 322.5717, 448.1053, 359.5943, 334.6852, 484.2341, 353.1360, 287.7147, 341.0686, 430.9336, 256.0547, 434.2350, 407.6077, 268.0178}
{369.4862, 0.0000, 514.8524, 750.3261, 92.6803, 513.4949, 761.1665, 82.3083, 615.0098, 755.1620, 46.0999, 593.5965, 777.3106, 61.7000, 513.6095, 670.2255, 129.2193, 546.5049, 719.7420, 39.1466, 503.6267}
{253.1592, 514.8524, 0.0000, 557.2839, 533.2647, 23.7625, 604.4313, 585.7680, 102.3338, 601.0507, 526.0506, 84.8989, 646.5915, 526.4231, 51.3703, 485.4853, 616.1835, 46.8452, 609.9272, 544.8728, 34.8513}
{424.2766, 750.3261, 557.2839, 0.0000, 692.3950, 533.5633, 58.6265, 767.9300, 545.8257, 59.1127, 723.9442, 598.0300, 106.5353, 711.8073, 608.4369, 83.3185, 760.1067, 523.3390, 111.4409, 789.2229, 589.7636}
{347.1493, 92.6803, 533.2647, 692.3950, 0.0000, 527.8001, 697.6292, 75.6438, 628.7959, 691.5078, 46.9478, 616.0735, 709.6899, 31.0089, 540.7862, 615.2351, 84.8119, 558.6144, 651.6260, 119.4562, 527.9110}
{236.3519, 513.4949, 23.7625, 533.5633, 527.8001, 0.0000, 580.6688, 582.5418, 101.6362, 577.2896, 522.6458, 98.3984, 622.8473, 522.2993, 74.9395, 461.7294, 611.3747, 34.5059, 586.3155, 544.6122, 57.2499}
{453.2102, 761.1665, 604.4313, 58.6265, 697.6292, 580.6688, 0.0000, 772.5999, 598.3790, 6.1986, 731.9176, 649.0704, 48.0142, 718.9727, 655.2249, 119.5014, 761.0122, 572.4606, 66.1518, 799.6272, 636.1043}
{416.5097, 82.3083, 585.7680, 767.9300, 75.6438, 582.5418, 772.5999, 0.0000, 684.1430, 766.4656, 59.9675, 666.4891, 783.8787, 63.4394, 588.1173, 690.8766, 50.1513, 614.6324, 725.7643, 80.8540, 576.9709}
{322.5717, 615.0098, 102.3338, 545.8257, 628.7959, 101.6362, 598.3790, 684.1430, 0.0000, 595.9291, 624.2335, 61.0878, 643.7296, 623.7586, 127.3589, 483.7372, 712.5992, 70.3761, 614.8732, 645.8339, 125.0325}
{448.1053, 755.1620, 601.0507, 59.1127, 691.5078, 577.2896, 6.1986, 766.4656, 595.9291, 0.0000, 725.8463, 646.3102, 48.8012, 712.8855, 651.7793, 115.7665, 754.8336, 569.3902, 61.1739, 793.6085, 632.6014}
{359.5943, 46.0999, 526.0506, 723.9442, 46.9478, 522.6458, 731.9176, 59.9675, 624.2335, 725.8463, 0.0000, 607.0661, 745.9619, 16.0665, 529.1575, 645.2249, 95.7050, 554.6858, 688.0794, 73.8047, 517.7012}
{334.6852, 593.5965, 84.8989, 598.0300, 616.0735, 98.3984, 649.0704, 666.4891, 61.0878, 646.3102, 607.0661, 0.0000, 693.5062, 608.1263, 83.3569, 532.5320, 698.3666, 84.1550, 661.8158, 622.0800, 90.0605}
{484.2341, 777.3106, 646.5915, 106.5353, 709.6899, 622.8473, 48.0142, 783.8787, 643.7296, 48.8012, 745.9619, 693.5062, 0.0000, 732.4449, 697.0779, 161.3403, 769.3419, 615.8640, 58.1430, 815.2885, 677.7105}
{353.1360, 61.7000, 526.4231, 711.8073, 31.0089, 522.2993, 718.9727, 63.4394, 623.7586, 712.8855, 16.0665, 608.1263, 732.4449, 0.0000, 531.0841, 633.5321, 90.9741, 553.9429, 674.4998, 89.6117, 519.1167}
{287.7147, 513.6095, 51.3703, 608.4369, 540.7862, 74.9395, 655.2249, 588.1173, 127.3589, 651.7793, 529.1575, 83.3569, 697.0779, 531.0841, 0.0000, 536.1256, 621.8082, 93.3215, 659.6436, 541.0516, 20.4543}
{341.0686, 670.2255, 485.4853, 83.3185, 615.2351, 461.7294, 119.5014, 690.8766, 483.7372, 115.7665, 645.2249, 532.5320, 161.3403, 633.5321, 536.1256, 0.0000, 685.4061, 454.5332, 133.2118, 709.2429, 516.8943}
{430.9336, 129.2193, 616.1835, 760.1067, 84.8119, 611.3747, 761.0122, 50.1513, 712.5992, 754.8336, 95.7050, 698.3666, 769.3419, 90.9741, 621.8082, 685.4061, 0.0000, 642.5362, 711.2303, 130.9940, 609.6070}
{256.0547, 546.5049, 46.8452, 523.3390, 558.6144, 34.5059, 572.4606, 614.6324, 70.3761, 569.3902, 554.6858, 84.1550, 615.8640, 553.9429, 93.3215, 454.5332, 642.5362, 0.0000, 581.9492, 578.0243, 80.4850}
{434.2350, 719.7420, 609.9272, 111.4409, 651.6260, 586.3155, 66.1518, 725.7643, 614.8732, 61.1739, 688.0794, 661.8158, 58.1430, 674.4998, 659.6436, 133.2118, 711.2303, 581.9492, 0.0000, 757.6215, 639.8826}
{407.6077, 39.1466, 544.8728, 789.2229, 119.4562, 544.6122, 799.6272, 80.8540, 645.8339, 793.6085, 73.8047, 622.0800, 815.2885, 89.6117, 541.0516, 709.2429, 130.9940, 578.0243, 757.6215, 0.0000, 532.0200}
{268.0178, 503.6267, 34.8513, 589.7636, 527.9110, 57.2499, 636.1043, 576.9709, 125.0325, 632.6014, 517.7012, 90.0605, 677.7105, 519.1167, 20.4543, 516.8943, 609.6070, 80.4850, 639.8826, 532.0200, 0.0000}
]
