source,instance_name,method,status,method_scope,solves_original_objective,is_bpc,certified_original_problem,verifier_passed,gap,unresolved_intervals,invalid_bound_intervals,open_nodes,sealed_run,no_archive_scanning,no_external_known_ub,no_focus_only_certificate,sealed_run_forbidden_source_used,finalization_source,audit_passed,failure_count,failures,warnings
results\gf_compact_bc_effectiveness_round\raw\cplex_high_imbalance_seed3201_1200s.json,high_imbalance_seed3201.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.162092241915,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_compact_bc_effectiveness_round\raw\cplex_high_imbalance_seed3201_300s.json,high_imbalance_seed3201.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.225923879082,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_compact_bc_effectiveness_round\raw\cplex_high_imbalance_seed3202_300s.json,high_imbalance_seed3202.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.648494523703,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_compact_bc_effectiveness_round\raw\cplex_moderate_seed3301_1200s.json,moderate_seed3301.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.17735502905,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_compact_bc_effectiveness_round\raw\cplex_moderate_seed3301_300s.json,moderate_seed3301.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.479376638002,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_compact_bc_effectiveness_round\raw\cplex_moderate_seed3302_300s.json,moderate_seed3302.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.463484964416,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_compact_bc_effectiveness_round\raw\cplex_tight_T_seed3101_300s.json,tight_T_seed3101.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.881554626291,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_compact_bc_effectiveness_round\raw\cplex_tight_T_seed3102_300s.json,tight_T_seed3102.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.242780166519,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_compact_bc_effectiveness_round\raw\cplex_V100_M5_high_imbalance_300s.json,V100_M5_high_imbalance_seed6201.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.526887737115,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_compact_bc_effectiveness_round\raw\cplex_V100_M5_moderate_300s.json,V100_M5_moderate_seed6101.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.831499465338,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_compact_bc_effectiveness_round\raw\cplex_V12_M1_300s.json,regen_candidate_V12_M1_average.txt,cplex,optimal,plain_cplex,True,False,True,True,0.0,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_compact_bc_effectiveness_round\raw\cplex_V12_M2_300s.json,regen_candidate_V12_M2_average.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.132194669204,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_compact_bc_effectiveness_round\raw\cplex_V50_M3_high_imbalance_300s.json,V50_M3_high_imbalance_seed5201.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.533110343572,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_compact_bc_effectiveness_round\raw\cplex_V50_M3_moderate_300s.json,V50_M3_moderate_seed5101.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.825313657644,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_compact_bc_effectiveness_round\raw\exact_high_imbalance_seed3201_300s.json,high_imbalance_seed3201.txt,gcap-frontier,gcap_frontier_not_closed,original_compact,True,False,False,True,0.052343466017,1,0,2,True,True,True,True,False,solver_final_json,True,0,,
