state_id,arm,policy,mode,cap_seconds,executable_sha256,completion_status,rows,columns,nonzeros,station_state_formulation,selector_variables,perspective_variables,aggregate_mccormick_rows,engineering_gate,certificate,false_certificate,lower_bound,verified_upper_bound,gap,normalized_gap_integral,work,time_seconds,nodes,simplex_iterations,root_bound,root_work,root_time_seconds,model_build_seconds,peak_memory_gb,artifact_dir
D11,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,capped,10870,3372,53705,bit-product,0,0,0,True,False,False,0.5902994530943967,0.6007044366851081,0.017321303049016336,0.04458933361253107,597.6309421569482,298.044452,3721,1702720,0.5137,52.9256,25.514,0.0875841,0.154516054,results/gf_k1_am_sf_station_state_chain_round55/local_raw/stable_requalification_d1_d14_300s/F0-CLEAN/D11
D12,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,3757,1402,16028,bit-product,0,0,0,True,True,False,0.6471164334555012,0.6471164334555021,1.3725171758618295e-15,0.054705220725198206,115.8245560515515,73.1086072,8854,674544,0.113165,4.32582,3.09381,0.0353075,0.056999952,results/gf_k1_am_sf_station_state_chain_round55/local_raw/stable_requalification_d1_d14_300s/F0-CLEAN/D12
D13,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,10884,3376,53713,bit-product,0,0,0,True,True,False,2.4434031919432027,2.4434031919432,0,0.019246041649619607,469.8380750590921,256.6562213,14010,1335194,2.27124,19.8176,11.7457,0.0865024,0.139302528,results/gf_k1_am_sf_station_state_chain_round55/local_raw/stable_requalification_d1_d14_300s/F0-CLEAN/D13
D14,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,capped,10891,3378,53488,bit-product,0,0,0,True,False,False,0.048224666390378236,0.04915255266474515,0.01887768231887667,0.08513279071222338,619.6649057524405,298.0415218,6229,2636818,0.0399624,20.221,9.31549,0.0839853,0.143398436,results/gf_k1_am_sf_station_state_chain_round55/local_raw/stable_requalification_d1_d14_300s/F0-CLEAN/D14
D1,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,capped,4008,1964,18164,vd-p,348,348,0,True,False,False,0.043362198907898886,0.04500155005562836,0.03642877069129839,0.06899839504471027,422.42810284978276,298.0322533,31579,4728431,0.0300706,2.71354,1.66864,0.0379642,0.09166626,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D1
D2,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,2593,1235,10574,vd-p,154,154,0,True,True,False,0.5045438521669394,0.5045438521642074,0,0.0033214786603284166,5.343880016970558,3.7795197,472,45776,0.240912,1.89606,1.45929,0.0212272,0.019778032,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D2
D3,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,3740,1696,16682,vd-p,214,214,0,True,True,False,0.5063433075652058,0.506343307565206,2.1926290088907398e-16,0.026784995920702485,79.27804063043503,60.3856922,11287,394292,0.118168,2.23122,1.42111,0.0316855,0.057929315,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D3
D4,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,3740,1696,16682,vd-p,214,214,0,True,True,False,0.5063433075652052,0.506343307565206,1.5348403062235178e-15,0.020391941734535592,55.140254521244074,39.4382496,6935,245351,0.119571,2.2553,1.39158,0.0315551,0.06514821,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D4
D5,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,3740,1696,16908,vd-p,214,214,0,True,True,False,1e+100,0.506422789224163,0,0.0007259359063188408,3.3723586486444277,2.332674,81,13391,0.333321,2.48706,1.71991,0.0417464,0.03181398,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D5
D6,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,2740,1324,11568,vd-p,220,220,0,True,True,False,0.7062530985290746,0.7062530985290749,4.715970918658353e-16,0.0011693510748443366,2.9145841756487165,2.28745,319,16110,0.396747,1.33184,1.01633,0.0240567,0.028076258,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D6
D7,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,2740,1324,11568,vd-p,220,220,0,True,True,False,0.7062530985290754,0.7062530985290749,0,0.0010925266453844127,2.5792473120940884,2.0454615,400,14389,0.400795,1.43053,1.07236,0.0452651,0.021468703,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D7
D8,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,2740,1324,11800,vd-p,220,220,0,True,True,False,1e+100,0.7062530985290749,0,0.0003496277340701906,0.27186509710172946,0.2838005,1,1202,0.657923,0.151503,0.109225,0.0262795,0.01501499,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D8
D9,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,capped,11346,4358,55812,vd-p,603,603,0,True,False,False,0.5653502721866284,0.6007044366851081,0.058854508705772274,0.0664483924040788,578.1688733702451,298.0537874,1144,782258,0.456092,42.9241,20.2585,0.1019204,0.16420668,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D9
D10,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,11346,4358,55812,vd-p,603,603,0,True,True,False,1e+100,0.6007044366851081,0,0.006188599425359105,42.197914643001795,25.7137434,3,74984,0.479839,39.7753,24.5424,0.0969888,0.088476611,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D10
D11,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,capped,11346,4358,56435,vd-p,603,603,0,True,False,False,0.5828008110539223,0.6007044366851081,0.02980438388300253,0.04688136057167273,581.6127328204757,298.0466462,2277,1095733,0.513571,53.8045,26.577,0.0960096,0.176613388,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D11
D12,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,3746,1702,16412,vd-p,217,217,0,True,True,False,0.6471164334555016,0.6471164334555021,6.862585879309148e-16,0.03245481897900145,57.06489188985857,34.7451361,2122,253326,0.132376,3.99868,2.89022,0.0303904,0.061300638,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D12
D13,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,11286,4298,56161,vd-p,573,573,0,True,True,False,2.4434031810583354,2.4434031919432,4.454796736426031e-09,0.014421183952908362,370.2633658025567,203.719288,5600,844176,2.27371,23.0409,13.3345,0.0913463,0.174355111,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D13
D14,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,capped,11514,4526,56362,vd-p,687,687,0,True,False,False,0.047023313418042306,0.04915255266474515,0.043318996293554624,0.06805753281351623,604.8499883723811,298.0435583,2285,1409673,0.0381809,12.5076,6.26081,0.0937222,0.163670717,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D14
D1,VD-J,round55-vd-j,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,4032,1964,18864,vd-j,348,348,0,True,True,False,0.0450015500556283,0.04500155005562836,1.2335386483940687e-15,0.04388627038137247,307.3779130957328,215.5969914,24327,3540006,0.0335387,2.21851,1.48609,0.0367821,0.080944405,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-J/D1
D2,VD-J,round55-vd-j,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,2613,1235,10893,vd-j,154,154,0,True,True,False,0.5045438521642072,0.5045438521642074,4.400898038348613e-16,0.0029616145567236602,4.654031637026066,3.4247793,441,34410,0.25083,1.69933,1.28309,0.0230535,0.019937158,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-J/D2
D3,VD-J,round55-vd-j,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,3764,1696,17123,vd-j,214,214,0,True,True,False,0.506343307565206,0.506343307565206,0,0.028551835055844695,94.05049452407506,64.3611898,12788,519012,0.130008,2.80777,1.8526,0.031434,0.059837046,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-J/D3
D4,VD-J,round55-vd-j,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,3764,1696,17123,vd-j,214,214,0,True,True,False,0.5063433075652061,0.506343307565206,0,0.023311830696112222,62.3358580632806,41.3762946,6867,322656,0.130045,2.65278,1.87977,0.0347087,0.058114405,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-J/D4
D5,VD-J,round55-vd-j,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,3764,1696,17349,vd-j,214,214,0,True,True,False,1e+100,0.506422789224163,0,0.0006842201016619855,2.9420417468800713,2.0437271,97,12163,0.333321,2.10645,1.41459,0.044803,0.034940433,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-J/D5
D6,VD-J,round55-vd-j,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,2764,1324,12019,vd-j,220,220,0,True,True,False,0.7062530985290765,0.7062530985290749,0,0.0010662362472628852,2.4934735465515057,1.9454602,379,14153,0.419751,1.40747,1.06154,0.0237476,0.022466541,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-J/D6
D7,VD-J,round55-vd-j,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,2764,1324,12019,vd-j,220,220,0,True,True,False,0.7062530985290771,0.7062530985290749,0,0.0009208079252943903,2.0259849431843033,1.5812017,221,9680,0.427376,1.42269,1.04546,0.0299496,0.021859083,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-J/D7
D8,VD-J,round55-vd-j,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,2764,1324,12251,vd-j,220,220,0,True,True,False,1e+100,0.7062530985290749,0,0.0003232937922051235,0.27343005708066576,0.2807684,1,1187,0.657923,0.152521,0.0990421,0.0285287,0.014244963,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-J/D8
D9,VD-J,round55-vd-j,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,capped,11386,4358,57027,vd-j,603,603,0,True,False,False,0.5652786745415769,0.6007044366851081,0.05897369817846302,0.06549878732029149,593.603035602821,298.044484,1213,795025,0.483975,46.072,22.9083,0.0966742,0.160482507,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-J/D9
D10,VD-J,round55-vd-j,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,11386,4358,57027,vd-j,603,603,0,True,True,False,1e+100,0.6007044366851081,0,0.004506606593430954,38.12994276237105,19.9778971,3,66433,0.499548,35.9403,18.9017,0.0943939,0.088688928,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-J/D10
D11,VD-J,round55-vd-j,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,capped,11386,4358,57650,vd-j,603,603,0,True,False,False,0.5764686161872442,0.6007044366851081,0.040345665884549485,0.052634823530753404,560.2842388931181,298.0475294,1118,741934,0.513552,49.283,24.0995,0.0949822,0.199331691,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-J/D11
D12,VD-J,round55-vd-j,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,3770,1702,16859,vd-j,217,217,0,True,True,False,0.6471164334555018,0.6471164334555021,3.431292939654574e-16,0.031646146333820346,61.47537209502648,36.0147829,2451,310767,0.136374,3.76636,2.68805,0.0321397,0.067626181,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-J/D12
D13,VD-J,round55-vd-j,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,capped,11326,4298,57321,vd-j,573,573,0,True,False,False,2.4245218574221963,2.4434031919432,0.007727473952421125,0.03000950041985569,562.303260927356,298.0430551,5051,1180068,2.27896,21.7939,12.8292,0.0927674,0.152356898,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-J/D13
D14,VD-J,round55-vd-j,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,capped,11554,4526,57739,vd-j,687,687,0,True,False,False,0.0462111350755994,0.04915255266474515,0.05984262117998788,0.08091038045552483,644.5558539967759,298.0457569,1455,1952539,0.0424591,21.5964,10.2085,0.0927567,0.151837434,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-J/D14
