12 2 [20, 20]
capacities = [100000, 24, 36, 27, 50, 39, 47, 21, 21, 25, 22, 49, 27]
initial     = [50000, 2, 21, 22, 27, 13, 23, 17, 17, 5, 22, 21, 5]
target      = [0, 9, 10, 20, 28, 11, 16, 1, 14, 6, 21, 16, 25]
weights    = [0.000000, 0.096181, 0.115312, 0.055938, 0.052121, 0.060795, 0.075977, 1.000000, 0.062723, 0.059896, 0.052827, 0.068555, 0.097500]
min_ratio  = [0.0000, 0.1556, 0.7000, 0.7000, 0.6750, 0.7000, 0.7000, 0.7000, 0.7000, 0.5833, 0.7000, 0.7000, 0.1400]
points = [(584400.000, 4511800.000), (584043.201, 4511582.567), (584673.849, 4511681.914), (584277.391, 4512233.824), (584048.859, 4511481.951), (584770.085, 4511808.841), (584330.931, 4512293.957), (584177.226, 4511518.203), (584782.938, 4511774.156), (584251.939, 4512170.808), (584035.619, 4511498.410), (584722.849, 4511755.948), (584272.180, 4512157.181)]
distances = [
{0.0000000000, 278.5535378674, 198.8161232843, 300.5447322975, 315.8444554097, 246.7939875516, 332.5084651163, 239.4788818243, 255.8725929980, 266.1831932088, 315.3340219255, 217.2271471883, 252.9085410864}
{278.5535378674, 0.0000000000, 425.6167295388, 461.3890472050, 67.1836218050, 507.5256225543, 511.5831003100, 99.1188966896, 509.4293784425, 416.1187232823, 56.3321143731, 467.6095633299, 412.3706253092}
{198.8161232843, 425.6167295388, 0.0000000000, 453.0308821834, 437.4662755633, 106.1901036906, 467.7080285253, 348.6076203540, 95.2396657288, 430.5163614556, 442.7247793482, 59.1871332227, 414.8449363571}
{300.5447322975, 461.3890472050, 453.0308821834, 0.0000000000, 523.8911991440, 433.7731613443, 53.6762815859, 481.7310785443, 455.5201806833, 45.3078593317, 516.0908602392, 435.5318678699, 51.2133709517}
{315.8444554097, 67.1836218050, 437.4662755633, 523.8911991440, 0.0000000000, 527.8989607215, 573.0691690229, 88.9247177605, 526.7319969451, 478.7786321063, 14.0825464497, 485.0368721151, 474.1341185993}
{246.7939875516, 507.5256225543, 106.1901036906, 433.7731613443, 527.8989607215, 0.0000000000, 436.2436345949, 440.1782253947, 24.6597101593, 421.3708906166, 531.5839052458, 47.2764815754, 405.1067259018}
{332.5084651163, 511.5831003100, 467.7080285253, 53.6762815859, 573.0691690229, 436.2436345949, 0.0000000000, 527.2231546003, 459.2279409805, 97.5374129106, 565.7264501630, 443.7483598703, 99.2405800322}
{239.4788818243, 99.1188966896, 348.6076203540, 481.7310785443, 88.9247177605, 440.1782253947, 527.2231546003, 0.0000000000, 438.3803700745, 437.9116157737, 95.3222036811, 396.7802382465, 430.6627699428}
{255.8725929980, 509.4293784425, 95.2396657288, 455.5201806833, 526.7319969451, 24.6597101593, 459.2279409805, 438.3803700745, 0.0000000000, 441.8606410636, 531.0456198453, 41.8577559889, 425.6142513677}
{266.1831932088, 416.1187232823, 430.5163614556, 45.3078593317, 478.7786321063, 421.3708906166, 97.5374129106, 437.9116157737, 441.8606410636, 0.0000000000, 470.8918839379, 418.3908187963, 16.2666713569}
{315.3340219255, 56.3321143731, 442.7247793482, 516.0908602392, 14.0825464497, 531.5839052458, 565.7264501630, 95.3222036811, 531.0456198453, 470.8918839379, 0.0000000000, 489.2676223263, 466.6379029188}
{217.2271471883, 467.6095633299, 59.1871332227, 435.5318678699, 485.0368721151, 47.2764815754, 443.7483598703, 396.7802382465, 41.8577559889, 418.3908187963, 489.2676223263, 0.0000000000, 402.2661557356}
{252.9085410864, 412.3706253092, 414.8449363571, 51.2133709517, 474.1341185993, 405.1067259018, 99.2405800322, 430.6627699428, 425.6142513677, 16.2666713569, 466.6379029188, 402.2661557356, 0.0000000000}
]
