10 1 [20]
capacities = [100000, 26, 42, 45, 31, 45, 48, 34, 23, 28, 23]
initial     = [50000, 21, 33, 14, 25, 34, 13, 18, 4, 20, 22]
target      = [0, 13, 18, 27, 18, 21, 14, 14, 12, 6, 1]
weights    = [0.000000, 0.077839, 0.087698, 0.071781, 0.067593, 0.078005, 0.053231, 0.062925, 0.080159, 0.155556, 1.000000]
min_ratio  = [0.0000, 0.7000, 0.7000, 0.3630, 0.7000, 0.7000, 0.6500, 0.7000, 0.2333, 0.7000, 0.7000]
points = [(584400.000, 4511800.000), (584046.701, 4511492.657), (584748.562, 4511817.739), (584266.217, 4512293.454), (584134.708, 4511531.944), (584617.731, 4511829.263), (584283.561, 4512206.736), (584107.040, 4511433.177), (584740.502, 4511685.202), (584281.630, 4512207.140), (584122.606, 4511518.335)]
distances = [
{0.0000, 468.2734, 349.0128, 511.2679, 377.1390, 219.6892, 423.0749, 469.4510, 359.3334, 423.9983, 395.3261}
{468.2734, 0.0000, 773.4899, 830.3397, 96.3778, 662.8572, 752.3376, 84.7266, 720.0236, 752.1154, 80.1307}
{349.0128, 773.4899, 0.0000, 677.4670, 677.1227, 131.3369, 606.2547, 747.9554, 132.7815, 607.9960, 693.8754}
{511.2679, 830.3397, 677.4670, 0.0000, 772.7821, 582.2675, 88.4355, 874.8792, 771.3088, 87.6794, 788.3112}
{377.1390, 96.3778, 677.1227, 772.7821, 0.0000, 567.1953, 691.0147, 102.5689, 624.8801, 690.9959, 18.2118}
{219.6892, 662.8572, 131.3369, 582.2675, 567.1953, 0.0000, 504.1386, 646.2891, 189.2786, 505.7226, 584.6586}
{423.0749, 752.3376, 606.2547, 88.4355, 691.0147, 504.1386, 0.0000, 793.4436, 693.3927, 1.9732, 706.9675}
{469.4510, 84.7266, 747.9554, 874.8792, 102.5689, 646.2891, 793.4436, 0.0000, 681.7557, 793.4100, 86.5682}
{359.3334, 720.0236, 132.7815, 771.3088, 624.8801, 189.2786, 693.3927, 681.7557, 0.0000, 694.9703, 640.0317}
{423.9983, 752.1154, 607.9960, 87.6794, 690.9959, 505.7226, 1.9732, 793.4100, 694.9703, 0.0000, 706.9238}
{395.3261, 80.1307, 693.8754, 788.3112, 18.2118, 584.6586, 706.9675, 86.5682, 640.0317, 706.9238, 0.0000}
]
