20 2 [30, 30]
capacities = [100000, 22, 23, 26, 39, 44, 24, 37, 30, 25, 46, 47, 38, 47, 39, 49, 27, 43, 35, 40, 29]
initial     = [50000, 16, 5, 20, 8, 29, 4, 13, 12, 0, 28, 13, 9, 18, 22, 15, 2, 18, 29, 26, 20]
target      = [0, 20, 8, 1, 9, 16, 7, 24, 23, 6, 32, 31, 28, 15, 8, 21, 2, 11, 23, 11, 16]
weights    = [0.000000, 0.060000, 0.068750, 1.000000, 0.055556, 0.090625, 0.071429, 0.072917, 0.073913, 0.100000, 0.056250, 0.079032, 0.083929, 0.060000, 0.137500, 0.064286, 0.050000, 0.081818, 0.063043, 0.118182, 0.062500]
min_ratio  = [0.0000, 0.5600, 0.4375, 0.7000, 0.6222, 0.7000, 0.4000, 0.3792, 0.3652, 0.0000, 0.6125, 0.2935, 0.2250, 0.7000, 0.7000, 0.5000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000]
points = [(584400.000, 4511800.000), (584115.011, 4511531.262), (584776.526, 4511682.929), (584402.666, 4512301.232), (584124.652, 4511560.060), (584780.114, 4511749.131), (584399.630, 4512266.782), (584178.846, 4511534.925), (584695.524, 4511835.829), (584321.584, 4512183.880), (584141.728, 4511539.011), (584700.482, 4511809.870), (584303.152, 4512160.859), (584184.546, 4511549.711), (584768.211, 4511729.492), (584342.272, 4512213.453), (584072.425, 4511443.796), (584673.067, 4511681.706), (584275.028, 4512216.967), (584137.302, 4511439.153), (584709.205, 4511789.200)]
distances = [
{0.0000, 391.7123, 394.3067, 501.2390, 365.2232, 383.5029, 466.7819, 345.2160, 297.6877, 391.8067, 367.1777, 300.6437, 373.6294, 330.2502, 374.9012, 417.4641, 483.9283, 297.5885, 435.2927, 446.3419, 309.3931}
{391.7123, 0.0000, 678.6786, 821.9480, 30.3685, 699.8774, 788.6679, 63.9391, 655.5575, 684.5305, 27.8178, 648.3808, 657.1067, 71.9402, 682.6164, 719.0495, 97.2827, 577.9784, 704.1287, 94.7680, 647.7635}
{394.3067, 678.6786, 0.0000, 722.5446, 663.3532, 66.2990, 694.9353, 615.7332, 173.0318, 676.7008, 650.9078, 147.9758, 672.6820, 606.7848, 47.3000, 685.5899, 743.6012, 103.4668, 732.5964, 684.1306, 125.8010}
{501.2390, 821.9480, 722.5446, 0.0000, 791.5982, 668.7924, 34.5836, 798.3245, 549.8777, 142.6386, 805.6481, 574.5704, 172.0685, 782.5346, 678.6089, 106.5481, 918.8337, 675.9653, 152.9438, 901.9969, 596.7766}
{365.2232, 30.3685, 663.3532, 791.5982, 0.0000, 682.1869, 758.3331, 59.7391, 633.9903, 654.1662, 27.1046, 627.6825, 626.7551, 60.7819, 665.4896, 688.6810, 127.4556, 561.7445, 673.8995, 121.5671, 627.8595}
{383.5029, 699.8774, 66.2990, 668.7924, 682.1869, 0.0000, 642.4412, 638.2852, 121.1289, 631.8673, 672.0765, 100.1529, 630.0902, 628.0684, 22.9641, 638.2020, 770.7483, 126.5118, 688.4642, 713.6484, 81.4480}
{466.7819, 788.6679, 694.9353, 34.5836, 758.3331, 642.4412, 0.0000, 764.4347, 522.7552, 113.8593, 772.1162, 547.0650, 143.2750, 748.6336, 651.5613, 78.3193, 885.6460, 645.8182, 134.1906, 868.2085, 569.1398}
{345.2160, 63.9391, 615.7332, 798.3245, 59.7391, 638.2852, 764.4347, 0.0000, 597.9128, 664.4671, 37.3416, 589.6600, 638.1581, 15.8466, 620.6516, 697.9320, 140.1063, 515.5572, 688.7911, 104.3944, 588.1638}
{297.6877, 655.5575, 173.0318, 549.8777, 633.9903, 121.1289, 522.7552, 597.9128, 0.0000, 510.8519, 628.3235, 26.4287, 509.5098, 585.6297, 128.8064, 517.0947, 736.1670, 155.7507, 567.5232, 684.8094, 48.5944}
{391.8067, 684.5305, 676.7008, 142.6386, 654.1662, 631.8673, 113.8593, 664.4671, 510.8519, 0.0000, 669.4800, 532.3969, 29.4907, 648.8064, 637.1371, 36.0913, 780.8996, 612.9585, 57.1162, 767.1884, 553.1917}
{367.1777, 27.8178, 650.9078, 805.6481, 27.1046, 672.0765, 772.1162, 37.3416, 628.3235, 669.4800, 0.0000, 620.9427, 642.4581, 44.1343, 654.8008, 703.6263, 117.7661, 550.1658, 690.9367, 99.9565, 620.1806}
