20 2 [30, 30]
capacities = [100000, 24, 37, 35, 49, 32, 43, 31, 47, 31, 23, 50, 21, 23, 21, 25, 32, 38, 45, 25, 35]
initial     = [50000, 22, 30, 29, 24, 5, 13, 27, 34, 21, 20, 15, 13, 6, 8, 21, 18, 7, 18, 0, 7]
target      = [0, 15, 16, 17, 32, 14, 23, 21, 28, 25, 6, 22, 1, 23, 3, 8, 14, 31, 21, 23, 6]
weights    = [0.000000, 0.086944, 0.119271, 0.105882, 0.069792, 0.100893, 0.084420, 0.072619, 0.066964, 0.062667, 0.234722, 0.075189, 1.000000, 0.108514, 0.181944, 0.178646, 0.072619, 0.111290, 0.061310, 0.129167, 0.063194]
min_ratio  = [0.0000, 0.7000, 0.7000, 0.7000, 0.5250, 0.2500, 0.3957, 0.7000, 0.7000, 0.5880, 0.7000, 0.4773, 0.7000, 0.1826, 0.7000, 0.7000, 0.7000, 0.1581, 0.6000, 0.0000, 0.7000]
points = [(584400.000, 4511800.000), (584184.536, 4511537.180), (584778.866, 4511776.744), (584373.012, 4512299.321), (584098.144, 4511499.689), (584666.523, 4511731.670), (584302.556, 4512244.028), (584047.825, 4511417.122), (584627.163, 4511827.906), (584385.068, 4512258.511), (584141.262, 4511498.599), (584616.825, 4511702.515), (584305.502, 4512293.817), (584142.384, 4511478.172), (584768.972, 4511716.952), (584355.979, 4512160.297), (584080.483, 4511576.820), (584675.830, 4511722.610), (584311.085, 4512233.631), (584189.697, 4511467.848), (584651.802, 4511837.741)]
distances = [
{0.0000, 339.8511, 379.5790, 500.0501, 425.7978, 275.1431, 454.5946, 520.2142, 228.8704, 458.7545, 397.2252, 237.7318, 502.7773, 412.2367, 378.2027, 362.9759, 389.7444, 286.4811, 442.6526, 393.1314, 254.6150}
{339.8511, 0.0000, 640.7953, 785.0998, 94.1768, 519.7477, 716.6326, 181.9450, 529.5656, 748.6864, 57.9757, 462.8276, 766.2450, 72.5174, 611.4596, 646.2712, 111.3482, 525.1226, 707.8542, 69.5242, 555.5846}
{379.5790, 640.7953, 0.0000, 661.6679, 734.9438, 121.0477, 667.2520, 814.7077, 160.0980, 622.2352, 695.6319, 178.2333, 701.0261, 703.0323, 60.6053, 570.9165, 726.4357, 116.3912, 653.8838, 665.2345, 140.9459}
{500.0501, 785.0998, 661.6679, 0.0000, 845.5551, 639.0442, 89.5620, 940.2247, 535.5605, 42.5534, 833.5848, 644.6877, 67.7338, 852.9214, 704.2290, 140.0642, 779.4753, 651.3793, 90.2783, 851.4412, 539.2407}
{425.7978, 94.1768, 734.9438, 845.5551, 0.0000, 613.8978, 771.8965, 96.6921, 622.5653, 811.2560, 43.1319, 556.9283, 820.7532, 49.1958, 705.1339, 709.1410, 79.1263, 619.2054, 764.2079, 96.9326, 648.7040}
{275.1431, 519.7477, 121.0477, 639.0442, 613.8978, 0.0000, 628.4770, 694.0661, 103.9746, 597.3102, 574.6492, 57.6184, 668.0913, 582.2225, 103.5003, 529.3003, 606.1536, 12.9882, 615.0619, 544.9452, 107.0880}
{454.5946, 716.6326, 667.2520, 89.5620, 771.8965, 628.4770, 0.0000, 865.2525, 527.7566, 83.7733, 762.6792, 626.0999, 49.8759, 782.4259, 703.8132, 99.3226, 703.1951, 641.2569, 13.4482, 784.3421, 535.7632}
{520.2142, 181.9450, 814.7077, 940.2247, 96.6921, 694.0661, 865.2525, 0.0000, 710.1941, 906.4598, 123.9716, 636.5614, 913.7788, 112.5545, 780.9933, 804.5295, 163.0031, 698.3645, 857.9001, 150.6676, 736.0087}
{228.8704, 529.5656, 160.0980, 535.5605, 622.5653, 103.9746, 527.7566, 710.1941, 0.0000, 493.9949, 586.9777, 125.8161, 566.1612, 597.7660, 180.0574, 428.9802, 601.5841, 115.9991, 514.3126, 566.5846, 26.5298}
{458.7545, 748.6864, 622.2352, 42.5534, 811.2560, 597.3102, 83.7733, 906.4598, 493.9949, 0.0000, 798.0650, 602.3646, 87.0471, 817.2054, 663.8291, 102.4320, 746.6429, 609.6992, 78.0544, 814.4436, 498.1918}
{397.2252, 57.9757, 695.6319, 833.5848, 43.1319, 574.6492, 762.6792, 123.9716, 586.9777, 798.0650, 0.0000, 517.4384, 812.0010, 20.4581, 664.6037, 695.6628, 99.0580, 579.6069, 754.3943, 57.3728, 612.9183}
