20 2 [30, 30]
capacities = [100000, 35, 34, 45, 38, 34, 45, 35, 32, 27, 48, 38, 25, 34, 34, 37, 22, 30, 47, 41, 34]
initial     = [50000, 30, 3, 45, 7, 29, 5, 33, 1, 20, 5, 35, 1, 29, 4, 30, 6, 24, 6, 41, 6]
target      = [0, 33, 31, 40, 26, 19, 35, 20, 7, 6, 27, 23, 11, 10, 22, 34, 6, 13, 5, 30, 20]
weights    = [0.000000, 0.087013, 0.417742, 0.100893, 0.347527, 0.264286, 0.398980, 0.314643, 0.398980, 1.000000, 0.381746, 0.262422, 0.420130, 0.823571, 0.383117, 0.097899, 0.050000, 0.394505, 0.131429, 0.199286, 0.335000]
min_ratio  = [0.0000, 0.6364, 0.0677, 0.7000, 0.1885, 0.7000, 0.1000, 0.7000, 0.1000, 0.7000, 0.1296, 0.7000, 0.0636, 0.7000, 0.1273, 0.6176, 0.7000, 0.7000, 0.7000, 0.7000, 0.2100]
points = [(584400.000, 4511800.000), (584650.099, 4511898.707), (584297.058, 4512333.983), (584588.756, 4511709.122), (584220.547, 4511603.899), (584611.826, 4511793.887), (584365.966, 4512285.491), (584488.426, 4511678.921), (584124.578, 4511576.679), (584590.758, 4511836.398), (584371.373, 4512257.258), (584613.113, 4511640.333), (584064.528, 4511532.946), (584629.248, 4511727.304), (584270.121, 4512223.964), (584533.688, 4511612.191), (584036.223, 4511500.529), (584739.027, 4511871.163), (584296.270, 4512215.027), (584532.316, 4511688.950), (584075.390, 4511601.911)]
distances = [
{0.0000, 268.8731, 543.8152, 209.4942, 265.8173, 211.9144, 486.6823, 149.9305, 354.5837, 194.1997, 458.1528, 266.2908, 428.7881, 240.4981, 443.4121, 230.5316, 471.1862, 346.4153, 427.7935, 172.7416, 380.2777}
{268.8731, 0.0000, 560.4488, 199.2627, 520.9862, 111.5889, 479.9306, 272.8446, 616.3399, 86.0454, 454.1436, 261.0083, 690.4163, 172.6673, 500.1752, 309.2624, 731.7033, 93.0960, 474.6082, 240.5644, 646.8223}
{543.8152, 560.4488, 0.0000, 689.5937, 734.0822, 625.1260, 84.2598, 682.4422, 776.6972, 577.7982, 106.8154, 762.2606, 834.1050, 691.6718, 113.2682, 759.5906, 873.3160, 639.9523, 118.9587, 686.5962, 764.8963}
{209.4942, 199.2627, 689.5937, 0.0000, 382.9487, 87.8486, 617.9296, 104.7774, 482.7037, 127.2919, 589.6680, 72.9737, 553.0398, 44.3863, 605.4678, 111.4814, 590.5962, 220.9947, 584.3699, 59.9371, 524.4422}
{265.8173, 520.9862, 734.0822, 382.9487, 0.0000, 434.9651, 696.9317, 278.1855, 99.7552, 437.1634, 670.5415, 394.2528, 171.3952, 426.9248, 622.0441, 313.2506, 211.3310, 583.3106, 615.8015, 323.1611, 145.1715}
{211.9144, 111.5889, 625.1260, 87.8486, 434.9651, 0.0000, 549.6559, 168.6559, 533.4701, 47.4449, 522.0439, 153.5596, 606.3212, 68.8249, 549.2984, 197.7855, 646.0479, 148.8342, 526.2455, 131.6579, 569.7536}
{486.6823, 479.9306, 84.2598, 617.9296, 696.9317, 549.6559, 0.0000, 618.8077, 748.7868, 502.2113, 28.7464, 690.8767, 810.6716, 617.1632, 113.8927, 693.8759, 851.4077, 557.5325, 99.1087, 619.3010, 742.7755}
{149.9305, 272.8446, 682.4422, 104.7774, 278.1855, 168.6559, 618.8077, 0.0000, 377.9403, 187.8052, 590.0627, 130.5221, 448.3279, 148.9017, 587.1360, 80.6329, 486.1183, 315.8447, 569.5024, 45.0211, 420.1541}
{354.5837, 616.3399, 776.6972, 482.7037, 99.7552, 533.4701, 748.7868, 377.9403, 0.0000, 533.6460, 723.9439, 492.6649, 74.2869, 526.6685, 663.4464, 410.6489, 116.6422, 681.3727, 661.0342, 422.9125, 55.2822}
{194.1997, 86.0454, 577.7982, 127.2919, 437.1634, 47.4449, 502.2113, 187.8052, 533.6460, 0.0000, 474.6079, 197.3353, 607.4546, 115.6849, 503.0068, 231.3564, 648.3186, 152.2901, 479.6699, 158.6081, 566.2058}
{458.1528, 454.1436, 106.8154, 589.6680, 670.5415, 522.0439, 28.7464, 590.0627, 723.9439, 474.6079, 0.0000, 662.5966, 786.6267, 589.3645, 106.5850, 665.1746, 827.6254, 533.1401, 86.1619, 590.6577, 719.0865}
