20 3 [20, 20, 20]
capacities = [100000, 46, 43, 34, 49, 36, 24, 23, 39, 49, 46, 46, 40, 50, 47, 30, 26, 29, 45, 33, 46]
initial     = [50000, 10, 42, 32, 43, 31, 4, 1, 35, 41, 42, 8, 4, 12, 6, 27, 20, 1, 40, 31, 1]
target      = [0, 35, 1, 10, 12, 3, 17, 20, 5, 15, 6, 38, 39, 34, 46, 3, 1, 27, 8, 3, 30]
weights    = [0.000000, 0.066551, 1.000000, 0.100976, 0.109858, 0.266260, 0.067719, 0.072012, 0.189024, 0.090163, 0.189024, 0.068293, 0.070794, 0.064993, 0.070148, 0.235366, 0.490244, 0.072313, 0.142683, 0.266260, 0.072398]
min_ratio  = [0.0000, 0.2000, 0.7000, 0.7000, 0.7000, 0.7000, 0.1647, 0.0350, 0.7000, 0.7000, 0.7000, 0.1474, 0.0718, 0.2471, 0.0913, 0.7000, 0.7000, 0.0259, 0.7000, 0.7000, 0.0233]
points = [(584400.000, 4511800.000), (584104.849, 4511570.986), (584735.783, 4511725.696), (584253.829, 4512294.315), (584180.662, 4511502.291), (584647.919, 4511695.157), (584392.171, 4512249.089), (584175.680, 4511583.405), (584672.103, 4511724.166), (584301.475, 4512175.766), (584188.403, 4511446.663), (584770.047, 4511793.490), (584373.920, 4512260.802), (584153.326, 4511481.225), (584735.482, 4511720.294), (584284.675, 4512168.918), (584041.215, 4511512.220), (584654.810, 4511714.620), (584235.318, 4512270.188), (584040.118, 4511429.666), (584755.977, 4511732.711)]
distances = [
{0.0000, 373.5796, 343.9060, 515.4740, 369.7834, 269.1762, 449.1571, 311.8220, 282.4725, 388.4683, 411.8501, 370.1040, 461.5396, 403.0702, 344.8209, 386.5236, 459.9392, 268.7336, 498.1942, 516.3934, 362.2811}
{373.5796, 0.0000, 649.6253, 738.5127, 102.3060, 557.0848, 736.4630, 71.9116, 587.5721, 635.9415, 149.7912, 701.4245, 740.4364, 102.0149, 648.0674, 624.3882, 86.6181, 568.4081, 711.2712, 155.4391, 670.9120}
{343.9060, 649.6253, 0.0000, 745.3908, 598.3888, 93.0200, 626.1069, 577.8945, 63.6987, 625.4496, 614.3976, 75.9611, 645.9751, 631.6820, 5.4105, 632.4118, 726.6339, 81.7272, 739.5525, 756.0311, 21.3778}
{515.4740, 738.5127, 745.3908, 0.0000, 795.3966, 717.1452, 145.5463, 715.1931, 707.1231, 127.7651, 850.1737, 719.2399, 124.6790, 819.2783, 749.3266, 129.1351, 810.4800, 704.8629, 30.4103, 890.6689, 753.3606}
{369.7834, 102.3060, 598.3888, 795.3966, 0.0000, 505.4962, 776.1719, 81.2664, 539.2053, 684.2256, 56.1643, 657.3974, 782.7437, 34.5113, 596.1131, 674.6927, 139.8001, 519.5188, 769.8399, 158.1989, 619.7425}
{269.1762, 557.0848, 93.0200, 717.1452, 505.4962, 0.0000, 610.1211, 485.2815, 37.7672, 592.4601, 522.4025, 156.7948, 628.5141, 538.8775, 91.0999, 596.9890, 633.6843, 20.6469, 707.7436, 663.2549, 114.3978}
{449.1571, 736.4630, 626.1069, 145.5463, 776.1719, 610.1211, 0.0000, 700.0026, 594.9003, 116.6273, 827.8942, 591.9126, 21.6862, 804.1529, 630.4660, 134.0996, 816.1774, 595.5134, 158.2658, 891.8492, 631.6658}
{311.8220, 71.9116, 577.8945, 715.1931, 81.2664, 485.2815, 700.0026, 0.0000, 515.9933, 605.5714, 137.3324, 630.4028, 705.8090, 104.5965, 576.2960, 595.5719, 152.1451, 496.7723, 689.3682, 204.9698, 599.1969}
{282.4725, 587.5721, 63.6987, 707.1231, 539.2053, 37.7672, 594.9003, 515.9933, 0.0000, 584.2159, 557.6498, 119.9955, 613.9151, 572.8432, 63.4978, 589.8348, 665.5377, 19.7525, 699.2296, 697.2333, 84.3086}
{388.4683, 635.9415, 625.4496, 127.7651, 684.2256, 592.4601, 116.6273, 605.5714, 584.2159, 0.0000, 737.8193, 604.7270, 111.7111, 710.1662, 629.1407, 18.1422, 712.7615, 580.9488, 115.2922, 790.5525, 634.7211}
{411.8501, 149.7912, 614.3976, 850.1737, 56.1643, 522.4025, 827.8942, 137.3324, 557.6498, 737.8193, 0.0000, 677.1992, 835.0086, 49.2434, 611.6941, 728.6432, 161.1275, 537.9001, 824.8608, 149.2554, 635.5815}
{370.1040, 701.4245, 75.9611, 719.2399, 657.3974, 156.7948, 591.9126, 630.4028, 119.9955, 604.7270, 677.1992, 0.0000, 612.6148, 691.2698, 80.9471, 613.6220, 781.2226, 139.6426, 716.3633, 815.5756, 62.3868}
{461.5396, 740.4364, 645.9751, 124.6790, 782.7437, 628.5141, 21.6862, 705.8090, 613.9151, 111.7111, 835.0086, 612.6148, 0.0000, 810.1867, 650.2898, 128.0912, 819.1872, 614.1775, 138.9197, 895.6623, 651.8040}
