10 3 [30, 30, 30]
capacities = [100000, 29, 26, 30, 50, 45, 23, 22, 22, 33, 32]
initial     = [50000, 20, 1, 3, 16, 15, 14, 4, 8, 4, 10]
target      = [0, 5, 9, 20, 35, 17, 1, 19, 19, 22, 28]
weights    = [0.000000, 0.269231, 0.114957, 0.112115, 0.089670, 0.058597, 1.000000, 0.107692, 0.092308, 0.109790, 0.096978]
min_ratio  = [0.0000, 0.7000, 0.0778, 0.1050, 0.3200, 0.6176, 0.7000, 0.1474, 0.2947, 0.1273, 0.2500]
points = [(584400.000, 4511800.000), (584172.447, 4511557.339), (584697.761, 4511815.169), (584270.341, 4512207.119), (584159.287, 4511546.105), (584688.487, 4511728.589), (584306.094, 4512170.810), (584095.766, 4511441.866), (584763.991, 4511675.039), (584393.494, 4512190.902), (584076.452, 4511501.565)]
distances = [
{0.0000, 332.6633, 298.1468, 427.2670, 349.8646, 297.1936, 382.5155, 469.9130, 384.8441, 390.9565, 440.1664}
{332.6633, 0.0000, 585.1759, 657.1130, 17.3025, 543.7126, 627.8602, 138.6142, 603.1399, 671.0178, 111.0211}
{298.1468, 585.1759, 0.0000, 579.9240, 601.9544, 87.0754, 529.0393, 708.3451, 154.9936, 483.4805, 695.9680}
{427.2670, 657.1130, 579.9240, 0.0000, 670.2776, 635.4811, 50.9573, 784.9127, 725.8096, 124.2164, 731.7094}
{349.8646, 17.3025, 601.9544, 670.2776, 0.0000, 559.7788, 641.7228, 122.0685, 618.2967, 686.0150, 94.0502}
{297.1936, 543.7126, 87.0754, 635.4811, 559.7788, 0.0000, 584.6219, 658.4283, 92.5668, 548.4103, 652.7831}
{382.5155, 627.8602, 529.0393, 50.9573, 641.7228, 584.6219, 0.0000, 758.6809, 674.8766, 89.6799, 707.5476}
{469.9130, 138.6142, 708.3451, 784.9127, 122.0685, 658.4283, 758.6809, 0.0000, 707.7391, 806.0381, 62.7455}
{384.8441, 603.1399, 154.9936, 725.8096, 618.2967, 92.5668, 674.8766, 707.7391, 0.0000, 635.1245, 709.0860}
{390.9565, 671.0178, 483.4805, 124.2164, 686.0150, 548.4103, 89.6799, 806.0381, 635.1245, 0.0000, 758.7499}
{440.1664, 111.0211, 695.9680, 731.7094, 94.0502, 652.7831, 707.5476, 62.7455, 709.0860, 758.7499, 0.0000}
]
