10 3 [30, 30, 30]
capacities = [100000, 36, 24, 37, 31, 34, 50, 50, 38, 29, 24]
initial     = [50000, 0, 6, 34, 7, 32, 5, 11, 0, 4, 2]
target      = [0, 33, 23, 3, 27, 5, 43, 41, 36, 21, 19]
weights    = [0.000000, 0.141935, 0.117952, 1.000000, 0.118100, 0.546452, 0.131245, 0.117270, 0.141935, 0.124424, 0.132258]
min_ratio  = [0.0000, 0.0000, 0.1826, 0.7000, 0.1815, 0.7000, 0.0814, 0.1878, 0.0000, 0.1333, 0.0737]
points = [(584400.000, 4511800.000), (584182.638, 4511525.052), (584632.475, 4511762.435), (584236.923, 4512209.203), (584125.281, 4511518.546), (584699.377, 4511772.365), (584312.577, 4512177.080), (584062.858, 4511438.649), (584745.007, 4511714.882), (584383.060, 4512183.927), (584143.565, 4511542.855)]
distances = [
{0.0000, 350.4889, 235.4902, 440.5008, 393.3021, 300.6501, 387.0818, 494.2060, 355.3518, 384.3001, 363.1557}
{350.4889, 0.0000, 508.6290, 686.3008, 57.7247, 572.8726, 664.8493, 147.6918, 593.5439, 688.6830, 42.9377}
{235.4902, 508.6290, 0.0000, 596.7099, 562.7849, 67.6356, 523.7036, 655.2106, 122.1669, 489.7583, 535.9548}
{440.5008, 686.3008, 596.7099, 0.0000, 699.6213, 636.1535, 82.1910, 789.9695, 708.8738, 148.3065, 672.8553}
{393.3021, 57.7247, 562.7849, 699.6213, 0.0000, 627.7023, 684.6506, 101.3918, 650.0831, 713.5688, 30.4177}
{300.6501, 572.8726, 67.6356, 636.1535, 627.7023, 0.0000, 559.8296, 718.6958, 73.3915, 519.0761, 601.3332}
{387.0818, 664.8493, 523.7036, 82.1910, 684.6506, 559.8296, 0.0000, 779.5129, 632.9477, 70.8146, 656.3580}
{494.2060, 147.6918, 655.2106, 789.9695, 101.3918, 718.6958, 779.5129, 0.0000, 735.9571, 811.1523, 131.8056}
{355.3518, 593.5439, 122.1669, 708.8738, 650.0831, 73.3915, 632.9477, 735.9571, 0.0000, 592.4596, 625.5602}
{384.3001, 688.6830, 489.7583, 148.3065, 713.5688, 519.0761, 70.8146, 811.1523, 592.4596, 0.0000, 684.3462}
{363.1557, 42.9377, 535.9548, 672.8553, 30.4177, 601.3332, 656.3580, 131.8056, 625.5602, 684.3462, 0.0000}
]
