10 1 [30]
capacities = [100000, 22, 28, 47, 40, 27, 35, 31, 20, 38, 27]
initial     = [50000, 19, 5, 43, 3, 19, 7, 28, 18, 32, 27]
target      = [0, 3, 22, 10, 38, 1, 32, 9, 1, 3, 9]
weights    = [0.000000, 0.331481, 0.090783, 0.224167, 0.098611, 1.000000, 0.091233, 0.161420, 0.947222, 0.560185, 0.155556]
min_ratio  = [0.0000, 0.7000, 0.1591, 0.7000, 0.0553, 0.7000, 0.1531, 0.7000, 0.7000, 0.7000, 0.7000]
points = [(584400.000, 4511800.000), (584177.436, 4511416.017), (584775.653, 4511735.091), (584332.191, 4512292.741), (584173.937, 4511480.000), (584615.991, 4511734.028), (584324.373, 4512176.848), (584073.674, 4511423.566), (584739.892, 4511807.814), (584243.994, 4512158.810), (584174.611, 4511461.458)]
distances = [
{0.0000, 443.8214, 381.2192, 497.3854, 391.7967, 225.8418, 384.3618, 498.1876, 339.9820, 391.2576, 406.7076}
{443.8214, 0.0000, 677.9905, 890.2777, 64.0783, 541.7207, 774.8900, 104.0366, 685.4643, 745.7690, 45.5286}
{381.2192, 677.9905, 0.0000, 712.4832, 653.5544, 159.6650, 631.5080, 767.9985, 81.0395, 679.8518, 660.3988}
{497.3854, 890.2777, 712.4832, 0.0000, 828.0056, 626.6606, 116.1565, 906.8054, 633.5418, 160.3628, 846.0872}
{391.7967, 64.0783, 653.5544, 828.0056, 0.0000, 509.8453, 712.9018, 115.0539, 654.0393, 682.4159, 18.5540}
{225.8418, 541.7207, 159.6650, 626.6606, 509.8453, 0.0000, 530.2177, 624.8954, 144.2076, 564.6429, 518.7592}
{384.3618, 774.8900, 631.5080, 116.1565, 712.9018, 530.2177, 0.0000, 793.9041, 555.7358, 82.3783, 730.8981}
{498.1876, 104.0366, 767.9985, 906.8054, 115.0539, 624.8954, 793.9041, 0.0000, 769.0857, 754.7133, 107.8146}
{339.9820, 685.4643, 81.0395, 633.5418, 654.0393, 144.2076, 555.7358, 769.0857, 0.0000, 607.5468, 662.9522}
{391.2576, 745.7690, 679.8518, 160.3628, 682.4159, 564.6429, 82.3783, 754.7133, 607.5468, 0.0000, 700.7953}
{406.7076, 45.5286, 660.3988, 846.0872, 18.5540, 518.7592, 730.8981, 107.8146, 662.9522, 700.7953, 0.0000}
]
