10 1 [30]
capacities = [100000, 29, 26, 43, 25, 48, 43, 24, 28, 45, 28]
initial     = [50000, 19, 11, 12, 23, 12, 21, 24, 12, 10, 3]
target      = [0, 25, 11, 12, 1, 34, 11, 23, 4, 32, 21]
weights    = [0.000000, 0.060364, 0.050000, 0.050000, 1.000000, 0.077941, 0.089256, 0.051877, 0.136364, 0.079687, 0.087013]
min_ratio  = [0.0000, 0.5320, 0.7000, 0.7000, 0.7000, 0.2471, 0.7000, 0.7000, 0.7000, 0.2188, 0.1000]
points = [(584400.000, 4511800.000), (584144.477, 4511591.522), (584630.514, 4511648.759), (584244.578, 4512228.760), (584070.709, 4511477.594), (584793.549, 4511739.810), (584422.725, 4512181.015), (584023.312, 4511563.629), (584656.352, 4511804.846), (584240.027, 4512248.174), (584109.892, 4511430.317)]
distances = [
{0.0000, 329.7802, 275.6999, 456.0604, 460.8452, 398.1252, 381.6917, 444.7079, 256.3973, 475.8690, 469.9233}
{329.7802, 0.0000, 489.3952, 645.0521, 135.7253, 665.7953, 651.8616, 124.3346, 554.5470, 663.5672, 164.8730}
{275.6999, 489.3952, 0.0000, 696.6689, 585.3882, 186.7369, 571.3772, 613.1407, 158.2108, 715.3868, 564.5917}
{456.0604, 645.0521, 696.6689, 0.0000, 771.0256, 735.1474, 184.4348, 700.9688, 590.9828, 19.9403, 809.7228}
{460.8452, 135.7253, 585.3882, 771.0256, 0.0000, 768.9312, 786.5851, 98.2270, 670.8735, 788.9625, 61.4041}
{398.1252, 665.7953, 186.7369, 735.1474, 768.9312, 0.0000, 576.3436, 790.1297, 151.8317, 751.5458, 750.4480}
{381.6917, 651.8616, 571.3772, 184.4348, 786.5851, 576.3436, 0.0000, 735.3202, 442.8138, 194.6514, 813.2719}
{444.7079, 124.3346, 613.1407, 700.9688, 98.2270, 790.1297, 735.3202, 0.0000, 677.4399, 718.0296, 158.9601}
{256.3973, 554.5470, 158.2108, 590.9828, 670.8735, 151.8317, 442.8138, 677.4399, 0.0000, 608.1661, 662.4874}
{475.8690, 663.5672, 715.3868, 19.9403, 788.9625, 751.5458, 194.6514, 718.0296, 608.1661, 0.0000, 828.1453}
{469.9233, 164.8730, 564.5917, 809.7228, 61.4041, 750.4480, 813.2719, 158.9601, 662.4874, 828.1453, 0.0000}
]
