50 2 [20, 20]
capacities = [100000, 48, 44, 30, 32, 43, 33, 44, 47, 28, 36, 46, 45, 36, 28, 44, 22, 23, 20, 27, 45, 33, 29, 48, 49, 37, 50, 42, 29, 26, 32, 27, 43, 33, 26, 25, 33, 28, 31, 21, 26, 22, 27, 41, 35, 36, 36, 33, 38, 35, 36]
initial     = [50000, 16, 39, 27, 4, 11, 22, 9, 20, 9, 33, 6, 4, 14, 9, 1, 14, 13, 6, 1, 44, 13, 27, 19, 23, 12, 39, 28, 16, 8, 2, 26, 42, 4, 4, 11, 33, 25, 22, 14, 4, 5, 2, 31, 25, 9, 3, 9, 23, 29, 8]
target      = [0, 11, 23, 29, 21, 30, 5, 12, 21, 25, 32, 27, 22, 13, 1, 21, 11, 19, 2, 19, 44, 19, 23, 40, 11, 28, 49, 38, 23, 5, 19, 18, 23, 22, 11, 8, 13, 9, 10, 18, 12, 15, 24, 20, 16, 21, 27, 17, 3, 6, 18]
weights    = [0.000000, 0.103977, 0.132609, 0.058190, 0.146131, 0.125208, 0.453750, 0.079687, 0.055655, 0.126000, 0.053711, 0.142361, 0.147159, 0.059135, 1.000000, 0.163095, 0.082386, 0.087500, 0.287500, 0.162500, 0.050000, 0.087500, 0.070652, 0.112344, 0.179545, 0.117857, 0.074235, 0.081250, 0.086141, 0.121250, 0.156250, 0.102778, 0.148098, 0.147159, 0.125568, 0.094531, 0.232692, 0.261111, 0.192500, 0.076389, 0.129167, 0.129167, 0.158854, 0.115312, 0.116797, 0.117857, 0.155556, 0.105882, 0.841667, 0.505208, 0.115972]
min_ratio  = [0.0000, 0.7000, 0.7000, 0.6517, 0.1333, 0.2567, 0.7000, 0.5250, 0.6667, 0.2520, 0.7000, 0.1556, 0.1273, 0.7000, 0.7000, 0.0333, 0.7000, 0.4789, 0.7000, 0.0368, 0.7000, 0.4789, 0.7000, 0.3325, 0.7000, 0.3000, 0.5571, 0.5158, 0.4870, 0.7000, 0.0737, 0.7000, 0.7000, 0.1273, 0.2545, 0.7000, 0.7000, 0.7000, 0.7000, 0.5444, 0.2333, 0.2333, 0.0583, 0.7000, 0.7000, 0.3000, 0.0778, 0.3706, 0.7000, 0.7000, 0.3111]
points = [(584400.000, 4511800.000), (584066.075, 4511490.976), (584717.373, 4511728.814), (584388.602, 4512264.986), (584077.337, 4511588.396), (584779.546, 4511668.059), (584320.073, 4512320.869), (584107.200, 4511491.121), (584596.399, 4511678.425), (584210.060, 4512189.723), (584187.531, 4511419.084), (584635.923, 4511766.696), (584310.802, 4512299.373), (584064.062, 4511469.732), (584742.201, 4511789.692), (584400.953, 4512127.314), (584167.082, 4511572.585), (584590.560, 4511840.597), (584364.464, 4512261.814), (584119.374, 4511489.387), (584628.307, 4511691.504), (584278.386, 4512120.879), (584147.090, 4511395.720), (584803.025, 4511720.589), (584289.593, 4512287.215), (584065.890, 4511566.703), (584785.458, 4511653.915), (584315.801, 4512204.256), (584071.551, 4511438.692), (584703.159, 4511719.468), (584322.110, 4512226.019), (584042.941, 4511565.809), (584785.296, 4511819.274), (584217.786, 4512221.771), (584136.002, 4511443.072), (584649.995, 4511799.039), (584427.262, 4512151.891), (584218.365, 4511604.741), (584657.466, 4511873.117), (584306.596, 4512150.965), (584121.067, 4511438.829), (584616.232, 4511779.708), (584261.514, 4512239.352), (584026.690, 4511495.773), (584681.966, 4511706.919), (584416.206, 4512124.617), (584030.202, 4511456.796), (584697.233, 4511737.943), (584424.607, 4512232.434), (584167.847, 4511605.503), (584758.355, 4511780.106)]
distances = [
{0.0000, 454.9749, 325.2585, 465.1259, 385.8594, 401.8252, 526.9661, 425.6029, 230.9828, 433.5447, 436.1652, 238.2624, 507.2770, 471.0957, 342.3565, 327.3156, 325.5278, 194.8367, 463.1791, 418.6070, 252.7752, 343.1517, 476.8704, 410.7737, 499.5677, 407.5011, 412.2115, 412.9312, 488.2848, 313.6728, 433.0804, 427.0092, 385.7782, 459.4478, 443.9507, 249.9972, 352.9454, 266.6778, 267.6468, 363.1810, 456.3426, 217.1820, 460.6614, 481.5750, 296.9329, 325.0217, 504.5193, 303.6415, 433.1340, 302.8594, 358.9071}
{454.9749, 0.0000, 693.3663, 838.5201, 98.0692, 735.1189, 867.8934, 41.1257, 562.4777, 713.4277, 141.1390, 633.0476, 844.6290, 21.3392, 739.1743, 719.0757, 129.8561, 630.3335, 826.5759, 53.3229, 596.9224, 664.7206, 125.0485, 771.8925, 827.0168, 75.7276, 737.6050, 755.7326, 52.5699, 676.8199, 778.3586, 78.3275, 790.6074, 746.3762, 84.7625, 660.2021, 753.1702, 190.0924, 704.1134, 702.4500, 75.7859, 621.3208, 773.4752, 39.6760, 652.6515, 723.9433, 49.5491, 677.7561, 823.5938, 153.2131, 750.2326}
{325.2585, 693.3663, 0.0000, 628.9444, 655.2580, 86.9289, 713.0054, 654.8351, 131.0489, 685.4220, 613.7304, 89.8282, 700.5981, 702.8075, 65.7460, 508.8460, 572.0381, 169.0469, 639.2446, 644.1496, 96.5655, 588.5783, 660.4346, 86.0457, 703.4253, 671.3498, 101.2194, 622.3382, 707.9948, 17.0115, 635.1732, 693.8515, 113.1222, 701.8497, 647.7965, 97.3208, 512.9896, 514.2010, 156.2437, 589.0234, 663.0782, 113.2242, 684.4392, 728.9386, 41.6299, 497.3547, 739.0520, 22.1130, 582.5335, 563.1910, 65.6537}
