path,sha256,seed,V,M,Q,T,lambda,capacity_min,capacity_max,total_initial,total_target,surplus_count,deficit_count,coordinate_pattern,stress_type,generation_rule_version,instance_id,scenario,family,derivation_tag,starting_commit,derivation_material,derivation_sha256,replacement_counter,generator_script,base_generator_script,base_generator_sha256,generator_version,generation_command,station_capacity_mean,station_capacity_median,station_capacity_total,structurally_valid,replacement_rule,frozen_before_solver_results
reference/qualification_round33/M1_Q20/round33_v10_high_imbalance_M1_Q20_seed2098545008.txt,004097e7f1323ed8d5a8877b3c1f07e34a2284909502a3f156285dc92fd528ec,2098545008,10,1,20,3600,0.15,28,47,187,201,5,5,three_cluster_metric,high_imbalance,hard_multi_m_v1,round33_v10_high_imbalance_M1_Q20_seed2098545008,high_imbalance,high_imbalance,round33-v10-convergence,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf|round33-v10-convergence|M1|Q20|high_imbalance|replacement0,1adb54c391a7ee6194110533efb2b01b0d2bb64619a70316f1273eea9f2893aa,0,scripts/generate_round33_v10.py,scripts/generate_hard_exact_stress_instances.py,964194ad14ed2ec783d16370ad34520b0679b74f9ce8ccd319b9858de976d811,round33_v10_convergence_v1,D:/msys64/ucrt64/bin/python.exe scripts/generate_round33_v10.py,37.900000000,37.500000000,379,true,only_after_documented_general_generator_invalidity;increment_replacement_counter_and_rederive_sha256_seed,true
reference/qualification_round33/M1_Q20/round33_v10_moderate_M1_Q20_seed256070676.txt,2a320d901944a0e94d3a611f247ac934f4d39191fc4fe292cb9cb9cf90033cb2,256070676,10,1,20,3600,0.15,23,48,204,144,7,3,three_cluster_metric,moderate,hard_multi_m_v1,round33_v10_moderate_M1_Q20_seed256070676,moderate,moderate,round33-v10-convergence,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf|round33-v10-convergence|M1|Q20|moderate|replacement0,f89df32aaccb8759fefa0672815eb633aea24a1e259397766f2ca1319e50ce32,0,scripts/generate_round33_v10.py,scripts/generate_hard_exact_stress_instances.py,964194ad14ed2ec783d16370ad34520b0679b74f9ce8ccd319b9858de976d811,round33_v10_convergence_v1,D:/msys64/ucrt64/bin/python.exe scripts/generate_round33_v10.py,34.500000000,32.500000000,345,true,only_after_documented_general_generator_invalidity;increment_replacement_counter_and_rederive_sha256_seed,true
reference/qualification_round33/M1_Q20/round33_v10_tight_T_M1_Q20_seed1215342007.txt,266306777768989f0b637956442c10392a3f004f1d0271e90f7ea4d1f817b4c9,1215342007,10,1,20,2400,0.15,23,50,174,204,3,7,three_cluster_metric,tight_T,hard_multi_m_v1,round33_v10_tight_T_M1_Q20_seed1215342007,tight_T,tight_T,round33-v10-convergence,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf|round33-v10-convergence|M1|Q20|tight_T|replacement0,b390c8cefa2d8270e43c08e62ca2fcbe04eac6737f59c85e229f46e24448eb89,0,scripts/generate_round33_v10.py,scripts/generate_hard_exact_stress_instances.py,964194ad14ed2ec783d16370ad34520b0679b74f9ce8ccd319b9858de976d811,round33_v10_convergence_v1,D:/msys64/ucrt64/bin/python.exe scripts/generate_round33_v10.py,38.500000000,43.000000000,385,true,only_after_documented_general_generator_invalidity;increment_replacement_counter_and_rederive_sha256_seed,true
reference/qualification_round33/M1_Q30/round33_v10_high_imbalance_M1_Q30_seed289447508.txt,798703a65382aa0b41c3dcef9a08c94b1578e58d015f9692f6c36c804d985992,289447508,10,1,30,3600,0.15,20,47,201,128,7,3,three_cluster_metric,high_imbalance,hard_multi_m_v1,round33_v10_high_imbalance_M1_Q30_seed289447508,high_imbalance,high_imbalance,round33-v10-convergence,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf|round33-v10-convergence|M1|Q30|high_imbalance|replacement0,d3780fe043605ec516481e9209c2dd717c11b59c9ccddf82833eafc2d1acb9df,0,scripts/generate_round33_v10.py,scripts/generate_hard_exact_stress_instances.py,964194ad14ed2ec783d16370ad34520b0679b74f9ce8ccd319b9858de976d811,round33_v10_convergence_v1,D:/msys64/ucrt64/bin/python.exe scripts/generate_round33_v10.py,31.500000000,29.500000000,315,true,only_after_documented_general_generator_invalidity;increment_replacement_counter_and_rederive_sha256_seed,true
reference/qualification_round33/M1_Q30/round33_v10_moderate_M1_Q30_seed82526096.txt,67647350f3af104da697ca5f8dd541d549104dfee28ab189d64ee567562949c7,82526096,10,1,30,3600,0.15,20,49,192,142,7,3,three_cluster_metric,moderate,hard_multi_m_v1,round33_v10_moderate_M1_Q30_seed82526096,moderate,moderate,round33-v10-convergence,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf|round33-v10-convergence|M1|Q30|moderate|replacement0,2e9afe64ca7f45f9e946dd4a20f18e3a92c62117b0d3e963c501d9a01679477d,0,scripts/generate_round33_v10.py,scripts/generate_hard_exact_stress_instances.py,964194ad14ed2ec783d16370ad34520b0679b74f9ce8ccd319b9858de976d811,round33_v10_convergence_v1,D:/msys64/ucrt64/bin/python.exe scripts/generate_round33_v10.py,38.400000000,39.500000000,384,true,only_after_documented_general_generator_invalidity;increment_replacement_counter_and_rederive_sha256_seed,true
reference/qualification_round33/M1_Q30/round33_v10_tight_T_M1_Q30_seed1122319721.txt,47b804c11f21432aaefcef45c794e2e0d20794e82c4b9a4d6a990b127f69b446,1122319721,10,1,30,2400,0.15,24,48,147,174,4,4,three_cluster_metric,tight_T,hard_multi_m_v1,round33_v10_tight_T_M1_Q30_seed1122319721,tight_T,tight_T,round33-v10-convergence,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf|round33-v10-convergence|M1|Q30|tight_T|replacement0,592ba83fde369c648a1835b14f37b6bd2a78ed4f6aa4053cdf54bb6dfb508f17,0,scripts/generate_round33_v10.py,scripts/generate_hard_exact_stress_instances.py,964194ad14ed2ec783d16370ad34520b0679b74f9ce8ccd319b9858de976d811,round33_v10_convergence_v1,D:/msys64/ucrt64/bin/python.exe scripts/generate_round33_v10.py,33.900000000,28.500000000,339,true,only_after_documented_general_generator_invalidity;increment_replacement_counter_and_rederive_sha256_seed,true
reference/qualification_round33/M2_Q20/round33_v10_high_imbalance_M2_Q20_seed1719879984.txt,2087cd04dc30960beb98aad7c3b4f684b27be61df137cfc0cf53c581714e42d7,1719879984,10,2,20,3600,0.15,20,49,225,148,7,3,three_cluster_metric,high_imbalance,hard_multi_m_v1,round33_v10_high_imbalance_M2_Q20_seed1719879984,high_imbalance,high_imbalance,round33-v10-convergence,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf|round33-v10-convergence|M2|Q20|high_imbalance|replacement0,b80357498675ebff834d52e9d1a06c870a463d1ffd6c57d6d4ccfba7e86b3500,0,scripts/generate_round33_v10.py,scripts/generate_hard_exact_stress_instances.py,964194ad14ed2ec783d16370ad34520b0679b74f9ce8ccd319b9858de976d811,round33_v10_convergence_v1,D:/msys64/ucrt64/bin/python.exe scripts/generate_round33_v10.py,36.600000000,37.000000000,366,true,only_after_documented_general_generator_invalidity;increment_replacement_counter_and_rederive_sha256_seed,true
reference/qualification_round33/M2_Q20/round33_v10_moderate_M2_Q20_seed1118884127.txt,fdc524808524a79c87d04832a5b56653c00691ceab53b57f44568238bd3bc7b8,1118884127,10,2,20,3600,0.15,21,49,155,143,6,4,three_cluster_metric,moderate,hard_multi_m_v1,round33_v10_moderate_M2_Q20_seed1118884127,moderate,moderate,round33-v10-convergence,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf|round33-v10-convergence|M2|Q20|moderate|replacement0,ad30deae8ded565aa8550a4c3b583ac6b12aaef7d0e452d533b2a77a1b751aa6,0,scripts/generate_round33_v10.py,scripts/generate_hard_exact_stress_instances.py,964194ad14ed2ec783d16370ad34520b0679b74f9ce8ccd319b9858de976d811,round33_v10_convergence_v1,D:/msys64/ucrt64/bin/python.exe scripts/generate_round33_v10.py,34.600000000,38.000000000,346,true,only_after_documented_general_generator_invalidity;increment_replacement_counter_and_rederive_sha256_seed,true
reference/qualification_round33/M2_Q20/round33_v10_tight_T_M2_Q20_seed2085634706.txt,b840b83be09662046b996765fa93b354ee533e358804527e2a2e38c1a081dd94,2085634706,10,2,20,2400,0.15,25,50,92,213,2,8,three_cluster_metric,tight_T,hard_multi_m_v1,round33_v10_tight_T_M2_Q20_seed2085634706,tight_T,tight_T,round33-v10-convergence,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf|round33-v10-convergence|M2|Q20|tight_T|replacement0,8ef7eb77407094adb9a7e297ce0c8220092e201162929f3fa1e74d774c15c9f0,0,scripts/generate_round33_v10.py,scripts/generate_hard_exact_stress_instances.py,964194ad14ed2ec783d16370ad34520b0679b74f9ce8ccd319b9858de976d811,round33_v10_convergence_v1,D:/msys64/ucrt64/bin/python.exe scripts/generate_round33_v10.py,35.700000000,34.000000000,357,true,only_after_documented_general_generator_invalidity;increment_replacement_counter_and_rederive_sha256_seed,true
reference/qualification_round33/M2_Q30/round33_v10_high_imbalance_M2_Q30_seed1244253498.txt,dd0712ca30710c310b16f44976eead292788a7de9f89c2ba77b08bd81e1a2933,1244253498,10,2,30,3600,0.15,21,50,150,179,5,5,three_cluster_metric,high_imbalance,hard_multi_m_v1,round33_v10_high_imbalance_M2_Q30_seed1244253498,high_imbalance,high_imbalance,round33-v10-convergence,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf,2db8fe5b5c33145e1a8cd6dca86f8459885fa2bf|round33-v10-convergence|M2|Q30|high_imbalance|replacement0,34611c4478a55c25f4910b783a0c3630fd42dd2039295317a0c8ca9ac6475962,0,scripts/generate_round33_v10.py,scripts/generate_hard_exact_stress_instances.py,964194ad14ed2ec783d16370ad34520b0679b74f9ce8ccd319b9858de976d811,round33_v10_convergence_v1,D:/msys64/ucrt64/bin/python.exe scripts/generate_round33_v10.py,35.400000000,36.000000000,354,true,only_after_documented_general_generator_invalidity;increment_replacement_counter_and_rederive_sha256_seed,true
