20 3 [30, 30, 30]
capacities = [100000, 37, 37, 34, 46, 39, 34, 41, 35, 42, 24, 40, 45, 28, 23, 27, 23, 21, 49, 47, 42]
initial     = [50000, 13, 14, 13, 23, 29, 9, 31, 17, 31, 14, 23, 17, 21, 7, 22, 17, 20, 15, 13, 29]
target      = [0, 10, 27, 23, 16, 20, 8, 8, 7, 30, 16, 17, 19, 9, 8, 25, 10, 19, 27, 17, 17]
weights    = [0.000000, 0.149130, 0.209098, 0.193667, 0.194565, 0.198696, 0.091304, 1.000000, 0.522050, 0.061014, 0.091304, 0.166624, 0.084783, 0.490580, 0.091304, 0.089652, 0.281304, 0.067391, 0.196860, 0.127749, 0.283248]
min_ratio  = [0.0000, 0.7000, 0.3630, 0.3957, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.6125, 0.7000, 0.6263, 0.7000, 0.6125, 0.6160, 0.7000, 0.7000, 0.3889, 0.5353, 0.7000]
points = [(584400.000, 4511800.000), (584105.557, 4511448.637), (584633.387, 4511766.088), (584341.001, 4512206.142), (584089.768, 4511565.607), (584711.132, 4511770.074), (584329.698, 4512140.481), (584064.540, 4511438.837), (584772.542, 4511698.581), (584394.528, 4512233.932), (584123.823, 4511470.910), (584731.905, 4511689.899), (584290.524, 4512244.698), (584141.095, 4511449.411), (584716.463, 4511800.492), (584266.598, 4512260.238), (584154.385, 4511560.938), (584766.206, 4511791.420), (584358.677, 4512179.275), (584190.440, 4511465.199), (584713.121, 4511694.695)]
distances = [
{0.0000, 458.4246, 235.8378, 410.4047, 388.8237, 312.5677, 347.6629, 492.9223, 386.1003, 433.9665, 429.6210, 349.6900, 457.9752, 435.8264, 316.4637, 479.1816, 342.7500, 366.3066, 381.5191, 394.9775, 330.3542}
{458.4246, 0.0000, 615.9383, 793.2518, 118.0316, 685.5968, 727.2464, 42.1711, 712.2791, 836.7756, 28.8053, 671.2076, 817.2677, 35.5467, 704.9886, 827.4241, 122.4573, 744.2837, 773.2411, 86.4843, 655.4988}
{235.8378, 615.9383, 0.0000, 528.3340, 579.4084, 77.8470, 482.0758, 656.2622, 154.6654, 525.2920, 588.8852, 124.5413, 588.7467, 585.3509, 89.9184, 615.4010, 521.0851, 135.2134, 496.1742, 535.4774, 107.0257}
{410.4047, 793.2518, 528.3340, 0.0000, 688.0426, 571.9720, 66.6271, 815.5907, 666.2176, 60.3110, 766.6371, 647.5432, 63.5181, 782.6906, 552.7419, 91.9905, 671.6500, 593.9639, 32.1602, 756.0857, 632.4960}
{388.8237, 118.0316, 579.4084, 688.0426, 0.0000, 654.1404, 622.9330, 129.2567, 695.6023, 734.5316, 100.6346, 654.0554, 708.1433, 127.0282, 669.2667, 716.7846, 64.7852, 713.1340, 669.9997, 142.1861, 636.5787}
{312.5677, 685.5968, 77.8470, 571.9720, 654.1404, 0.0000, 531.6891, 726.4976, 94.2470, 561.6070, 659.1138, 82.8221, 634.1760, 654.0387, 30.8818, 661.7184, 594.7312, 59.0665, 540.0646, 603.3808, 75.4053}
{347.6629, 727.2464, 482.0758, 66.6271, 622.9330, 531.6891, 0.0000, 750.0753, 625.6092, 113.7372, 700.5065, 603.9822, 111.3365, 716.3439, 514.9564, 135.3638, 605.4785, 558.9122, 48.4229, 689.4915, 587.9954}
{492.9223, 42.1711, 656.2622, 815.5907, 129.2567, 726.4976, 750.0753, 0.0000, 754.1443, 860.8536, 67.4026, 713.0274, 836.9476, 77.2817, 745.5188, 845.8884, 151.5942, 785.2708, 796.7214, 128.6305, 697.2232}
{386.1003, 712.2791, 154.6654, 666.2176, 695.6023, 94.2470, 625.6092, 754.1443, 0.0000, 655.3592, 687.5106, 41.5541, 728.4131, 678.8306, 116.3217, 755.9355, 633.2963, 93.0556, 634.3115, 627.1440, 59.5482}
{433.9665, 836.7756, 525.2920, 60.3110, 734.5316, 561.6070, 113.7372, 860.8536, 655.3592, 0.0000, 809.6197, 640.1523, 104.5600, 824.4405, 539.9191, 130.6070, 714.5557, 577.8938, 65.3662, 795.3634, 626.3212}
{429.6210, 28.8053, 588.8852, 766.6371, 100.6346, 659.1138, 700.5065, 67.4026, 687.5106, 809.6197, 0.0000, 646.3129, 791.5409, 27.5782, 678.1203, 802.1365, 95.0741, 717.9021, 746.2821, 66.8622, 630.3586}
