20 3 [30, 30, 30]
capacities = [100000, 45, 39, 48, 48, 36, 33, 31, 47, 24, 21, 43, 38, 27, 34, 23, 43, 25, 28, 39, 37]
initial     = [50000, 8, 37, 6, 40, 8, 32, 4, 11, 23, 20, 42, 37, 19, 6, 3, 35, 0, 27, 33, 3]
target      = [0, 42, 12, 32, 14, 25, 10, 26, 47, 2, 5, 10, 8, 7, 27, 23, 10, 21, 9, 13, 34]
weights    = [0.000000, 0.123243, 0.238492, 0.123512, 0.218027, 0.111524, 0.249048, 0.126557, 0.119301, 1.000000, 0.321429, 0.339524, 0.377976, 0.205102, 0.120370, 0.128675, 0.276190, 0.140476, 0.230952, 0.189194, 0.132493]
min_ratio  = [0.0000, 0.1333, 0.7000, 0.1312, 0.7000, 0.2240, 0.7000, 0.1077, 0.1638, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.1556, 0.0913, 0.7000, 0.0000, 0.7000, 0.7000, 0.0618]
points = [(584400.000, 4511800.000), (584148.824, 4511437.452), (584679.919, 4511831.694), (584235.098, 4512254.059), (584099.945, 4511552.146), (584729.593, 4511820.543), (584283.773, 4512184.869), (584147.548, 4511458.230), (584703.323, 4511792.172), (584301.651, 4512297.897), (584198.959, 4511468.195), (584650.873, 4511807.789), (584337.470, 4512252.017), (584077.943, 4511514.004), (584645.051, 4511750.858), (584358.501, 4512144.906), (584193.436, 4511546.262), (584628.528, 4511791.344), (584240.575, 4512175.817), (584106.639, 4511516.062), (584659.494, 4511737.829)]
distances = [
{0.0000, 441.0559, 281.7080, 483.0757, 389.1846, 330.2327, 402.0361, 424.8986, 303.4240, 507.5178, 387.9586, 250.9940, 456.3215, 430.7139, 249.9299, 347.3935, 327.1869, 228.6923, 408.2340, 408.2663, 266.8378}
{441.0559, 0.0000, 661.4293, 821.1517, 124.6747, 695.7377, 759.5025, 20.8168, 658.2514, 873.9119, 58.8100, 623.8607, 836.1238, 104.3289, 586.9105, 737.8721, 117.6008, 596.1170, 744.0439, 89.2137, 592.4610}
{281.7080, 661.4293, 0.0000, 613.3987, 643.8302, 50.9100, 530.7207, 650.3034, 45.9317, 600.3604, 602.8718, 37.6185, 542.1653, 680.6635, 88.0360, 448.7890, 564.0362, 65.3388, 558.0721, 654.4262, 96.0614}
{483.0757, 821.1517, 613.3987, 0.0000, 714.8068, 657.6180, 84.5960, 800.6306, 657.7036, 79.6935, 786.6942, 609.9392, 102.3917, 756.5571, 649.0554, 164.7501, 709.0217, 607.3652, 78.4332, 749.0938, 668.2851}
{389.1846, 124.6747, 643.8302, 714.8068, 0.0000, 684.4658, 658.8871, 105.2913, 649.3668, 772.5482, 129.8126, 607.3507, 739.0789, 44.0326, 580.1954, 646.6960, 93.6761, 580.1861, 639.3301, 36.6994, 589.5534}
{330.2327, 695.7377, 50.9100, 657.6180, 684.4658, 0.0000, 575.7508, 685.5997, 38.6656, 641.0943, 636.9627, 79.7465, 583.0358, 720.1488, 109.5600, 492.8700, 602.2405, 105.1982, 604.4492, 693.3830, 108.4224}
{402.0361, 759.5025, 530.7207, 84.5960, 658.8871, 575.7508, 0.0000, 739.2987, 574.6591, 114.4330, 721.6753, 526.2622, 85.9771, 701.7308, 564.7014, 84.7423, 644.9648, 523.1809, 44.1370, 691.8671, 583.9614}
{424.8986, 20.8168, 650.3034, 800.6306, 105.2913, 685.5997, 739.2987, 0.0000, 648.3848, 853.6916, 52.3675, 612.8029, 816.1913, 89.1953, 577.1828, 718.3489, 99.2748, 585.0700, 723.5923, 70.8385, 583.3218}
{303.4240, 658.2514, 45.9317, 657.7036, 649.3668, 38.6656, 574.6591, 648.3848, 0.0000, 645.8317, 599.4531, 54.7255, 587.6275, 684.4544, 71.4318, 493.2783, 566.0881, 74.7992, 601.0987, 657.4710, 69.8148}
{507.5178, 873.9119, 600.3604, 79.6935, 772.5482, 641.0943, 114.4330, 853.6916, 645.8317, 0.0000, 836.0329, 601.7994, 58.2065, 815.1892, 645.8917, 163.2124, 759.3849, 602.8642, 136.5058, 805.7892, 664.6263}
{387.9586, 58.8100, 602.8718, 786.6942, 129.8126, 636.9627, 721.6753, 52.3675, 599.4531, 836.0329, 0.0000, 565.2877, 795.9657, 129.3964, 528.1062, 695.2631, 78.2621, 537.5454, 708.8446, 103.9907, 533.6620}
