20 3 [30, 30, 30]
capacities = [100000, 33, 26, 32, 37, 43, 31, 40, 30, 33, 25, 22, 37, 34, 23, 24, 39, 41, 24, 21, 34]
initial     = [50000, 26, 7, 27, 5, 18, 30, 16, 25, 2, 17, 0, 6, 34, 3, 0, 36, 20, 7, 2, 12]
target      = [0, 19, 6, 24, 17, 10, 6, 4, 10, 33, 17, 13, 34, 17, 13, 9, 37, 3, 19, 7, 15]
weights    = [0.000000, 0.111765, 0.077941, 0.070956, 0.168339, 0.184118, 0.720588, 0.552941, 0.301471, 0.207487, 0.050000, 0.217647, 0.188062, 0.217647, 0.178959, 0.217647, 0.054531, 1.000000, 0.155882, 0.169748, 0.083529]
min_ratio  = [0.0000, 0.7000, 0.7000, 0.7000, 0.2059, 0.7000, 0.7000, 0.7000, 0.7000, 0.0424, 0.7000, 0.0000, 0.1235, 0.7000, 0.1615, 0.0000, 0.6811, 0.7000, 0.2579, 0.2000, 0.5600]
points = [(584400.000, 4511800.000), (584232.556, 4511611.031), (584680.457, 4511675.960), (584357.622, 4512254.067), (584094.534, 4511401.907), (584746.715, 4511850.638), (584292.341, 4512145.566), (584062.225, 4511527.317), (584623.907, 4511820.581), (584256.201, 4512154.784), (584147.637, 4511463.905), (584729.790, 4511740.307), (584368.704, 4512218.041), (584043.918, 4511609.288), (584591.645, 4511769.237), (584332.109, 4512299.000), (584052.221, 4511438.971), (584603.816, 4511790.982), (584290.988, 4512170.034), (584056.991, 4511492.766), (584587.057, 4511652.641)]
distances = [
{0.0000, 252.4818, 306.6628, 456.0404, 501.7844, 350.3937, 361.9482, 434.1058, 224.8504, 382.8183, 420.2940, 335.1484, 419.2112, 403.9373, 194.0980, 503.5971, 501.2908, 204.0154, 385.7575, 460.4866, 238.1282}
{252.4818, 0.0000, 452.5834, 655.0860, 250.5647, 567.2493, 537.8687, 189.7905, 443.9221, 544.2675, 169.8740, 513.7645, 622.0919, 188.6453, 392.3955, 695.1349, 249.2493, 412.5733, 562.0489, 211.6825, 356.9354}
{306.6628, 452.5834, 0.0000, 662.1404, 646.8472, 186.8215, 609.2322, 635.8504, 155.2837, 639.7384, 573.4675, 81.0813, 625.3336, 640.0211, 128.7953, 713.8099, 671.4501, 138.2166, 629.1226, 649.8235, 96.2670}
{456.0404, 655.0860, 662.1404, 0.0000, 891.8478, 560.4899, 126.6257, 784.4903, 508.7414, 141.9271, 817.5881, 634.3958, 37.6916, 717.0431, 538.3555, 51.6707, 870.4321, 524.4610, 107.2463, 818.5099, 643.7031}
{501.7844, 250.5647, 646.8472, 891.8478, 0.0000, 791.6437, 769.5173, 129.5051, 674.9245, 770.0393, 81.6312, 719.7668, 860.9555, 213.4683, 618.1023, 928.0181, 56.2509, 640.8958, 792.8512, 98.3103, 552.6725}
{350.3937, 567.2493, 186.8215, 560.4899, 791.6437, 0.0000, 541.7001, 757.0093, 126.4335, 577.1561, 713.0619, 111.6213, 527.1418, 743.0838, 175.1370, 610.6776, 807.3366, 154.8517, 556.5087, 777.0406, 254.3488}
{361.9482, 537.8687, 609.2322, 126.6257, 769.5173, 541.7001, 0.0000, 659.6858, 464.2750, 37.2967, 696.8513, 596.3190, 105.2800, 591.0234, 480.8391, 158.5035, 746.2807, 471.9605, 24.5051, 693.9292, 574.3107}
{434.1058, 189.7905, 635.8504, 784.4903, 129.5051, 757.0093, 659.6858, 0.0000, 633.6321, 656.7661, 106.3781, 700.7190, 755.6647, 83.9899, 582.0741, 817.5155, 88.9109, 602.3618, 682.2149, 34.9451, 539.5877}
{224.8504, 443.9221, 155.2837, 508.7414, 674.9245, 126.4335, 464.2750, 633.6321, 0.0000, 496.8894, 595.0214, 132.8725, 472.3383, 617.2772, 60.6383, 560.3843, 687.3506, 35.7732, 482.6516, 654.8709, 171.9348}
{382.8183, 544.2675, 639.7384, 141.9271, 770.0393, 577.1561, 37.2967, 656.7661, 496.8894, 0.0000, 699.3572, 629.3466, 129.0668, 585.3465, 511.0467, 162.9728, 744.3096, 503.1779, 37.9820, 691.3412, 601.3429}
{420.2940, 169.8740, 573.4675, 817.5881, 81.6312, 713.0619, 696.8513, 106.3781, 595.0214, 699.3572, 0.0000, 644.4377, 785.8705, 178.5881, 538.8605, 855.2273, 98.6203, 561.3187, 720.5330, 95.1300, 478.2381}
{335.1484, 513.7645, 81.0813, 634.3958, 719.7668, 111.6213, 596.3190, 700.7190, 132.8725, 629.3466, 644.4377, 0.0000, 598.8432, 698.2732, 141.1417, 685.7751, 741.5545, 135.7841, 614.1763, 716.8924, 167.5047}
{419.2112, 622.0919, 625.3336, 37.6916, 860.9555, 527.1418, 105.2800, 755.6647, 472.3383, 129.0668, 785.8705, 598.8432, 0.0000, 689.9758, 501.1267, 88.8450, 840.8997, 487.5014, 91.3483, 789.4232, 606.0988}
{403.9373, 188.6453, 640.0211, 717.0431, 213.4683, 743.0838, 591.0234, 83.9899, 617.2772, 585.3465, 178.5881, 698.2732, 689.9758, 0.0000, 570.6031, 747.5004, 170.5189, 588.6409, 612.7639, 117.2524, 544.8664}
{194.0980, 392.3955, 128.7953, 538.3555, 618.1023, 175.1370, 480.8391, 582.0741, 60.6383, 511.0467, 538.8605, 141.1417, 501.1267, 570.6031, 0.0000, 589.9213, 632.4982, 24.9194, 501.0317, 601.9061, 116.6862}
{503.5971, 695.1349, 713.8099, 51.6707, 928.0181, 610.6776, 158.5035, 817.5155, 560.3843, 162.9728, 855.2273, 685.7751, 88.8450, 747.5004, 589.9213, 0.0000, 904.4265, 576.1136, 135.3632, 851.8819, 694.8223}
{501.2908, 249.2493, 671.4501, 870.4321, 56.2509, 807.3366, 746.2807, 88.9109, 687.3506, 744.3096, 98.6203, 741.5545, 840.8997, 170.5189, 632.4982, 904.4265, 0.0000, 654.3463, 769.0662, 54.0064, 575.9385}
{204.0154, 412.5733, 138.2166, 524.4610, 640.8958, 154.8517, 471.9605, 602.3618, 35.7732, 503.1779, 561.3187, 135.7841, 487.5014, 588.6409, 24.9194, 576.1136, 654.3463, 0.0000, 491.4693, 622.8567, 139.3521}
{385.7575, 562.0489, 629.1226, 107.2463, 792.8512, 556.5087, 24.5051, 682.2149, 482.6516, 37.9820, 720.5330, 614.1763, 91.3483, 612.7639, 501.0317, 135.3632, 769.0662, 491.4693, 0.0000, 716.5515, 596.1146}
{460.4866, 211.6825, 649.8235, 818.5099, 98.3103, 777.0406, 693.9292, 34.9451, 654.8709, 691.3412, 95.1300, 716.8924, 789.4232, 117.2524, 601.9061, 851.8819, 54.0064, 622.8567, 716.5515, 0.0000, 553.6520}
{238.1282, 356.9354, 96.2670, 643.7031, 552.6725, 254.3488, 574.3107, 539.5877, 171.9348, 601.3429, 478.2381, 167.5047, 606.0988, 544.8664, 116.6862, 694.8223, 575.9385, 139.3521, 596.1146, 553.6520, 0.0000}
]
