path,bytes,sha256
command.json,6471,b3cb64a8beb24ca7d1af169d0e59074ff4001d96e44539dc1b6e66080a64864d
console.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
console.stdout.log,97,a24c2f4cc86b78aeb1e3218b8bf06572c75f1bea8c189e70a413347438b22da1
external/global_bound_trace.csv,95452,47c2c9964bffd052b1c28e4926457937bd515277e242c0a3134a35d65c464389
external/lp_status_ledger.csv,1622,0b98d41bad292f28224841520ea6afdb488d3835a361de2f558fb207731fcda3
external/models/L0.lp,1010007,62cf4d1dadb20d17bccfee33903a4eeb2ea5e2ec4edb47c423c6a8204cc78421
external/models/L1.0.lp,1016134,65cacf3270f2f61c612e628b64c4260a0f7d2e729fbfc03300e1b917673392a6
external/models/L1.1.0.lp,1015779,4f94ca240783af1802eb9bb50281eaf179fc257de8ffd80ae782c9157499a9d3
external/models/L1.1.1.0.lp,1015913,e206897bb62c111bd9a14ede0f3ecb0f2079ac10c395471dad8a54fc250c0f6e
external/models/L1.1.1.1.lp,1015909,cf1eeecb3a77c6d80104dc795b85796752536e26ea84850cea9fbbf04cd5d191
external/models/L1.1.1.lp,1015913,f194ac6122f5904f8b8558d04888746f9a1cbaf9df7291f371483fb8b00d72e6
external/models/L1.1.lp,1015911,13293b3e1f7da013d57e12ac6661b393b677d46ffe2c55d30eb855a4fda20cc0
external/models/L1.lp,1016134,2fbeabec91b2dd6412e42d9512e86bc67e4172a85c908505231793bdf26f02a2
external/models/L2.0.lp,1015911,99805158dcc253b2f62838e74c0129c2f2c091cf525e9a65f45ac2fb8bb43119
external/models/L2.1.lp,1015915,9910e7bc65002c72c27625419cc8b01467c5442e880beaa5ae637bf3121f453a
external/models/L2.lp,1015911,e022e913ce59ca1a97203a366ce48adf64d03644bc9cc9602015de526c88244b
external/models/L3.lp,1015914,a6fb32c427747bb79f834140d81a6f16b5a0014d1547a48f7d4a2fa9783d99f5
external/native_logs/L0_lp.gurobi.log,1308,e57316d062e7fa9ea959516298875004f73581876b91748ebc332e07fd3be075
external/native_logs/L1.0_lp.gurobi.log,1310,b8dc187b6808837cd8a728500f2a48123c67f13d192e50f21cd28343a94722fc
external/native_logs/L1.1.0_lp.gurobi.log,1312,aaf7de893254f58519f232c21a6c4dacbf53e479885c616824e2b6a0de27ff03
external/native_logs/L1.1.1.0_lp.gurobi.log,1398,4dba5fc82cf448151a3f701a1fdc3e8b132ae13a111fa724ea9e3661f1a21b87
external/native_logs/L1.1.1.1_lp.gurobi.log,1397,a2f79f9894abffee196fbde189f0506b7b855d3630cca01e1fc3763bcc325b63
external/native_logs/L1.1.1_lp.gurobi.log,1395,932aa4a75f992f9f63c7b5fc82e0529b829ca20a55ea9520f58e004774d4ced1
external/native_logs/L1.1.1_terminal_mip.gurobi.log,3210,74fb16884caad8ed21f67647aeb44059a497dc7232405bf2f0fc990a29a29992
external/native_logs/L1.1_c6_1_next_leaf_target_mip.gurobi.log,2090,c0125912cf7b6c41adba3cf811d31a7fcb45dc79bd35cf58dba25441a422ce3e
external/native_logs/L1.1_lp.gurobi.log,1393,4f25c0000c2a3531b40846bf72d19da30a995f243f3a565eb9e942511d7f48cc
external/native_logs/L1_c6_1_next_leaf_target_mip.gurobi.log,1782,fa1b8d57233be274502dc3334c3597abf4a8d44d5ce64d6b4bb9eda51d1bf5c1
external/native_logs/L1_lp.gurobi.log,1436,5931327c65c4b12d84661e099ae73a69520613ea8a3c4d86d53b2254cf6bbee9
external/native_logs/L2.0_lp.gurobi.log,1393,dd2c9d34bf156be4fde5fb03cd0ea67ca05442a16452f1e346fe00b32ca23db9
external/native_logs/L2.1_lp.gurobi.log,1393,0f6f7b2ea5202b88e9acbf651727774a410cbb2ec52210433f3324c0b3fbd7d4
external/native_logs/L2_c6_1_next_leaf_target_mip.gurobi.log,1782,ab68f10efa6da1046eb325ecc102505bb2b282b633548591a2af56e1efae4b56
external/native_logs/L2_lp.gurobi.log,1391,50a6bbc26f7cd3c68f61bac547d7c1ce8301b874e50d245fe5e302f1e63166e0
external/native_logs/L2_terminal_mip.gurobi.log,5109,9ad4287bcce5ebef6456fe173379e01ad21769036dd09d3817373462c113f395
external/native_logs/L3_lp.gurobi.log,1391,7d334a8ba4a2a6e9ed67e39491476bdc628e1eaba5afdad2390f9ed89b3f8bf6
external/native_target_ledger.csv,712,b72f8964578111b323c487c1f130a1016ebf492620120420380416a4b9e3ee6f
external/paper_leaf_ledger.csv,2009,d6ec348a72117b07da3aabf19c54cfbaa74a70657834ee37ab398252706710fa
external/paper_optimize_ledger.csv,6009,5ba2970117ce99e5c533c83507eb10716ec001e59bc9d4e4cfd9c49738c89bcb
external/paper_tree_events.csv,1581,aa516f846c1a8198623ae76d205bfe6fa96ca8a7efd3e5100caae58cd20f6c37
external/parent_child_bound_ledger.csv,528,469db19735c2d84d311b2a654291ffe5cc806f203eb783a74698dca404d37d4c
external/split_decision_ledger.csv,408,37c5f7d54935cb9241a1fa98179470cf80f03b0de702ed424bf714396f8205d9
heuristic_candidates.csv,669,35cb211acba88d47511e6492c96d015b90a6d5631f698b61c4320ef8f1a3c314
native.log,5440,3a0bcfbf83df92e3874b19298aee5d3e351027cdf12a3a2bddc2dae442173063
process_phases.csv,2874,49d733f56143be57e1f35dc6a11b081d3cf7f6762d45f974e3fb5006589ae667
progress.csv,692,9fb23dcaa25c156aca46e061af999a7e0309ab02ae91a71ccbd2f36c34a03df5
result.json,84418,3999f5559896da0e4ba1906f8eea293adb2b0ccea6ffc1592e4d8e0144e7b167
