12 1 [30]
capacities = [100000, 49, 37, 41, 43, 31, 39, 50, 40, 39, 40, 31, 41]
initial     = [50000, 26, 21, 15, 26, 14, 25, 13, 13, 14, 33, 6, 22]
target      = [0, 20, 13, 23, 26, 14, 18, 22, 19, 14, 26, 11, 22]
weights    = [0.000000, 0.564375, 1.000000, 0.630435, 0.150000, 0.150000, 0.687153, 0.715057, 0.586184, 0.150000, 0.521875, 0.777841, 0.150000]
min_ratio  = [0.000000, 0.650000, 0.650000, 0.423913, 0.650000, 0.650000, 0.650000, 0.384091, 0.444737, 0.650000, 0.650000, 0.354545, 0.650000]
points = [(584400.000, 4511800.000), (584753.531, 4511209.053), (584737.969, 4512191.378), (583732.427, 4512012.959), (584543.078, 4511419.325), (584735.137, 4512138.216), (583684.904, 4511940.489), (584637.904, 4511267.304), (584670.859, 4512148.234), (583723.599, 4512023.431), (584622.897, 4511294.584), (584672.550, 4512129.749), (583588.701, 4512090.441)]
distances = [
{0.0000, 688.6240, 517.1069, 700.7172, 406.6751, 476.1372, 728.7656, 583.4064, 441.1703, 712.3481, 552.3847, 427.8060, 861.7209}
{688.6240, 0.0000, 982.4484, 1299.5837, 297.4983, 929.3450, 1294.9761, 129.4716, 942.8128, 1313.0013, 156.1435, 924.2509, 1460.7110}
{517.1069, 982.4484, 0.0000, 1021.2478, 796.2715, 53.2376, 1082.5390, 929.4757, 79.7820, 1028.1792, 904.1468, 89.8762, 1153.6921}
{700.7172, 1299.5837, 1021.2478, 0.0000, 1004.7659, 1010.5028, 86.6621, 1172.9827, 948.1312, 13.6971, 1144.1150, 947.3492, 163.2819}
{406.6751, 297.4983, 796.2715, 1004.7659, 0.0000, 744.1039, 1004.0286, 179.1714, 740.0244, 1018.0811, 148.0932, 722.1257, 1166.7187}
{476.1372, 929.3450, 53.2376, 1010.5028, 744.1039, 0.0000, 1068.6838, 876.3224, 65.0543, 1018.0299, 851.0657, 63.1571, 1147.4313}
{728.7656, 1294.9761, 1082.5390, 86.6621, 1004.0286, 1068.6838, 0.0000, 1166.7847, 1007.6034, 91.5241, 1138.8699, 1005.6162, 178.1596}
{583.4064, 129.4716, 929.4757, 1172.9827, 179.1714, 876.3224, 1166.7847, 0.0000, 881.5457, 1186.4575, 31.1347, 863.1404, 1333.5601}
{441.1703, 942.8128, 79.7820, 948.1312, 740.0244, 65.0543, 1007.6034, 881.5457, 0.0000, 955.4459, 854.9965, 18.5620, 1083.7002}
{712.3481, 1313.0013, 1028.1792, 13.6971, 1018.0811, 1018.0299, 91.5241, 1186.4575, 955.4459, 0.0000, 1157.5646, 954.8883, 150.6252}
{552.3847, 156.1435, 904.1468, 1144.1150, 148.0932, 851.0657, 1138.8699, 31.1347, 854.9965, 1157.5646, 0.0000, 836.6402, 1304.9721}
{427.8060, 924.2509, 89.8762, 947.3492, 722.1257, 63.1571, 1005.6162, 863.1404, 18.5620, 954.8883, 836.6402, 0.0000, 1084.5619}
{861.7209, 1460.7110, 1153.6921, 163.2819, 1166.7187, 1147.4313, 178.1596, 1333.5601, 1083.7002, 150.6252, 1304.9721, 1084.5619, 0.0000}
]
