12 3 [30, 30, 30]
capacities = [100000, 35, 26, 33, 25, 22, 36, 43, 42, 20, 46, 49, 46]
initial     = [50000, 26, 11, 13, 9, 4, 16, 13, 13, 19, 13, 29, 31]
target      = [0, 19, 11, 18, 9, 9, 16, 18, 22, 13, 21, 24, 24]
weights    = [0.000000, 0.713684, 0.150000, 0.575000, 0.150000, 1.000000, 0.150000, 0.575000, 0.775909, 0.856154, 0.732857, 0.468750, 0.596250]
min_ratio  = [0.000000, 0.650000, 0.650000, 0.469444, 0.650000, 0.288889, 0.650000, 0.469444, 0.384091, 0.650000, 0.402381, 0.650000, 0.650000]
points = [(584400.000, 4511800.000), (584657.598, 4512272.446), (583930.393, 4511764.168), (584781.956, 4511234.558), (584781.889, 4512220.760), (583770.371, 4511703.288), (584705.779, 4511391.266), (584701.969, 4512326.979), (583721.206, 4511645.959), (584588.503, 4511371.690), (584684.595, 4512307.320), (583982.337, 4511673.581), (584807.866, 4511464.368)]
distances = [
{0.0000, 538.1098, 470.9719, 682.3600, 568.2236, 637.0138, 510.4549, 607.3646, 696.0527, 467.9561, 581.6942, 436.3760, 528.2080}
{538.1098, 0.0000, 887.2281, 1045.3118, 134.6087, 1054.0941, 882.4964, 70.3034, 1126.6393, 903.4023, 44.1024, 902.5614, 821.9309}
{470.9719, 887.2281, 0.0000, 1002.8191, 966.1888, 171.2123, 860.3945, 955.0314, 240.2760, 766.2557, 929.4268, 104.4234, 927.2751}
{682.3600, 1045.3118, 1002.8191, 0.0000, 986.2024, 1114.9048, 174.2423, 1095.3454, 1137.7346, 237.1270, 1077.1717, 912.2122, 231.2664}
{568.2236, 134.6087, 966.1888, 986.2024, 0.0000, 1136.1983, 832.9788, 132.9268, 1206.4176, 870.8147, 130.2260, 968.8589, 756.8381}
{637.0138, 1054.0941, 171.2123, 1114.9048, 1136.1983, 0.0000, 986.0761, 1121.1004, 75.5230, 882.7786, 1095.7468, 214.0383, 1064.6503}
{510.4549, 882.4964, 860.3945, 174.2423, 832.9788, 986.0761, 0.0000, 935.7207, 1016.9812, 118.8981, 916.2996, 776.5753, 125.5621}
{607.3646, 70.3034, 955.0314, 1095.3454, 132.9268, 1121.1004, 935.7207, 0.0000, 1194.0198, 962.0038, 26.2358, 972.0075, 869.0865}
{696.0527, 1126.6393, 240.2760, 1137.7346, 1206.4176, 75.5230, 1016.9812, 1194.0198, 0.0000, 909.6300, 1168.5530, 262.5877, 1101.7281}
{467.9561, 903.4023, 766.2557, 237.1270, 870.8147, 882.7786, 118.8981, 962.0038, 909.6300, 0.0000, 940.5520, 677.1817, 238.1375}
{581.6942, 44.1024, 929.4268, 1077.1717, 130.2260, 1095.7468, 916.2996, 26.2358, 1168.5530, 940.5520, 0.0000, 945.9341, 851.9182}
{436.3760, 902.5614, 104.4234, 912.2122, 968.8589, 214.0383, 776.5753, 972.0075, 262.5877, 677.1817, 945.9341, 0.0000, 851.6268}
{528.2080, 821.9309, 927.2751, 231.2664, 756.8381, 1064.6503, 125.5621, 869.0865, 1101.7281, 238.1375, 851.9182, 851.6268, 0.0000}
]
