12 2 [20, 20]
capacities = [100000, 44, 41, 47, 25, 33, 32, 41, 24, 30, 38, 30, 40]
initial     = [50000, 14, 2, 7, 24, 10, 17, 40, 9, 27, 5, 0, 27]
target      = [0, 5, 24, 38, 7, 26, 20, 36, 15, 2, 5, 11, 21]
weights    = [0.000000, 0.186800, 0.119667, 0.112000, 0.234571, 0.096769, 0.061400, 0.058444, 0.080400, 1.000000, 0.050000, 0.126000, 0.071714]
min_ratio  = [0.0000, 0.7000, 0.0583, 0.1289, 0.7000, 0.2692, 0.5950, 0.7000, 0.4200, 0.7000, 0.7000, 0.0000, 0.7000]
points = [(584400.000, 4511800.000), (584175.425, 4511388.974), (584674.517, 4511725.603), (584245.868, 4512138.798), (584220.542, 4511604.081), (584648.560, 4511841.445), (584286.993, 4512262.888), (584178.250, 4511580.905), (584707.778, 4511712.879), (584239.060, 4512254.680), (584227.727, 4511402.006), (584667.981, 4511685.669), (584284.655, 4512311.629)]
distances = [
{0.0000, 468.3761, 284.4192, 372.2109, 265.6871, 251.9914, 476.4827, 311.7301, 319.8709, 482.3236, 433.6785, 291.3509, 524.4698}
{468.3761, 0.0000, 602.0061, 753.1257, 219.7870, 654.6652, 881.0069, 191.9522, 623.1487, 868.0419, 53.9009, 575.0124, 929.0980}
{284.4192, 602.0061, 0.0000, 595.3740, 469.9582, 118.7147, 662.4571, 516.9316, 35.6121, 685.2341, 551.6665, 40.4650, 703.8597}
{372.2109, 753.1257, 595.3740, 0.0000, 535.3170, 500.5793, 130.7273, 561.9755, 628.3057, 116.0820, 737.0151, 619.2782, 177.1296}
{265.6871, 219.7870, 469.9582, 535.3170, 0.0000, 489.4295, 662.1504, 48.2258, 499.2357, 650.8633, 202.2019, 454.8170, 710.4471}
{251.9914, 654.6652, 118.7147, 500.5793, 489.4295, 0.0000, 555.2875, 537.6547, 141.5486, 581.7677, 608.4463, 156.9820, 594.5581}
{476.4827, 881.0069, 662.4571, 130.7273, 662.1504, 555.2875, 0.0000, 690.5979, 692.5094, 48.6316, 862.9194, 691.6163, 48.7969}
{311.7301, 191.9522, 516.9316, 561.9755, 48.2258, 537.6547, 690.5979, 0.0000, 545.7266, 676.5134, 185.6149, 500.8116, 738.4299}
{319.8709, 623.1487, 35.6121, 628.3057, 499.2357, 141.5486, 692.5094, 545.7266, 0.0000, 716.4115, 571.9189, 48.2099, 733.1673}
{482.3236, 868.0419, 685.2341, 116.0820, 650.8633, 581.7677, 48.6316, 676.5134, 716.4115, 0.0000, 852.7493, 712.5639, 72.9525}
{433.6785, 53.9009, 551.6665, 737.0151, 202.2019, 608.4463, 862.9194, 185.6149, 571.9189, 852.7493, 0.0000, 523.7255, 911.4022}
{291.3509, 575.0124, 40.4650, 619.2782, 454.8170, 156.9820, 691.6163, 500.8116, 48.2099, 712.5639, 523.7255, 0.0000, 734.0057}
{524.4698, 929.0980, 703.8597, 177.1296, 710.4471, 594.5581, 48.7969, 738.4299, 733.1673, 72.9525, 911.4022, 734.0057, 0.0000}
]
