50 3 [30, 30, 30]
capacities = [100000, 40, 39, 48, 42, 51, 32, 47, 54, 32, 59, 52, 51, 48, 44, 61, 47, 39, 37, 35, 46, 25, 43, 57, 54, 51, 43, 55, 62, 57, 53, 57, 60, 37, 38, 38, 35, 60, 42, 56, 26, 29, 46, 37, 39, 58, 58, 36, 44, 24, 50]
initial     = [50000, 37, 23, 5, 34, 35, 2, 43, 12, 0, 47, 33, 0, 48, 6, 12, 42, 36, 2, 35, 42, 2, 39, 25, 8, 49, 31, 7, 62, 52, 0, 54, 54, 3, 35, 9, 2, 59, 32, 7, 25, 20, 3, 34, 14, 6, 46, 15, 0, 24, 3]
target      = [0, 31, 23, 2, 6, 8, 6, 40, 40, 27, 34, 34, 4, 44, 15, 12, 28, 13, 25, 5, 6, 23, 35, 48, 28, 31, 38, 25, 15, 47, 34, 43, 51, 30, 10, 16, 12, 19, 28, 28, 15, 15, 44, 35, 8, 15, 53, 11, 18, 16, 37]
weights    = [0.000000, 0.274806, 0.107082, 0.847040, 0.706096, 0.635624, 0.706096, 0.591931, 0.591931, 0.133862, 0.380514, 0.380514, 0.776568, 0.732875, 0.388971, 0.494679, 0.169098, 0.459443, 0.063390, 0.741332, 0.706096, 0.107082, 0.415751, 0.873820, 0.169098, 0.274806, 0.521459, 0.063390, 0.388971, 0.838584, 0.380514, 0.697639, 0.979528, 0.239570, 0.565152, 0.353735, 0.494679, 0.248027, 0.169098, 0.169098, 0.388971, 0.388971, 0.732875, 0.415751, 0.635624, 0.388971, 1.000000, 0.529915, 0.283263, 0.353735, 0.486223]
min_ratio  = [0.0000, 0.9250, 0.5897, 0.1042, 0.8095, 0.6863, 0.0625, 0.9149, 0.2222, 0.0000, 0.7966, 0.6346, 0.0000, 1.0000, 0.1364, 0.1967, 0.8936, 0.9231, 0.0541, 1.0000, 0.9130, 0.0800, 0.9070, 0.4386, 0.1481, 0.9608, 0.7209, 0.1273, 1.0000, 0.9123, 0.0000, 0.9474, 0.9000, 0.0811, 0.9211, 0.2368, 0.0571, 0.9833, 0.7619, 0.1250, 0.9615, 0.6897, 0.0652, 0.9189, 0.3590, 0.1034, 0.7931, 0.4167, 0.0000, 1.0000, 0.0600]
points = [(584400.000, 4511800.000), (584676.286, 4511760.243), (584290.363, 4512183.576), (584145.204, 4511539.957), (584662.583, 4511876.636), (584305.885, 4512279.158), (584193.248, 4511597.638), (584656.970, 4511878.892), (584403.455, 4512164.298), (584213.878, 4511618.451), (584591.545, 4511776.880), (584404.068, 4512310.906), (584248.697, 4511478.810), (584723.512, 4511728.086), (584418.878, 4512247.670), (584243.131, 4511619.617), (584685.981, 4511719.286), (584402.021, 4512272.648), (584190.646, 4511434.969), (584602.230, 4511857.863), (584328.506, 4512229.403), (584057.612, 4511483.929), (584730.858, 4511900.475), (584362.931, 4512152.351), (584152.022, 4511542.851), (584606.103, 4511881.253), (584379.873, 4512296.181), (584217.231, 4511475.550), (584693.921, 4511723.638), (584400.175, 4512339.820), (584207.323, 4511480.812), (584713.475, 4511827.755), (584324.134, 4512201.741), (584066.998, 4511508.886), (584707.256, 4511826.045), (584431.554, 4512180.471), (584071.685, 4511543.523), (584645.822, 4511789.577), (584333.328, 4512328.133), (584166.638, 4511445.209), (584682.303, 4511714.245), (584303.409, 4512313.808), (584246.121, 4511580.021), (584569.206, 4511751.275), (584367.388, 4512175.276), (584106.614, 4511563.960), (584595.079, 4511728.676), (584424.270, 4512197.145), (584118.074, 4511567.983), (584739.454, 4511829.849), (584336.260, 4512277.039)]
distances = [
{0.0000, 186.0876, 265.9581, 242.7098, 182.3585, 325.5423, 192.8695, 179.2054, 242.8761, 173.3352, 128.6232, 340.6148, 236.6952, 220.9389, 298.7120, 159.3681, 198.1019, 315.1014, 280.5366, 140.2300, 290.2095, 310.6481, 230.5186, 236.1972, 238.1585, 147.6940, 331.0596, 248.2584, 202.4523, 359.8799, 248.5559, 209.8007, 272.5612, 294.8728, 205.5722, 254.5181, 277.7459, 164.0284, 354.8834, 283.1052, 196.6936, 348.5391, 178.9722, 117.3880, 251.1271, 251.0339, 138.4725, 265.2571, 243.4147, 227.1759, 320.8520}
{186.0876, 0.0000, 381.8941, 383.3035, 78.1307, 425.0328, 339.7818, 80.1406, 325.0276, 322.4395, 57.5726, 409.5156, 341.2634, 38.0900, 367.4799, 303.6072, 28.0598, 387.4585, 389.6721, 81.6873, 389.3365, 451.7159, 100.3173, 334.6238, 378.3662, 93.2595, 408.2973, 360.1123, 27.0881, 427.9905, 363.9338, 51.3843, 376.4932, 439.3994, 48.4837, 324.1978, 428.1794, 28.1939, 442.2765, 399.4370, 30.9269, 444.9575, 310.9286, 71.6363, 344.9124, 401.6928, 58.0842, 336.2504, 393.5955, 62.6637, 412.4154}
{265.9581, 381.8941, 0.0000, 439.8565, 321.6349, 64.5562, 395.9543, 317.7933, 76.4822, 380.1846, 337.3832, 113.8064, 470.6642, 419.0408, 95.7411, 377.2888, 406.6553, 95.2222, 503.4793, 300.6290, 39.7496, 491.5636, 349.0829, 52.6675, 436.9930, 291.4262, 95.8981, 474.5287, 407.9228, 127.3157, 471.7684, 368.5603, 25.5645, 473.8016, 366.1383, 94.1506, 450.9191, 353.7647, 100.5382, 499.1073, 407.6428, 87.2562, 403.4498, 342.9531, 51.6472, 430.8585, 365.0180, 89.7284, 426.1656, 381.1129, 69.4161}
