leaf,model_sha256,cutoff,signature,support,raw_violation,target
"L0.0","e3fb9fd505da02ef07042cf18065690398950281cb9f48ea968e6cfc21b89fe5",0.50642278922416295,226d78e333258e75ec0c42379e47e542ba86ce34a46a941e4b0d729608a5a28b,13,0.41577887426684784,proof
"L0.0","e3fb9fd505da02ef07042cf18065690398950281cb9f48ea968e6cfc21b89fe5",0.50642278922416295,8eda1e30943398a2ac3201fc9ef582c4ee3ca452a7bdd28e1308feaf7ac5406e,13,6.5842211257326353,proof
"L0.0","e3fb9fd505da02ef07042cf18065690398950281cb9f48ea968e6cfc21b89fe5",0.50642278922416295,e31e739a3d1f1b06681441e946bf1e4c5bb7455bed9fcbdcf7d1707c298cebf0,24,,native
"L0.0","e3fb9fd505da02ef07042cf18065690398950281cb9f48ea968e6cfc21b89fe5",0.50642278922416295,3f2614a2a2d1e0d92686b496f875d47297b6dad44934077f0efd832863258cc5,168,,native
"L0.0","e3fb9fd505da02ef07042cf18065690398950281cb9f48ea968e6cfc21b89fe5",0.50642278922416295,2e86f0145350c88cbba334c4e63d9945e1bba5bfde09f8d6bc4b961dbbf59e82,24,,native
"L0.0","e3fb9fd505da02ef07042cf18065690398950281cb9f48ea968e6cfc21b89fe5",0.50642278922416295,900c192bc32db96cfcb071b73839be31e86c649a6c45f24287b5e482f8ec8fe6,168,,native
"L0.0","e3fb9fd505da02ef07042cf18065690398950281cb9f48ea968e6cfc21b89fe5",0.50642278922416295,c72a6ea676802c80a75107f3e7c2738a8e19e02c035310d8b6f0ddfc67c4354f,40,,native
"L0.0","e3fb9fd505da02ef07042cf18065690398950281cb9f48ea968e6cfc21b89fe5",0.50642278922416295,ca0bc9a1fe3eba76918d00430053d88ca45d7b1946f282a5a7601d26808e5fb2,13,,native
"L0.0","e3fb9fd505da02ef07042cf18065690398950281cb9f48ea968e6cfc21b89fe5",0.50642278922416295,226d78e333258e75ec0c42379e47e542ba86ce34a46a941e4b0d729608a5a28b,13,,native
"L0.0","e3fb9fd505da02ef07042cf18065690398950281cb9f48ea968e6cfc21b89fe5",0.50642278922416295,8eda1e30943398a2ac3201fc9ef582c4ee3ca452a7bdd28e1308feaf7ac5406e,13,,native
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,e31e739a3d1f1b06681441e946bf1e4c5bb7455bed9fcbdcf7d1707c298cebf0,24,0.14072133345344431,proof
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,3f2614a2a2d1e0d92686b496f875d47297b6dad44934077f0efd832863258cc5,168,0.8823197261018122,proof
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,2e86f0145350c88cbba334c4e63d9945e1bba5bfde09f8d6bc4b961dbbf59e82,24,0.093811130656416511,proof
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,900c192bc32db96cfcb071b73839be31e86c649a6c45f24287b5e482f8ec8fe6,168,0.86767685761358115,proof
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,c72a6ea676802c80a75107f3e7c2738a8e19e02c035310d8b6f0ddfc67c4354f,40,7.4700299558224845,proof
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,8eda1e30943398a2ac3201fc9ef582c4ee3ca452a7bdd28e1308feaf7ac5406e,13,0.13696477226597126,proof
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,ca0bc9a1fe3eba76918d00430053d88ca45d7b1946f282a5a7601d26808e5fb2,13,0.10029302546487197,proof
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,ed3c8ae14e4b496a2c804f51b6a83568f1e908b7caa360fe69aaebfbb9543601,40,14.034098850322312,proof
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,e31e739a3d1f1b06681441e946bf1e4c5bb7455bed9fcbdcf7d1707c298cebf0,24,,native
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,3f2614a2a2d1e0d92686b496f875d47297b6dad44934077f0efd832863258cc5,168,,native
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,2e86f0145350c88cbba334c4e63d9945e1bba5bfde09f8d6bc4b961dbbf59e82,24,,native
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,900c192bc32db96cfcb071b73839be31e86c649a6c45f24287b5e482f8ec8fe6,168,,native
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,c72a6ea676802c80a75107f3e7c2738a8e19e02c035310d8b6f0ddfc67c4354f,40,,native
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,8eda1e30943398a2ac3201fc9ef582c4ee3ca452a7bdd28e1308feaf7ac5406e,13,,native
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,ca0bc9a1fe3eba76918d00430053d88ca45d7b1946f282a5a7601d26808e5fb2,13,,native
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,ed3c8ae14e4b496a2c804f51b6a83568f1e908b7caa360fe69aaebfbb9543601,40,,native
