path,bytes,sha256
command.json,6444,1dc43d7e299d62f6675441f2076702d8f83370b9be8551842972bfb17abfd12b
console.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
console.stdout.log,107,f6178811f2b96b3e09b3b03269643e0c22b28190cded369033622d759f8cf8b3
external/global_bound_trace.csv,5030,cc493a43cca95e08ad342f14db0113ffde750b7f8e2601730772a9141c76ede6
external/lp_status_ledger.csv,1573,c9fbcb286e056f594e5a982c8123b822ff91cce5931cd79bd9de6154bbd86298
external/models/L0.lp,290132,64ad5917b5997d35d8ca1b18b483ccdc0c8b39c36cf88b647207c97bde2cdfd2
external/models/L1.0.lp,296190,7846395f02512f36925a1eadfe1834dca22e85d1fb5e77952a4710f5d2f18c62
external/models/L1.1.0.lp,311716,5f6e139d92ed477c53c877e9924f4f569f4d2b420c899f1ba3b39831a74e91ca
external/models/L1.1.1.0.0.lp,300408,9a9742b83cb7dbc25d41c8c8d6fa2c513012daa73993540c8594dbd34f424b01
external/models/L1.1.1.0.1.lp,296429,427ff2555cfcc088f51dcf3a738084b4e9dd9329b9ee996080cf2204956b7109
external/models/L1.1.1.0.lp,296529,6c3d6a95ba58437fa8548dc51a9bc4ffb5bd3e55f912342f295a67c60e0bc0fb
external/models/L1.1.1.1.lp,291605,c536f3f2fafe2feac5fb932eb7e734b0e1e72958dd27931c3ba8a27ef00cf23e
external/models/L1.1.1.lp,293608,3f7a2e709827a6a154092eacf3765da4efff583460a014cd8a3883431a7c0f20
external/models/L1.1.lp,293476,40e6b152e71001efb9a82c9c0c4cb6093e096c69c3b3c819d6c480d340c4460a
external/models/L1.lp,293470,f61722ecdf7b8bb1a1fd613d74037f64957c111c24d19977b7f17d3c140bc6fa
external/models/L2.lp,294818,c473d42f1eb3c0dc0d900ef8bf6216627e3b9157e09d3197184619f77631d0d7
external/models/L3.lp,290048,974738a7468d5e63a0f94497764403f8146a5d786219020475adb09aa2ceacc6
external/native_logs/L0_lp.gurobi.log,1326,bea4390819cdee343b1f61c41c7bf1eeca57eabf1db83e7f855a072881788f02
external/native_logs/L1.0_lp.gurobi.log,1328,0d8bc558db8b568127c0c3a77ce1f273975d229b6b0513d381271534b9066aaa
external/native_logs/L1.1.0_c6_1_next_leaf_target_mip.gurobi.log,1771,d40ecfd54a757ffc7752d9fd7ab34d37a82fab291c50da2f00d0af0bba69624f
external/native_logs/L1.1.0_lp.gurobi.log,1458,0033007b5012fd0a930622d60c5ecac636ffa580241ee32d295cfe469a73a240
external/native_logs/L1.1.1.0.0_lp.gurobi.log,1416,a9a21ebabd2b72f0998658c207b2df8880d0fd59fb307dad8c9d9a612659781f
external/native_logs/L1.1.1.0.1_lp.gurobi.log,1417,04ec60162d003d40e5c39a6c46bc0f0b543f5c3b14e1a49ebd59fa3cc50625aa
external/native_logs/L1.1.1.0_lp.gurobi.log,1415,58b8bae185a18243f4ad4aef5aae81a9da6993014f866a28da03b5282ef62c9f
external/native_logs/L1.1.1.0_terminal_mip.gurobi.log,1893,a7fff12fb6c49920e95c704a9c5636549e0e1cd2a95cee7322017239c876f90e
external/native_logs/L1.1.1.1_lp.gurobi.log,1332,60dc556c3b6d939a0137c5e79f9d924dad2f30a9bd14875262d28cb403e4f250
external/native_logs/L1.1.1_lp.gurobi.log,1413,6c480120174f52d2c4704bfe2f01e850028a559f499ea7986813ad321df8ffc2
external/native_logs/L1.1_lp.gurobi.log,1456,30b6015175b442d73d96006da904135c518e1420b71b24424be66205c515bc84
external/native_logs/L1_lp.gurobi.log,1409,552bf161e9803b7b9eabc56373ffd86a3ffe631d8f9833c917fb0da10325565d
external/native_logs/L2_lp.gurobi.log,1139,9283839e23a83aa5ace1b8328cdb05e981597d6638ac7865fa20c5d6177ca603
external/native_logs/L3_lp.gurobi.log,1139,8f9c08b3c2cda94580a6ff78a7bde18ec39f07de1b44a3302ea4802d5c014f37
external/native_target_ledger.csv,367,ad26c988602ff3b09b3bff13bb48865cda0b1664d5f64f8a0e7c12155c2a20e0
external/paper_leaf_ledger.csv,2272,577f1ec5f5bbe5752d6691877205c10d9e75cba996bd192b9cd4a89a63a96268
external/paper_optimize_ledger.csv,5333,9b567688229f14c745d298382d6c023564f2ccf0bf778d5473aabb33302d3439
external/paper_tree_events.csv,957,32fc881943a9eb7dca29114c13feb2e8cdec7af734ce55a82a83d1ad8cd1b12a
external/parent_child_bound_ledger.csv,551,a0b44d261fde43dc09ba8ceb051e295ed850c1b0ca23afac3ccf1626398ca6ba
external/split_decision_ledger.csv,432,26a3fb4d82bb8e8e44f1c0f96a089b3a2b2fb724e7285702271ac94f85d3be53
heuristic_candidates.csv,363,f5f34e9cc7ca1ee23fed01e7f08cd84175b531d02e6871c18aad524347b20c45
hga_generations.csv,100991,942ce01706eca94c0c26132771ea5c4a5a59d4284f7d4849e64e986cde823a95
native.log,5823,f25ccd77e651ab94e82c6a1963e50a7f3d13cc847b3d2e3085b3448d883578a5
process_phases.csv,4052,3aa45954d3914c3a6683634a93de0378ff74165edcab5afc92015a599979273f
progress.csv,691,1c5d8201fdfc5c987b6058b2f7eae090452c5c59a95e8252613ff254884e9f9a
result.json,84416,f6c9f02d12d6ed7118419362744d140e7e7afc5c78bd9f3247c3a89455a22770
