20 3 [30, 30, 30]
capacities = [100000, 25, 44, 24, 45, 32, 34, 31, 27, 37, 39, 33, 31, 36, 22, 20, 21, 41, 25, 50, 39]
initial     = [50000, 1, 38, 19, 4, 7, 30, 0, 3, 3, 35, 25, 6, 33, 14, 5, 4, 36, 4, 1, 8]
target      = [0, 21, 6, 4, 39, 22, 1, 30, 24, 29, 4, 8, 21, 9, 6, 16, 18, 2, 20, 49, 34]
weights    = [0.000000, 0.081199, 0.224713, 0.172845, 0.079399, 0.072335, 1.000000, 0.082759, 0.078664, 0.079370, 0.303879, 0.119612, 0.073399, 0.137356, 0.093678, 0.072522, 0.075479, 0.606897, 0.076207, 0.082090, 0.075051]
min_ratio  = [0.0000, 0.0333, 0.7000, 0.7000, 0.0718, 0.2227, 0.7000, 0.0000, 0.0875, 0.0724, 0.7000, 0.7000, 0.2000, 0.7000, 0.7000, 0.2188, 0.1556, 0.7000, 0.1400, 0.0143, 0.1647]
points = [(584400.000, 4511800.000), (584094.367, 4511422.439), (584755.697, 4511834.233), (584241.374, 4512231.981), (584121.276, 4511574.512), (584684.604, 4511829.150), (584377.325, 4512170.966), (584101.874, 4511576.850), (584696.431, 4511733.112), (584262.218, 4512158.206), (584173.258, 4511567.209), (584749.168, 4511756.945), (584377.791, 4512161.350), (584039.043, 4511477.935), (584682.252, 4511691.237), (584331.782, 4512143.904), (584114.818, 4511572.869), (584759.232, 4511799.392), (584394.020, 4512167.969), (584123.995, 4511497.820), (584736.045, 4511816.470)]
distances = [
{0.0000, 485.7604, 357.3410, 460.1847, 358.5130, 286.0932, 371.6588, 372.3909, 303.8839, 383.7907, 324.9670, 351.8129, 362.0323, 483.7517, 302.4821, 350.6046, 364.5777, 359.2327, 368.0171, 409.2571, 336.4479}
{485.7604, 0.0000, 779.0581, 822.7808, 154.4353, 716.7937, 800.2234, 154.5930, 677.4941, 754.6694, 164.8694, 735.2946, 791.4026, 78.3615, 646.4209, 759.5241, 151.8136, 764.2896, 803.4955, 80.9942, 753.0005}
{357.3410, 779.0581, 0.0000, 650.1787, 685.5255, 71.2747, 506.5127, 702.6601, 117.2092, 590.3222, 640.7320, 77.5637, 499.8192, 800.3386, 160.7552, 524.9761, 692.1250, 35.0197, 492.1281, 715.6967, 26.4908}
{460.1847, 822.7808, 650.1787, 0.0000, 668.3475, 598.9375, 149.0152, 669.8183, 675.2390, 76.6633, 668.2528, 695.3525, 153.6174, 780.7195, 697.6946, 126.2194, 671.1516, 674.7670, 165.5247, 743.4847, 646.0252}
{358.5130, 154.4353, 685.5255, 668.3475, 0.0000, 618.2062, 649.0904, 19.5426, 596.6214, 600.4686, 52.4926, 653.8579, 640.4518, 126.8443, 572.9905, 607.0581, 6.6636, 676.4309, 653.1302, 76.7402, 660.6691}
{286.0932, 716.7937, 71.2747, 598.9375, 618.2062, 0.0000, 459.6292, 635.0039, 96.7637, 535.4324, 574.5329, 96.8616, 452.2074, 734.9158, 137.9334, 472.8141, 624.7686, 80.3421, 446.3600, 651.2007, 52.9801}
{371.6588, 800.2234, 506.5127, 149.0152, 649.0904, 459.6292, 0.0000, 654.8644, 541.7983, 115.8121, 637.3119, 556.4904, 9.6273, 771.1855, 568.4372, 52.9764, 653.1691, 532.8419, 16.9618, 719.2369, 504.3287}
{372.3909, 154.5930, 702.6601, 669.8183, 19.5426, 635.0039, 654.8644, 0.0000, 614.7488, 603.0627, 72.0324, 671.8811, 646.3517, 117.1833, 591.5426, 611.8888, 13.5428, 694.0064, 659.3709, 82.0672, 677.9308}
{303.8839, 677.4941, 117.2092, 675.2390, 596.6214, 96.7637, 541.7983, 614.7488, 0.0000, 607.6561, 548.8477, 57.8724, 533.7789, 705.1768, 44.2106, 549.2893, 603.2836, 91.3074, 529.6725, 618.9067, 92.2920}
{383.7907, 754.6694, 590.3222, 76.6633, 600.4686, 535.4324, 115.8121, 603.0627, 607.6561, 0.0000, 597.6548, 630.9764, 115.6155, 715.9436, 628.0831, 71.0195, 603.6104, 613.0010, 132.1628, 674.6958, 584.2045}
{324.9670, 164.8694, 640.7320, 668.2528, 52.4926, 574.5329, 637.3119, 72.0324, 548.8477, 597.6548, 0.0000, 606.3598, 628.3611, 161.1940, 523.8867, 598.0862, 58.7133, 630.2972, 640.0373, 85.0978, 615.5158}
{351.8129, 735.2946, 77.5637, 695.3525, 653.8579, 96.8616, 556.4904, 671.8811, 57.8724, 630.9764, 606.3598, 0.0000, 549.0586, 762.9708, 93.7836, 569.1647, 660.5178, 43.6243, 543.2046, 676.7477, 60.9550}
{362.0323, 791.4026, 499.8192, 153.6174, 640.4518, 452.2074, 9.6273, 646.3517, 533.7789, 115.6155, 628.3611, 549.0586, 0.0000, 762.7624, 560.0922, 49.2051, 644.5653, 525.8434, 17.5265, 710.4114, 497.2808}
{483.7517, 78.3615, 800.3386, 780.7195, 126.8443, 734.9158, 771.1855, 117.1833, 705.1768, 715.9436, 161.1940, 762.9708, 762.7624, 0.0000, 677.6541, 727.4688, 121.4677, 788.6742, 775.9862, 87.2481, 774.8658}
{302.4821, 646.4209, 160.7552, 697.6946, 572.9905, 137.9334, 568.4372, 591.5426, 44.2106, 628.0831, 523.8867, 93.7836, 560.0922, 677.6541, 0.0000, 572.4825, 579.6477, 132.7539, 557.0914, 590.8136, 136.2977}
{350.6046, 759.5241, 524.9761, 126.2194, 607.0581, 472.8141, 52.9764, 611.8888, 549.2893, 71.0195, 598.0862, 569.1647, 49.2051, 727.4688, 572.4825, 0.0000, 610.8633, 549.0005, 66.7277, 678.6749, 520.2314}
{364.5777, 151.8136, 692.1250, 671.1516, 6.6636, 624.7686, 653.1691, 13.5428, 603.2836, 603.6104, 58.7133, 660.5178, 644.5653, 121.4677, 579.6477, 610.8633, 0.0000, 683.0679, 657.3404, 75.6078, 667.2805}
{359.2327, 764.2896, 35.0197, 674.7670, 676.4309, 80.3421, 532.8419, 694.0064, 91.3074, 613.0010, 630.2972, 43.6243, 525.8434, 788.6742, 132.7539, 549.0005, 683.0679, 0.0000, 518.8724, 703.1871, 28.7979}
{368.0171, 803.4955, 492.1281, 165.5247, 653.1302, 446.3600, 16.9618, 659.3709, 529.6725, 132.1628, 640.0373, 543.2046, 17.5265, 775.9862, 557.0914, 66.7277, 657.3404, 518.8724, 0.0000, 722.5039, 490.4407}
{409.2571, 80.9942, 715.6967, 743.4847, 76.7402, 651.2007, 719.2369, 82.0672, 618.9067, 674.6958, 85.0978, 676.7477, 710.4114, 87.2481, 590.8136, 678.6749, 75.6078, 703.1871, 722.5039, 0.0000, 690.0308}
{336.4479, 753.0005, 26.4908, 646.0252, 660.6691, 52.9801, 504.3287, 677.9308, 92.2920, 584.2045, 615.5158, 60.9550, 497.2808, 774.8658, 136.2977, 520.2314, 667.2805, 28.7979, 490.4407, 690.0308, 0.0000}
]
