20 3 [30, 30, 30]
capacities = [100000, 49, 46, 39, 50, 50, 34, 33, 39, 22, 24, 23, 21, 25, 25, 21, 37, 31, 44, 37, 27]
initial     = [50000, 29, 21, 15, 23, 13, 9, 18, 15, 0, 4, 0, 0, 5, 18, 14, 15, 8, 30, 17, 9]
target      = [0, 19, 12, 14, 25, 23, 14, 6, 30, 10, 21, 10, 1, 11, 8, 17, 10, 4, 33, 14, 12]
weights    = [0.000000, 0.300000, 0.406250, 0.083929, 0.088000, 0.256522, 0.219643, 1.000000, 0.287500, 0.525000, 0.434524, 0.525000, 0.525000, 0.309091, 0.643750, 0.133824, 0.287500, 0.525000, 0.093182, 0.151786, 0.168750]
min_ratio  = [0.0000, 0.7000, 0.7000, 0.7000, 0.6440, 0.3957, 0.4500, 0.7000, 0.3500, 0.0000, 0.1333, 0.0000, 0.0000, 0.3182, 0.7000, 0.5765, 0.7000, 0.7000, 0.6364, 0.7000, 0.5250]
points = [(584400.000, 4511800.000), (584038.501, 4511473.618), (584648.367, 4511800.645), (584244.655, 4512277.992), (584091.472, 4511519.149), (584765.600, 4511769.107), (584330.260, 4512142.287), (584194.747, 4511494.611), (584641.982, 4511795.541), (584303.372, 4512249.915), (584171.706, 4511534.644), (584704.273, 4511792.770), (584390.768, 4512148.305), (584121.366, 4511552.704), (584694.863, 4511753.971), (584370.194, 4512185.660), (584107.790, 4511502.666), (584747.829, 4511830.610), (584320.470, 4512275.313), (584162.855, 4511515.179), (584670.286, 4511698.526)]
distances = [
{0.0000, 487.0385, 248.3676, 502.6021, 417.2133, 366.9033, 349.3194, 367.9555, 242.0231, 460.1746, 350.0459, 304.3591, 348.4276, 372.5488, 298.4337, 386.8106, 416.8868, 349.1731, 481.9202, 370.6221, 288.7067}
{487.0385, 0.0000, 692.0133, 830.3717, 69.8495, 784.8485, 729.5483, 157.6501, 683.9764, 820.2401, 146.5183, 738.3157, 761.1138, 114.5471, 713.7283, 785.5088, 75.1310, 794.0962, 849.8355, 131.1150, 670.6235}
{248.3676, 692.0133, 0.0000, 625.1753, 623.9964, 121.4015, 466.8101, 547.1996, 8.1736, 566.4497, 545.8591, 56.4583, 432.6954, 582.4129, 65.8811, 474.9921, 617.2641, 103.8779, 576.9106, 563.2161, 104.4446}
{502.6021, 830.3717, 625.1753, 0.0000, 774.1504, 728.2502, 160.4498, 784.9697, 625.0022, 65.0850, 746.9194, 668.3488, 195.3655, 735.6930, 690.8587, 155.8370, 787.3144, 673.3019, 75.8627, 767.1865, 718.9877}
{417.2133, 69.8495, 623.9964, 774.1504, 0.0000, 718.9772, 667.3236, 106.1500, 615.9984, 760.8690, 81.7161, 671.1137, 696.7180, 44.9395, 647.4732, 722.4429, 23.1940, 726.5068, 790.0786, 71.4928, 605.9718}
{366.9033, 784.8485, 121.4015, 728.2502, 718.9772, 0.0000, 573.3975, 633.4206, 126.4131, 666.9566, 638.5013, 65.7339, 533.1893, 679.6093, 72.3391, 574.3371, 709.7225, 64.0185, 674.0806, 654.0503, 118.6024}
{349.3194, 729.5483, 466.8101, 160.4498, 667.3236, 573.3975, 0.0000, 661.7007, 466.2653, 110.9360, 627.9883, 511.9067, 60.8066, 625.4959, 532.6583, 58.9576, 677.2063, 521.0632, 133.3854, 649.0673, 559.0544}
{367.9555, 157.6501, 547.1996, 784.9697, 106.1500, 633.4206, 661.7007, 0.0000, 539.0531, 763.0754, 46.1904, 590.3519, 682.4518, 93.5927, 563.3676, 712.9734, 87.3296, 647.1434, 790.7601, 37.9498, 517.4153}
{242.0231, 683.9764, 8.1736, 625.0022, 615.9984, 126.4131, 466.2653, 539.0531, 0.0000, 566.6675, 537.7986, 62.3528, 433.0716, 574.4663, 67.2643, 475.4596, 609.2107, 111.5049, 577.5380, 555.1269, 101.0600}
{460.1746, 820.2401, 566.4497, 65.0850, 760.8690, 666.9566, 110.9360, 763.0754, 566.6675, 0.0000, 727.2890, 608.0325, 134.0243, 720.5765, 631.8431, 92.7026, 772.4214, 611.0310, 30.6164, 748.0522, 662.3110}
{350.0459, 146.5183, 545.8591, 746.9194, 81.7161, 638.5013, 627.9883, 46.1904, 537.7986, 727.2890, 0.0000, 591.8252, 651.5892, 53.4814, 567.2719, 680.6027, 71.4693, 647.6987, 755.4608, 21.3825, 524.8235}
