20 3 [30, 30, 30]
capacities = [100000, 41, 27, 48, 42, 35, 26, 29, 27, 27, 46, 36, 46, 36, 22, 28, 21, 22, 31, 49, 40]
initial     = [50000, 22, 18, 6, 28, 2, 6, 25, 8, 19, 28, 2, 28, 11, 15, 27, 3, 7, 8, 13, 0]
target      = [0, 24, 17, 30, 2, 32, 12, 11, 16, 26, 20, 32, 30, 15, 5, 10, 6, 22, 6, 34, 24]
weights    = [0.000000, 0.056090, 0.054299, 0.108462, 1.000000, 0.118510, 0.086538, 0.143007, 0.086538, 0.069675, 0.079231, 0.118510, 0.054872, 0.069487, 0.196154, 0.174231, 0.086538, 0.099825, 0.074359, 0.095136, 0.123077]
min_ratio  = [0.0000, 0.6417, 0.7000, 0.1400, 0.7000, 0.0437, 0.3500, 0.7000, 0.3500, 0.5115, 0.7000, 0.0437, 0.6533, 0.5133, 0.7000, 0.7000, 0.3500, 0.2227, 0.7000, 0.2676, 0.0000]
points = [(584400.000, 4511800.000), (584133.591, 4511483.446), (584713.769, 4511869.884), (584422.576, 4512124.911), (584039.325, 4511554.867), (584680.674, 4511839.264), (584377.777, 4512197.563), (584119.638, 4511600.496), (584614.630, 4511840.080), (584297.510, 4512132.807), (584098.800, 4511558.403), (584705.328, 4511708.205), (584236.381, 4512264.768), (584162.997, 4511395.921), (584699.733, 4511748.371), (584229.581, 4512288.267), (584108.572, 4511488.584), (584727.959, 4511845.199), (584330.831, 4512136.587), (584054.466, 4511498.973), (584601.192, 4511733.976)]
distances = [
{0.0000, 413.7392, 321.4575, 325.6945, 436.0922, 283.4075, 398.1838, 344.0998, 218.3398, 348.2305, 386.1223, 318.8279, 492.7271, 468.4546, 304.1467, 517.1534, 426.5090, 331.0593, 343.6204, 458.2702, 211.7487}
{413.7392, 0.0000, 697.0946, 703.5549, 118.2669, 652.6150, 754.7118, 117.8783, 598.8204, 669.7302, 82.6374, 614.3283, 788.0540, 92.3326, 625.0614, 810.5252, 25.5407, 695.8009, 682.2729, 80.6345, 530.4868}
{321.4575, 697.0946, 0.0000, 387.0821, 744.3859, 45.0874, 469.3236, 652.3508, 103.5227, 492.3415, 689.3528, 161.8990, 619.5420, 726.6292, 122.3207, 639.9087, 715.2991, 28.4727, 466.6606, 756.4764, 176.4781}
{325.6945, 703.5549, 387.0821, 0.0000, 686.8995, 384.9799, 85.3538, 605.6258, 343.5307, 125.3146, 652.5044, 503.5797, 232.8694, 773.8261, 467.5449, 252.8483, 709.5845, 414.1231, 92.4847, 726.1570, 429.8071}
{436.0922, 118.2669, 744.3859, 686.8995, 0.0000, 701.5770, 726.3659, 92.3697, 642.1227, 632.9876, 59.5801, 683.4265, 736.7425, 201.3919, 688.1729, 757.6757, 95.8576, 747.3350, 650.6713, 57.9090, 589.7243}
{283.4075, 652.6150, 45.0874, 384.9799, 701.5770, 0.0000, 469.1755, 609.7308, 66.0500, 482.6827, 646.1117, 133.3569, 615.1830, 681.5730, 92.8689, 636.4667, 671.0267, 47.6559, 459.1204, 712.6960, 131.9200}
{398.1838, 754.7118, 469.3236, 85.3538, 726.3659, 469.1755, 0.0000, 650.4806, 428.8278, 103.1317, 697.3906, 588.8640, 156.5538, 829.9155, 552.6563, 173.7507, 758.3682, 496.7778, 76.9547, 769.7784, 514.6140}
{344.0998, 117.8783, 652.3508, 605.6258, 92.3697, 609.7308, 650.4806, 0.0000, 549.9245, 561.2427, 46.9683, 595.5109, 674.4525, 209.1188, 598.6457, 696.5034, 112.4574, 655.6937, 576.1909, 120.6417, 499.7112}
{218.3398, 598.8204, 103.5227, 343.5307, 642.1227, 66.0500, 428.8278, 549.9245, 0.0000, 431.5711, 587.7260, 160.0536, 568.7100, 633.4418, 125.1123, 590.8758, 616.1520, 113.4454, 410.4360, 655.8491, 106.9516}
{348.2305, 669.7302, 492.3415, 125.3146, 632.9876, 482.6827, 103.1317, 561.2427, 431.5711, 0.0000, 607.8036, 588.7288, 145.4318, 749.0618, 556.3935, 169.6537, 671.3570, 517.6917, 33.5347, 678.8345, 501.2872}
{386.1223, 82.6374, 689.3528, 652.5044, 59.5801, 646.1117, 697.3906, 46.9683, 587.7260, 607.8036, 0.0000, 624.7529, 719.6385, 174.7042, 630.2442, 741.4886, 70.4995, 691.4429, 623.0046, 74.1454, 532.1877}
{318.8279, 614.3283, 161.8990, 503.5797, 683.4265, 133.3569, 588.8640, 595.5109, 160.0536, 588.7288, 624.7529, 0.0000, 727.7859, 625.8140, 40.5539, 750.2047, 635.8853, 138.8508, 568.9978, 683.6663, 107.2767}
{492.7271, 788.0540, 619.5420, 232.8694, 736.7425, 615.1830, 156.5538, 674.4525, 568.7100, 145.4318, 719.6385, 727.7859, 0.0000, 871.9398, 693.8009, 24.4638, 786.6359, 646.2868, 159.2202, 787.1057, 644.0705}
{468.4546, 92.3326, 726.6292, 773.8261, 201.3919, 681.5730, 829.9155, 209.1188, 633.4418, 749.0618, 174.7042, 625.8140, 871.9398, 0.0000, 642.1103, 894.8265, 107.4637, 721.8258, 759.4427, 149.6621, 553.4399}
{304.1467, 625.0614, 122.3207, 467.5449, 688.1729, 92.8689, 552.6563, 598.6457, 125.1123, 556.3935, 630.2442, 40.5539, 693.8009, 642.1103, 0.0000, 715.9124, 645.7243, 100.8583, 535.5369, 691.7871, 99.5863}
{517.1534, 810.5252, 639.9087, 252.8483, 757.6757, 636.4667, 173.7507, 696.5034, 590.8758, 169.6537, 741.4886, 750.2047, 24.4638, 894.8265, 715.9124, 0.0000, 808.7868, 666.8512, 182.3693, 808.4870, 667.3335}
{426.5090, 25.5407, 715.2991, 709.5845, 95.8576, 671.0267, 758.3682, 112.4574, 616.1520, 671.3570, 70.4995, 635.8853, 786.6359, 107.4637, 645.7243, 808.7868, 0.0000, 714.7129, 685.0594, 55.0952, 550.3559}
{331.0593, 695.8009, 28.4727, 414.1231, 747.3350, 47.6559, 496.7778, 655.6937, 113.4454, 517.6917, 691.4429, 138.8508, 646.2868, 721.8258, 100.8583, 666.8512, 714.7129, 0.0000, 492.5623, 757.2758, 168.6430}
{343.6204, 682.2729, 466.6606, 92.4847, 650.6713, 459.1204, 76.9547, 576.1909, 410.4360, 33.5347, 623.0046, 568.9978, 159.2202, 759.4427, 535.5369, 182.3693, 685.0594, 492.5623, 0.0000, 694.9314, 484.9646}
{458.2702, 80.6345, 756.4764, 726.1570, 57.9090, 712.6960, 769.7784, 120.6417, 655.8491, 678.8345, 74.1454, 683.6663, 787.1057, 149.6621, 691.7871, 808.4870, 55.0952, 757.2758, 694.9314, 0.0000, 595.0939}
{211.7487, 530.4868, 176.4781, 429.8071, 589.7243, 131.9200, 514.6140, 499.7112, 106.9516, 501.2872, 532.1877, 107.2767, 644.0705, 553.4399, 99.5863, 667.3335, 550.3559, 168.6430, 484.9646, 595.0939, 0.0000}
]
