50 3 [30, 30, 30]
capacities = [100000, 49, 24, 34, 45, 47, 39, 47, 25, 28, 24, 43, 42, 49, 34, 49, 33, 48, 39, 40, 46, 38, 34, 33, 44, 31, 40, 40, 30, 24, 26, 30, 48, 39, 29, 26, 34, 25, 38, 30, 46, 40, 24, 44, 36, 23, 30, 48, 21, 41, 27]
initial     = [50000, 35, 19, 28, 42, 35, 30, 34, 4, 16, 8, 29, 35, 29, 17, 46, 20, 36, 33, 40, 28, 21, 0, 6, 11, 20, 32, 16, 15, 11, 8, 16, 22, 23, 7, 23, 28, 4, 6, 21, 25, 14, 20, 2, 28, 22, 8, 38, 2, 18, 25]
target      = [0, 14, 21, 14, 13, 32, 14, 21, 19, 19, 11, 6, 34, 38, 10, 46, 3, 24, 36, 22, 29, 25, 12, 24, 20, 4, 24, 26, 11, 12, 18, 27, 36, 23, 7, 12, 27, 13, 4, 16, 41, 2, 18, 8, 17, 19, 13, 43, 13, 32, 20]
weights    = [0.000000, 0.287500, 0.065079, 0.208333, 0.403205, 0.064844, 0.230952, 0.148016, 0.175000, 0.075000, 0.093182, 0.656944, 0.054657, 0.087500, 0.160833, 0.050000, 0.947222, 0.129167, 0.063194, 0.179545, 0.055460, 0.075333, 0.208333, 0.168750, 0.121250, 0.683333, 0.102778, 0.110897, 0.107576, 0.063194, 0.137963, 0.114506, 0.111574, 0.050000, 0.050000, 0.195139, 0.055864, 0.159615, 0.129167, 0.099479, 0.111789, 1.000000, 0.067593, 0.168750, 0.152451, 0.075000, 0.110897, 0.068411, 0.183974, 0.119271, 0.089583]
min_ratio  = [0.0000, 0.7000, 0.6333, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.1474, 0.5895, 0.5091, 0.7000, 0.7000, 0.5342, 0.7000, 0.7000, 0.7000, 0.7000, 0.6417, 0.7000, 0.6759, 0.5880, 0.0000, 0.1750, 0.3850, 0.7000, 0.7000, 0.4308, 0.7000, 0.6417, 0.3111, 0.4148, 0.4278, 0.7000, 0.7000, 0.7000, 0.7000, 0.2154, 0.7000, 0.7000, 0.4268, 0.7000, 0.7000, 0.1750, 0.7000, 0.7000, 0.4308, 0.6186, 0.1077, 0.3937, 0.7000]
points = [(584400.000, 4511800.000), (584150.782, 4511584.348), (584656.681, 4511813.388), (584251.161, 4512120.282), (584134.041, 4511498.119), (584625.983, 4511727.014), (584383.105, 4512225.439), (584072.602, 4511442.370), (584679.010, 4511774.446), (584368.047, 4512177.212), (584212.630, 4511445.480), (584605.857, 4511764.155), (584291.352, 4512314.424), (584060.617, 4511591.785), (584726.024, 4511709.939), (584338.098, 4512288.982), (584061.284, 4511488.315), (584686.367, 4511813.581), (584245.654, 4512248.519), (584187.950, 4511404.147), (584662.386, 4511806.357), (584339.061, 4512311.733), (584005.083, 4511434.224), (584733.146, 4511686.736), (584382.437, 4512178.607), (584091.082, 4511586.491), (584681.703, 4511758.387), (584218.877, 4512277.224), (584124.932, 4511451.924), (584811.798, 4511838.376), (584315.561, 4512279.382), (584046.498, 4511506.015), (584672.932, 4511645.697), (584265.847, 4512117.311), (584069.599, 4511510.475), (584783.306, 4511796.334), (584394.274, 4512250.076), (584147.502, 4511578.260), (584790.500, 4511799.834), (584344.505, 4512146.906), (584229.726, 4511479.304), (584788.653, 4511741.962), (584360.165, 4512124.124), (584104.795, 4511389.702), (584758.115, 4511844.128), (584269.260, 4512298.349), (584110.932, 4511484.254), (584640.497, 4511863.563), (584428.192, 4512135.259), (584010.245, 4511518.858), (584644.532, 4511853.444)]
distances = [
{0.0000, 329.5687, 257.0297, 353.1768, 402.3256, 237.4765, 425.7738, 484.8590, 280.1782, 378.5632, 400.9888, 208.9545, 525.7723, 398.1633, 338.2342, 492.8850, 460.3000, 286.6887, 474.3336, 449.0713, 262.4627, 515.3484, 538.2854, 351.8736, 379.0140, 375.5220, 284.7602, 510.4388, 443.6436, 413.5821, 486.7621, 459.7731, 313.5300, 344.5044, 439.3058, 383.3234, 450.1128, 336.0412, 390.5002, 351.3171, 363.0963, 392.9623, 326.5627, 505.4605, 360.8238, 515.2130, 428.0838, 248.7549, 336.4425, 480.5724, 250.3040}
{329.5687, 0.0000, 555.3315, 545.2538, 87.8384, 496.1547, 681.8882, 162.0792, 561.3935, 631.4208, 152.0183, 489.3094, 743.4857, 90.4711, 588.7922, 729.1073, 131.2714, 582.5797, 670.9131, 183.9944, 557.6973, 751.3575, 209.2013, 591.2964, 637.8149, 59.7389, 558.7190, 696.2140, 134.9237, 708.1471, 714.3005, 130.4273, 525.7416, 545.2425, 109.7628, 667.1016, 708.8602, 6.9148, 675.0359, 594.9797, 131.4014, 657.0551, 578.9643, 200.0044, 660.5598, 723.7641, 107.7347, 563.7215, 616.8143, 155.0471, 562.3183}
{257.0297, 555.3315, 0.0000, 508.5573, 610.3657, 91.6667, 494.5999, 691.9551, 44.8898, 464.4111, 576.6605, 70.7602, 620.0825, 635.9242, 124.5395, 572.4375, 678.3582, 29.6867, 598.5670, 622.2435, 9.0549, 590.9565, 753.8863, 147.9446, 456.7213, 609.4136, 60.4258, 637.8206, 642.9723, 157.1168, 577.5060, 683.2290, 168.4763, 495.0963, 660.6220, 127.7684, 509.4645, 560.8459, 134.5041, 456.8238, 542.1275, 150.0610, 429.5095, 695.7640, 105.9900, 620.7106, 637.3152, 52.7207, 394.7252, 710.3713, 41.8581}
{353.1768, 545.2538, 508.5573, 0.0000, 633.0905, 543.2781, 168.7224, 701.0334, 550.1436, 130.0128, 675.9017, 502.6294, 198.2582, 561.7968, 627.5955, 189.7839, 659.8757, 532.4188, 128.3552, 718.9200, 517.3542, 210.6651, 728.8551, 648.2838, 143.6496, 557.2779, 562.4368, 160.2273, 680.1743, 627.5228, 171.6399, 647.4656, 634.9186, 14.9835, 636.2621, 622.9937, 193.2041, 551.8449, 627.3550, 97.0671, 641.3363, 657.2852, 109.0719, 745.0976, 577.2905, 178.9839, 651.3033, 466.3552, 177.6639, 647.8823, 475.3349}
{402.3256, 87.8384, 610.3657, 633.0905, 0.0000, 542.5857, 768.7822, 82.9621, 611.0218, 718.2796, 94.5895, 541.6499, 831.3241, 119.0146, 628.7375, 816.7642, 73.4150, 636.0657, 758.6550, 108.3377, 611.6845, 839.0470, 143.9193, 628.0947, 724.4057, 98.2602, 606.3601, 783.7095, 47.0854, 758.3723, 802.0731, 87.8989, 558.7327, 633.0645, 65.6163, 714.4761, 795.7137, 81.2637, 722.4746, 682.0700, 97.5172, 698.5524, 665.5928, 112.2928, 713.5754, 811.5732, 26.9496, 624.5370, 701.7635, 125.5217, 621.9778}
