50 3 [30, 30, 30]
capacities = [100000, 47, 49, 27, 28, 48, 33, 31, 30, 23, 47, 24, 44, 37, 28, 20, 26, 31, 46, 39, 46, 49, 21, 35, 34, 21, 45, 37, 21, 47, 37, 39, 30, 30, 21, 46, 36, 44, 21, 37, 46, 22, 40, 45, 47, 37, 31, 42, 23, 22, 27]
initial     = [50000, 26, 17, 1, 3, 18, 9, 11, 6, 12, 18, 23, 31, 28, 3, 20, 13, 13, 13, 31, 30, 15, 15, 24, 27, 2, 31, 9, 8, 33, 10, 7, 11, 17, 4, 21, 16, 15, 10, 20, 15, 7, 8, 26, 24, 15, 19, 29, 19, 8, 8]
target      = [0, 14, 21, 8, 10, 20, 13, 4, 22, 6, 28, 5, 27, 25, 26, 15, 24, 22, 21, 19, 23, 30, 10, 20, 9, 8, 16, 9, 6, 24, 28, 25, 22, 14, 8, 19, 7, 17, 12, 16, 28, 1, 10, 12, 11, 12, 13, 10, 20, 5, 23]
weights    = [0.000000, 0.185714, 0.080159, 0.188542, 0.160833, 0.065833, 0.098718, 0.327083, 0.165152, 0.208333, 0.106548, 0.620000, 0.073457, 0.069000, 0.190064, 0.102778, 0.122569, 0.114773, 0.110317, 0.150000, 0.098188, 0.129167, 0.129167, 0.081667, 0.366667, 0.168750, 0.198437, 0.050000, 0.102778, 0.109375, 0.151786, 0.164000, 0.129167, 0.083929, 0.129167, 0.066667, 0.253571, 0.068627, 0.076389, 0.089583, 0.123512, 1.000000, 0.081667, 0.234722, 0.237121, 0.089583, 0.123077, 0.350833, 0.057917, 0.145000, 0.153261]
min_ratio  = [0.0000, 0.7000, 0.5667, 0.0875, 0.2100, 0.6300, 0.4846, 0.7000, 0.1909, 0.7000, 0.4500, 0.7000, 0.7000, 0.7000, 0.0808, 0.7000, 0.3792, 0.4136, 0.4333, 0.7000, 0.7000, 0.3500, 0.7000, 0.7000, 0.7000, 0.1750, 0.7000, 0.7000, 0.7000, 0.7000, 0.2500, 0.1960, 0.3500, 0.7000, 0.3500, 0.7000, 0.7000, 0.6176, 0.5833, 0.7000, 0.3750, 0.7000, 0.5600, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.6650, 0.7000, 0.2435]
points = [(584400.000, 4511800.000), (584192.058, 4511493.883), (584633.321, 4511837.973), (584328.640, 4512299.632), (584124.106, 4511534.034), (584731.802, 4511774.524), (584365.285, 4512218.905), (584182.183, 4511416.715), (584723.466, 4511720.231), (584312.060, 4512174.154), (584195.599, 4511503.136), (584744.487, 4511700.412), (584326.557, 4512285.721), (584079.556, 4511491.930), (584721.875, 4511777.445), (584398.458, 4512141.857), (584167.130, 4511558.108), (584747.297, 4511779.460), (584270.132, 4512286.534), (584110.903, 4511454.460), (584695.489, 4511682.610), (584355.685, 4512215.041), (584084.888, 4511480.640), (584701.743, 4511740.501), (584246.157, 4512166.271), (584151.564, 4511538.925), (584724.220, 4511710.896), (584375.152, 4512276.468), (584198.110, 4511559.466), (584704.533, 4511716.528), (584398.089, 4512265.167), (584099.920, 4511477.189), (584724.171, 4511721.328), (584269.373, 4512175.912), (584096.336, 4511542.844), (584687.779, 4511780.108), (584283.921, 4512297.512), (584055.759, 4511495.476), (584674.464, 4511721.958), (584347.634, 4512164.873), (584071.854, 4511423.187), (584757.252, 4511688.117), (584291.678, 4512275.280), (584088.563, 4511457.862), (584618.925, 4511720.387), (584400.782, 4512271.325), (584196.460, 4511551.530), (584719.833, 4511844.152), (584316.726, 4512168.798), (584060.287, 4511483.373), (584669.931, 4511776.129)]
distances = [
{0.0000, 370.0644, 236.3908, 504.7023, 383.2174, 332.7788, 420.3415, 440.8535, 333.1566, 384.3495, 360.4271, 358.5936, 491.2424, 444.5127, 322.6639, 341.8608, 335.7680, 347.9036, 503.5682, 450.5277, 317.9528, 417.4005, 448.6490, 307.5533, 397.2685, 360.3901, 336.2413, 477.1159, 314.0327, 315.7653, 465.1710, 440.7434, 333.5809, 397.9617, 397.9212, 288.4661, 510.8748, 459.6045, 285.3440, 368.6115, 499.6682, 374.3619, 487.4674, 462.6573, 232.9519, 471.3252, 321.1942, 322.8658, 378.0828, 464.3897, 270.9843}
{370.0644, 0.0000, 559.5633, 817.2433, 78.9283, 608.3445, 745.4296, 77.7974, 577.6054, 690.7743, 9.9081, 589.7731, 803.1800, 112.5193, 600.9268, 680.0529, 68.8928, 624.3750, 796.4869, 90.2238, 537.6434, 739.4886, 107.9847, 566.2150, 674.5615, 60.5688, 574.7094, 803.7186, 65.8614, 558.7496, 798.3285, 93.6378, 578.6842, 686.3978, 107.5173, 572.4201, 808.8631, 136.3081, 533.6049, 688.7901, 139.4526, 597.6383, 787.7215, 109.5846, 483.2389, 804.9731, 57.8152, 633.4308, 686.3331, 132.1898, 555.0004}
{236.3908, 559.5633, 0.0000, 553.1361, 593.0254, 117.1512, 465.7822, 617.2388, 148.2879, 465.0014, 551.1042, 176.8646, 542.7548, 652.9943, 107.2633, 384.0656, 543.7446, 128.1183, 577.1596, 648.0764, 167.3395, 468.2546, 654.5723, 119.0899, 507.6174, 567.0274, 156.2411, 508.8513, 516.6965, 140.7836, 487.6769, 643.9576, 147.8508, 496.6498, 612.7433, 79.4611, 577.2842, 671.4770, 123.0944, 434.1434, 698.0639, 194.4625, 554.9389, 664.2636, 118.4641, 491.8005, 522.3952, 86.7321, 457.9054, 673.8764, 71.8676}
